Dmel,E_value,Score,query cover,identity,Dsim
NR_001832.1,1.22e-57,220.0,88,100.0,"XR_005543868.1, XR_005543867.1, XR_005543866.1, XR_005543865.1, XR_005543864.1, XR_005543863.1, XR_005543862.1, XR_005543861.1, XR_005543860.1, XR_005543859.1, XR_005543858.1, XR_005543857.1, XR_005543856.1, XR_005543855.1, XR_005543854.1, XR_005543853.1, XR_005543852.1, XR_005543851.1, XR_005543850.1, XR_005543849.1, XR_005543848.1, XR_005543847.1, XR_005543846.1, XR_005543845.1, XR_005543844.1, XR_005543843.1, XR_005543842.1, XR_005543841.1, XR_005543840.1, XR_005543839.1, XR_005543838.1, XR_005543837.1, XR_005543836.1, XR_005543835.1, XR_005543834.1, XR_005543833.1, XR_005543832.1, XR_005543831.1, XR_005543830.1, XR_005543829.1, XR_005543828.1, XR_005543827.1, XR_005543826.1, XR_005543825.1, XR_005543820.1, XR_005543809.1, XR_005543798.1, XR_005543787.1, XR_005543776.1, XR_005543773.1, XR_005543772.1, XR_005543771.1, XR_005543770.1"
NR_001833.1,1.22e-57,220.0,88,100.0,"XR_005543778.1, XR_005543777.1, XR_005543775.1, XR_005543774.1"
NR_001834.1,1.22e-57,220.0,88,100.0,"XR_005543778.1, XR_005543777.1, XR_005543775.1, XR_005543774.1"
NR_001835.1,1.22e-57,220.0,88,100.0,"XR_005543778.1, XR_005543777.1, XR_005543775.1, XR_005543774.1"
NR_001836.1,1.22e-57,220.0,88,100.0,"XR_005543778.1, XR_005543777.1, XR_005543775.1, XR_005543774.1"
NR_001837.1,1.22e-57,220.0,88,100.0,"XR_005543778.1, XR_005543777.1, XR_005543775.1, XR_005543774.1"
NR_001838.1,1.22e-57,220.0,88,100.0,"XR_005543781.1, XR_005543780.1, XR_005543779.1"
NR_001839.1,1.22e-57,220.0,88,100.0,"XR_005543778.1, XR_005543777.1, XR_005543775.1, XR_005543774.1"
NR_001840.1,9.409999999999999e-54,207.0,88,98.319,"XR_005543868.1, XR_005543867.1, XR_005543866.1, XR_005543865.1, XR_005543864.1, XR_005543863.1, XR_005543862.1, XR_005543861.1, XR_005543860.1, XR_005543859.1, XR_005543858.1, XR_005543857.1, XR_005543856.1, XR_005543855.1, XR_005543854.1, XR_005543853.1, XR_005543852.1, XR_005543851.1, XR_005543850.1, XR_005543849.1, XR_005543848.1, XR_005543847.1, XR_005543846.1, XR_005543845.1, XR_005543844.1, XR_005543843.1, XR_005543842.1, XR_005543841.1, XR_005543840.1, XR_005543839.1, XR_005543838.1, XR_005543837.1, XR_005543836.1, XR_005543835.1, XR_005543834.1, XR_005543833.1, XR_005543832.1, XR_005543831.1, XR_005543830.1, XR_005543829.1, XR_005543828.1, XR_005543827.1, XR_005543826.1, XR_005543825.1, XR_005543820.1, XR_005543809.1, XR_005543798.1, XR_005543787.1, XR_005543776.1, XR_005543773.1, XR_005543772.1, XR_005543771.1, XR_005543770.1"
NR_001841.1,1.22e-57,220.0,88,100.0,"XR_005543868.1, XR_005543867.1, XR_005543866.1, XR_005543865.1, XR_005543864.1, XR_005543863.1, XR_005543862.1, XR_005543861.1, XR_005543860.1, XR_005543859.1, XR_005543858.1, XR_005543857.1, XR_005543856.1, XR_005543855.1, XR_005543854.1, XR_005543853.1, XR_005543852.1, XR_005543851.1, XR_005543850.1, XR_005543849.1, XR_005543848.1, XR_005543847.1, XR_005543846.1, XR_005543845.1, XR_005543844.1, XR_005543843.1, XR_005543842.1, XR_005543841.1, XR_005543840.1, XR_005543839.1, XR_005543838.1, XR_005543837.1, XR_005543836.1, XR_005543835.1, XR_005543834.1, XR_005543833.1, XR_005543832.1, XR_005543831.1, XR_005543830.1, XR_005543829.1, XR_005543828.1, XR_005543827.1, XR_005543826.1, XR_005543825.1, XR_005543820.1, XR_005543809.1, XR_005543798.1, XR_005543787.1, XR_005543776.1, XR_005543773.1, XR_005543772.1, XR_005543771.1, XR_005543770.1"
NR_001842.1,1.22e-57,220.0,88,100.0,"XR_005543868.1, XR_005543867.1, XR_005543866.1, XR_005543865.1, XR_005543864.1, XR_005543863.1, XR_005543862.1, XR_005543861.1, XR_005543860.1, XR_005543859.1, XR_005543858.1, XR_005543857.1, XR_005543856.1, XR_005543855.1, XR_005543854.1, XR_005543853.1, XR_005543852.1, XR_005543851.1, XR_005543850.1, XR_005543849.1, XR_005543848.1, XR_005543847.1, XR_005543846.1, XR_005543845.1, XR_005543844.1, XR_005543843.1, XR_005543842.1, XR_005543841.1, XR_005543840.1, XR_005543839.1, XR_005543838.1, XR_005543837.1, XR_005543836.1, XR_005543835.1, XR_005543834.1, XR_005543833.1, XR_005543832.1, XR_005543831.1, XR_005543830.1, XR_005543829.1, XR_005543828.1, XR_005543827.1, XR_005543826.1, XR_005543825.1, XR_005543820.1, XR_005543809.1, XR_005543798.1, XR_005543787.1, XR_005543776.1, XR_005543773.1, XR_005543772.1, XR_005543771.1, XR_005543770.1"
NR_001843.1,5.6700000000000005e-56,215.0,88,99.16,"XR_005543868.1, XR_005543867.1, XR_005543866.1, XR_005543865.1, XR_005543864.1, XR_005543863.1, XR_005543862.1, XR_005543861.1, XR_005543860.1, XR_005543859.1, XR_005543858.1, XR_005543857.1, XR_005543856.1, XR_005543855.1, XR_005543854.1, XR_005543853.1, XR_005543852.1, XR_005543851.1, XR_005543850.1, XR_005543849.1, XR_005543848.1, XR_005543847.1, XR_005543846.1, XR_005543845.1, XR_005543844.1, XR_005543843.1, XR_005543842.1, XR_005543841.1, XR_005543840.1, XR_005543839.1, XR_005543838.1, XR_005543837.1, XR_005543836.1, XR_005543835.1, XR_005543834.1, XR_005543833.1, XR_005543832.1, XR_005543831.1, XR_005543830.1, XR_005543829.1, XR_005543828.1, XR_005543827.1, XR_005543826.1, XR_005543825.1, XR_005543820.1, XR_005543809.1, XR_005543798.1, XR_005543787.1, XR_005543776.1, XR_005543773.1, XR_005543772.1, XR_005543771.1, XR_005543770.1"
NR_001844.1,5.6700000000000005e-56,215.0,88,99.16,"XR_005543868.1, XR_005543867.1, XR_005543866.1, XR_005543865.1, XR_005543864.1, XR_005543863.1, XR_005543862.1, XR_005543861.1, XR_005543860.1, XR_005543859.1, XR_005543858.1, XR_005543857.1, XR_005543856.1, XR_005543855.1, XR_005543854.1, XR_005543853.1, XR_005543852.1, XR_005543851.1, XR_005543850.1, XR_005543849.1, XR_005543848.1, XR_005543847.1, XR_005543846.1, XR_005543845.1, XR_005543844.1, XR_005543843.1, XR_005543842.1, XR_005543841.1, XR_005543840.1, XR_005543839.1, XR_005543838.1, XR_005543837.1, XR_005543836.1, XR_005543835.1, XR_005543834.1, XR_005543833.1, XR_005543832.1, XR_005543831.1, XR_005543830.1, XR_005543829.1, XR_005543828.1, XR_005543827.1, XR_005543826.1, XR_005543825.1, XR_005543820.1, XR_005543809.1, XR_005543798.1, XR_005543787.1, XR_005543776.1, XR_005543773.1, XR_005543772.1, XR_005543771.1, XR_005543770.1"
NR_001845.1,5.6700000000000005e-56,215.0,88,99.16,"XR_005543868.1, XR_005543867.1, XR_005543866.1, XR_005543865.1, XR_005543864.1, XR_005543863.1, XR_005543862.1, XR_005543861.1, XR_005543860.1, XR_005543859.1, XR_005543858.1, XR_005543857.1, XR_005543856.1, XR_005543855.1, XR_005543854.1, XR_005543853.1, XR_005543852.1, XR_005543851.1, XR_005543850.1, XR_005543849.1, XR_005543848.1, XR_005543847.1, XR_005543846.1, XR_005543845.1, XR_005543844.1, XR_005543843.1, XR_005543842.1, XR_005543841.1, XR_005543840.1, XR_005543839.1, XR_005543838.1, XR_005543837.1, XR_005543836.1, XR_005543835.1, XR_005543834.1, XR_005543833.1, XR_005543832.1, XR_005543831.1, XR_005543830.1, XR_005543829.1, XR_005543828.1, XR_005543827.1, XR_005543826.1, XR_005543825.1, XR_005543820.1, XR_005543809.1, XR_005543798.1, XR_005543787.1, XR_005543776.1, XR_005543773.1, XR_005543772.1, XR_005543771.1, XR_005543770.1"
NR_001846.1,1.22e-57,220.0,88,100.0,"XR_005543778.1, XR_005543777.1, XR_005543775.1, XR_005543774.1"
NR_001847.1,5.6700000000000005e-56,215.0,88,99.16,"XR_005543778.1, XR_005543777.1, XR_005543775.1, XR_005543774.1"
NR_001848.1,1.22e-57,220.0,88,100.0,"XR_005543868.1, XR_005543867.1, XR_005543866.1, XR_005543865.1, XR_005543864.1, XR_005543863.1, XR_005543862.1, XR_005543861.1, XR_005543860.1, XR_005543859.1, XR_005543858.1, XR_005543857.1, XR_005543856.1, XR_005543855.1, XR_005543854.1, XR_005543853.1, XR_005543852.1, XR_005543851.1, XR_005543850.1, XR_005543849.1, XR_005543848.1, XR_005543847.1, XR_005543846.1, XR_005543845.1, XR_005543844.1, XR_005543843.1, XR_005543842.1, XR_005543841.1, XR_005543840.1, XR_005543839.1, XR_005543838.1, XR_005543837.1, XR_005543836.1, XR_005543835.1, XR_005543834.1, XR_005543833.1, XR_005543832.1, XR_005543831.1, XR_005543830.1, XR_005543829.1, XR_005543828.1, XR_005543827.1, XR_005543826.1, XR_005543825.1, XR_005543820.1, XR_005543809.1, XR_005543798.1, XR_005543787.1, XR_005543776.1, XR_005543773.1, XR_005543772.1, XR_005543771.1, XR_005543770.1"
NR_001849.1,1.22e-57,220.0,88,100.0,"XR_005543868.1, XR_005543867.1, XR_005543866.1, XR_005543865.1, XR_005543864.1, XR_005543863.1, XR_005543862.1, XR_005543861.1, XR_005543860.1, XR_005543859.1, XR_005543858.1, XR_005543857.1, XR_005543856.1, XR_005543855.1, XR_005543854.1, XR_005543853.1, XR_005543852.1, XR_005543851.1, XR_005543850.1, XR_005543849.1, XR_005543848.1, XR_005543847.1, XR_005543846.1, XR_005543845.1, XR_005543844.1, XR_005543843.1, XR_005543842.1, XR_005543841.1, XR_005543840.1, XR_005543839.1, XR_005543838.1, XR_005543837.1, XR_005543836.1, XR_005543835.1, XR_005543834.1, XR_005543833.1, XR_005543832.1, XR_005543831.1, XR_005543830.1, XR_005543829.1, XR_005543828.1, XR_005543827.1, XR_005543826.1, XR_005543825.1, XR_005543820.1, XR_005543809.1, XR_005543798.1, XR_005543787.1, XR_005543776.1, XR_005543773.1, XR_005543772.1, XR_005543771.1, XR_005543770.1"
NR_001850.1,1.22e-57,220.0,88,100.0,"XR_005543868.1, XR_005543867.1, XR_005543866.1, XR_005543865.1, XR_005543864.1, XR_005543863.1, XR_005543862.1, XR_005543861.1, XR_005543860.1, XR_005543859.1, XR_005543858.1, XR_005543857.1, XR_005543856.1, XR_005543855.1, XR_005543854.1, XR_005543853.1, XR_005543852.1, XR_005543851.1, XR_005543850.1, XR_005543849.1, XR_005543848.1, XR_005543847.1, XR_005543846.1, XR_005543845.1, XR_005543844.1, XR_005543843.1, XR_005543842.1, XR_005543841.1, XR_005543840.1, XR_005543839.1, XR_005543838.1, XR_005543837.1, XR_005543836.1, XR_005543835.1, XR_005543834.1, XR_005543833.1, XR_005543832.1, XR_005543831.1, XR_005543830.1, XR_005543829.1, XR_005543828.1, XR_005543827.1, XR_005543826.1, XR_005543825.1, XR_005543820.1, XR_005543809.1, XR_005543798.1, XR_005543787.1, XR_005543776.1, XR_005543773.1, XR_005543772.1, XR_005543771.1, XR_005543770.1"
NR_001851.1,1.22e-57,220.0,88,100.0,"XR_005543868.1, XR_005543867.1, XR_005543866.1, XR_005543865.1, XR_005543864.1, XR_005543863.1, XR_005543862.1, XR_005543861.1, XR_005543860.1, XR_005543859.1, XR_005543858.1, XR_005543857.1, XR_005543856.1, XR_005543855.1, XR_005543854.1, XR_005543853.1, XR_005543852.1, XR_005543851.1, XR_005543850.1, XR_005543849.1, XR_005543848.1, XR_005543847.1, XR_005543846.1, XR_005543845.1, XR_005543844.1, XR_005543843.1, XR_005543842.1, XR_005543841.1, XR_005543840.1, XR_005543839.1, XR_005543838.1, XR_005543837.1, XR_005543836.1, XR_005543835.1, XR_005543834.1, XR_005543833.1, XR_005543832.1, XR_005543831.1, XR_005543830.1, XR_005543829.1, XR_005543828.1, XR_005543827.1, XR_005543826.1, XR_005543825.1, XR_005543820.1, XR_005543809.1, XR_005543798.1, XR_005543787.1, XR_005543776.1, XR_005543773.1, XR_005543772.1, XR_005543771.1, XR_005543770.1"
NR_001852.1,1.22e-57,220.0,88,100.0,"XR_005543868.1, XR_005543867.1, XR_005543866.1, XR_005543865.1, XR_005543864.1, XR_005543863.1, XR_005543862.1, XR_005543861.1, XR_005543860.1, XR_005543859.1, XR_005543858.1, XR_005543857.1, XR_005543856.1, XR_005543855.1, XR_005543854.1, XR_005543853.1, XR_005543852.1, XR_005543851.1, XR_005543850.1, XR_005543849.1, XR_005543848.1, XR_005543847.1, XR_005543846.1, XR_005543845.1, XR_005543844.1, XR_005543843.1, XR_005543842.1, XR_005543841.1, XR_005543840.1, XR_005543839.1, XR_005543838.1, XR_005543837.1, XR_005543836.1, XR_005543835.1, XR_005543834.1, XR_005543833.1, XR_005543832.1, XR_005543831.1, XR_005543830.1, XR_005543829.1, XR_005543828.1, XR_005543827.1, XR_005543826.1, XR_005543825.1, XR_005543820.1, XR_005543809.1, XR_005543798.1, XR_005543787.1, XR_005543776.1, XR_005543773.1, XR_005543772.1, XR_005543771.1, XR_005543770.1"
NR_001853.1,1.22e-57,220.0,88,100.0,"XR_005543868.1, XR_005543867.1, XR_005543866.1, XR_005543865.1, XR_005543864.1, XR_005543863.1, XR_005543862.1, XR_005543861.1, XR_005543860.1, XR_005543859.1, XR_005543858.1, XR_005543857.1, XR_005543856.1, XR_005543855.1, XR_005543854.1, XR_005543853.1, XR_005543852.1, XR_005543851.1, XR_005543850.1, XR_005543849.1, XR_005543848.1, XR_005543847.1, XR_005543846.1, XR_005543845.1, XR_005543844.1, XR_005543843.1, XR_005543842.1, XR_005543841.1, XR_005543840.1, XR_005543839.1, XR_005543838.1, XR_005543837.1, XR_005543836.1, XR_005543835.1, XR_005543834.1, XR_005543833.1, XR_005543832.1, XR_005543831.1, XR_005543830.1, XR_005543829.1, XR_005543828.1, XR_005543827.1, XR_005543826.1, XR_005543825.1, XR_005543820.1, XR_005543809.1, XR_005543798.1, XR_005543787.1, XR_005543776.1, XR_005543773.1, XR_005543772.1, XR_005543771.1, XR_005543770.1"
NR_001854.1,9.409999999999999e-54,207.0,88,98.319,"XR_005543868.1, XR_005543867.1, XR_005543866.1, XR_005543865.1, XR_005543864.1, XR_005543863.1, XR_005543862.1, XR_005543861.1, XR_005543860.1, XR_005543859.1, XR_005543858.1, XR_005543857.1, XR_005543856.1, XR_005543855.1, XR_005543854.1, XR_005543853.1, XR_005543852.1, XR_005543851.1, XR_005543850.1, XR_005543849.1, XR_005543848.1, XR_005543847.1, XR_005543846.1, XR_005543845.1, XR_005543844.1, XR_005543843.1, XR_005543842.1, XR_005543841.1, XR_005543840.1, XR_005543839.1, XR_005543838.1, XR_005543837.1, XR_005543836.1, XR_005543835.1, XR_005543834.1, XR_005543833.1, XR_005543832.1, XR_005543831.1, XR_005543830.1, XR_005543829.1, XR_005543828.1, XR_005543827.1, XR_005543826.1, XR_005543825.1, XR_005543820.1, XR_005543809.1, XR_005543798.1, XR_005543787.1, XR_005543776.1, XR_005543773.1, XR_005543772.1, XR_005543771.1, XR_005543770.1"
NR_001855.1,1.22e-57,220.0,88,100.0,"XR_005543778.1, XR_005543777.1, XR_005543775.1, XR_005543774.1"
NR_001856.1,1.22e-57,220.0,88,100.0,"XR_005543778.1, XR_005543777.1, XR_005543775.1, XR_005543774.1"
NR_001857.1,1.22e-57,220.0,88,100.0,"XR_005543868.1, XR_005543867.1, XR_005543866.1, XR_005543865.1, XR_005543864.1, XR_005543863.1, XR_005543862.1, XR_005543861.1, XR_005543860.1, XR_005543859.1, XR_005543858.1, XR_005543857.1, XR_005543856.1, XR_005543855.1, XR_005543854.1, XR_005543853.1, XR_005543852.1, XR_005543851.1, XR_005543850.1, XR_005543849.1, XR_005543848.1, XR_005543847.1, XR_005543846.1, XR_005543845.1, XR_005543844.1, XR_005543843.1, XR_005543842.1, XR_005543841.1, XR_005543840.1, XR_005543839.1, XR_005543838.1, XR_005543837.1, XR_005543836.1, XR_005543835.1, XR_005543834.1, XR_005543833.1, XR_005543832.1, XR_005543831.1, XR_005543830.1, XR_005543829.1, XR_005543828.1, XR_005543827.1, XR_005543826.1, XR_005543825.1, XR_005543820.1, XR_005543809.1, XR_005543798.1, XR_005543787.1, XR_005543776.1, XR_005543773.1, XR_005543772.1, XR_005543771.1, XR_005543770.1"
NR_001858.1,1.22e-57,220.0,88,100.0,"XR_005543868.1, XR_005543867.1, XR_005543866.1, XR_005543865.1, XR_005543864.1, XR_005543863.1, XR_005543862.1, XR_005543861.1, XR_005543860.1, XR_005543859.1, XR_005543858.1, XR_005543857.1, XR_005543856.1, XR_005543855.1, XR_005543854.1, XR_005543853.1, XR_005543852.1, XR_005543851.1, XR_005543850.1, XR_005543849.1, XR_005543848.1, XR_005543847.1, XR_005543846.1, XR_005543845.1, XR_005543844.1, XR_005543843.1, XR_005543842.1, XR_005543841.1, XR_005543840.1, XR_005543839.1, XR_005543838.1, XR_005543837.1, XR_005543836.1, XR_005543835.1, XR_005543834.1, XR_005543833.1, XR_005543832.1, XR_005543831.1, XR_005543830.1, XR_005543829.1, XR_005543828.1, XR_005543827.1, XR_005543826.1, XR_005543825.1, XR_005543820.1, XR_005543809.1, XR_005543798.1, XR_005543787.1, XR_005543776.1, XR_005543773.1, XR_005543772.1, XR_005543771.1, XR_005543770.1"
NR_001859.1,1.22e-57,220.0,88,100.0,"XR_005543868.1, XR_005543867.1, XR_005543866.1, XR_005543865.1, XR_005543864.1, XR_005543863.1, XR_005543862.1, XR_005543861.1, XR_005543860.1, XR_005543859.1, XR_005543858.1, XR_005543857.1, XR_005543856.1, XR_005543855.1, XR_005543854.1, XR_005543853.1, XR_005543852.1, XR_005543851.1, XR_005543850.1, XR_005543849.1, XR_005543848.1, XR_005543847.1, XR_005543846.1, XR_005543845.1, XR_005543844.1, XR_005543843.1, XR_005543842.1, XR_005543841.1, XR_005543840.1, XR_005543839.1, XR_005543838.1, XR_005543837.1, XR_005543836.1, XR_005543835.1, XR_005543834.1, XR_005543833.1, XR_005543832.1, XR_005543831.1, XR_005543830.1, XR_005543829.1, XR_005543828.1, XR_005543827.1, XR_005543826.1, XR_005543825.1, XR_005543820.1, XR_005543809.1, XR_005543798.1, XR_005543787.1, XR_005543776.1, XR_005543773.1, XR_005543772.1, XR_005543771.1, XR_005543770.1"
NR_001860.1,1.22e-57,220.0,88,100.0,"XR_005543868.1, XR_005543867.1, XR_005543866.1, XR_005543865.1, XR_005543864.1, XR_005543863.1, XR_005543862.1, XR_005543861.1, XR_005543860.1, XR_005543859.1, XR_005543858.1, XR_005543857.1, XR_005543856.1, XR_005543855.1, XR_005543854.1, XR_005543853.1, XR_005543852.1, XR_005543851.1, XR_005543850.1, XR_005543849.1, XR_005543848.1, XR_005543847.1, XR_005543846.1, XR_005543845.1, XR_005543844.1, XR_005543843.1, XR_005543842.1, XR_005543841.1, XR_005543840.1, XR_005543839.1, XR_005543838.1, XR_005543837.1, XR_005543836.1, XR_005543835.1, XR_005543834.1, XR_005543833.1, XR_005543832.1, XR_005543831.1, XR_005543830.1, XR_005543829.1, XR_005543828.1, XR_005543827.1, XR_005543826.1, XR_005543825.1, XR_005543820.1, XR_005543809.1, XR_005543798.1, XR_005543787.1, XR_005543776.1, XR_005543773.1, XR_005543772.1, XR_005543771.1, XR_005543770.1"
NR_001861.1,1.22e-57,220.0,88,100.0,"XR_005543868.1, XR_005543867.1, XR_005543866.1, XR_005543865.1, XR_005543864.1, XR_005543863.1, XR_005543862.1, XR_005543861.1, XR_005543860.1, XR_005543859.1, XR_005543858.1, XR_005543857.1, XR_005543856.1, XR_005543855.1, XR_005543854.1, XR_005543853.1, XR_005543852.1, XR_005543851.1, XR_005543850.1, XR_005543849.1, XR_005543848.1, XR_005543847.1, XR_005543846.1, XR_005543845.1, XR_005543844.1, XR_005543843.1, XR_005543842.1, XR_005543841.1, XR_005543840.1, XR_005543839.1, XR_005543838.1, XR_005543837.1, XR_005543836.1, XR_005543835.1, XR_005543834.1, XR_005543833.1, XR_005543832.1, XR_005543831.1, XR_005543830.1, XR_005543829.1, XR_005543828.1, XR_005543827.1, XR_005543826.1, XR_005543825.1, XR_005543820.1, XR_005543809.1, XR_005543798.1, XR_005543787.1, XR_005543776.1, XR_005543773.1, XR_005543772.1, XR_005543771.1, XR_005543770.1"
NR_001862.1,1.22e-57,220.0,88,100.0,"XR_005543868.1, XR_005543867.1, XR_005543866.1, XR_005543865.1, XR_005543864.1, XR_005543863.1, XR_005543862.1, XR_005543861.1, XR_005543860.1, XR_005543859.1, XR_005543858.1, XR_005543857.1, XR_005543856.1, XR_005543855.1, XR_005543854.1, XR_005543853.1, XR_005543852.1, XR_005543851.1, XR_005543850.1, XR_005543849.1, XR_005543848.1, XR_005543847.1, XR_005543846.1, XR_005543845.1, XR_005543844.1, XR_005543843.1, XR_005543842.1, XR_005543841.1, XR_005543840.1, XR_005543839.1, XR_005543838.1, XR_005543837.1, XR_005543836.1, XR_005543835.1, XR_005543834.1, XR_005543833.1, XR_005543832.1, XR_005543831.1, XR_005543830.1, XR_005543829.1, XR_005543828.1, XR_005543827.1, XR_005543826.1, XR_005543825.1, XR_005543820.1, XR_005543809.1, XR_005543798.1, XR_005543787.1, XR_005543776.1, XR_005543773.1, XR_005543772.1, XR_005543771.1, XR_005543770.1"
NR_001863.1,1.22e-57,220.0,88,100.0,"XR_005543868.1, XR_005543867.1, XR_005543866.1, XR_005543865.1, XR_005543864.1, XR_005543863.1, XR_005543862.1, XR_005543861.1, XR_005543860.1, XR_005543859.1, XR_005543858.1, XR_005543857.1, XR_005543856.1, XR_005543855.1, XR_005543854.1, XR_005543853.1, XR_005543852.1, XR_005543851.1, XR_005543850.1, XR_005543849.1, XR_005543848.1, XR_005543847.1, XR_005543846.1, XR_005543845.1, XR_005543844.1, XR_005543843.1, XR_005543842.1, XR_005543841.1, XR_005543840.1, XR_005543839.1, XR_005543838.1, XR_005543837.1, XR_005543836.1, XR_005543835.1, XR_005543834.1, XR_005543833.1, XR_005543832.1, XR_005543831.1, XR_005543830.1, XR_005543829.1, XR_005543828.1, XR_005543827.1, XR_005543826.1, XR_005543825.1, XR_005543820.1, XR_005543809.1, XR_005543798.1, XR_005543787.1, XR_005543776.1, XR_005543773.1, XR_005543772.1, XR_005543771.1, XR_005543770.1"
NR_001864.1,1.22e-57,220.0,88,100.0,"XR_005543868.1, XR_005543867.1, XR_005543866.1, XR_005543865.1, XR_005543864.1, XR_005543863.1, XR_005543862.1, XR_005543861.1, XR_005543860.1, XR_005543859.1, XR_005543858.1, XR_005543857.1, XR_005543856.1, XR_005543855.1, XR_005543854.1, XR_005543853.1, XR_005543852.1, XR_005543851.1, XR_005543850.1, XR_005543849.1, XR_005543848.1, XR_005543847.1, XR_005543846.1, XR_005543845.1, XR_005543844.1, XR_005543843.1, XR_005543842.1, XR_005543841.1, XR_005543840.1, XR_005543839.1, XR_005543838.1, XR_005543837.1, XR_005543836.1, XR_005543835.1, XR_005543834.1, XR_005543833.1, XR_005543832.1, XR_005543831.1, XR_005543830.1, XR_005543829.1, XR_005543828.1, XR_005543827.1, XR_005543826.1, XR_005543825.1, XR_005543820.1, XR_005543809.1, XR_005543798.1, XR_005543787.1, XR_005543776.1, XR_005543773.1, XR_005543772.1, XR_005543771.1, XR_005543770.1"
NR_001865.1,1.22e-57,220.0,88,100.0,"XR_005543868.1, XR_005543867.1, XR_005543866.1, XR_005543865.1, XR_005543864.1, XR_005543863.1, XR_005543862.1, XR_005543861.1, XR_005543860.1, XR_005543859.1, XR_005543858.1, XR_005543857.1, XR_005543856.1, XR_005543855.1, XR_005543854.1, XR_005543853.1, XR_005543852.1, XR_005543851.1, XR_005543850.1, XR_005543849.1, XR_005543848.1, XR_005543847.1, XR_005543846.1, XR_005543845.1, XR_005543844.1, XR_005543843.1, XR_005543842.1, XR_005543841.1, XR_005543840.1, XR_005543839.1, XR_005543838.1, XR_005543837.1, XR_005543836.1, XR_005543835.1, XR_005543834.1, XR_005543833.1, XR_005543832.1, XR_005543831.1, XR_005543830.1, XR_005543829.1, XR_005543828.1, XR_005543827.1, XR_005543826.1, XR_005543825.1, XR_005543820.1, XR_005543809.1, XR_005543798.1, XR_005543787.1, XR_005543776.1, XR_005543773.1, XR_005543772.1, XR_005543771.1, XR_005543770.1"
NR_001866.1,1.22e-57,220.0,88,100.0,"XR_005543868.1, XR_005543867.1, XR_005543866.1, XR_005543865.1, XR_005543864.1, XR_005543863.1, XR_005543862.1, XR_005543861.1, XR_005543860.1, XR_005543859.1, XR_005543858.1, XR_005543857.1, XR_005543856.1, XR_005543855.1, XR_005543854.1, XR_005543853.1, XR_005543852.1, XR_005543851.1, XR_005543850.1, XR_005543849.1, XR_005543848.1, XR_005543847.1, XR_005543846.1, XR_005543845.1, XR_005543844.1, XR_005543843.1, XR_005543842.1, XR_005543841.1, XR_005543840.1, XR_005543839.1, XR_005543838.1, XR_005543837.1, XR_005543836.1, XR_005543835.1, XR_005543834.1, XR_005543833.1, XR_005543832.1, XR_005543831.1, XR_005543830.1, XR_005543829.1, XR_005543828.1, XR_005543827.1, XR_005543826.1, XR_005543825.1, XR_005543820.1, XR_005543809.1, XR_005543798.1, XR_005543787.1, XR_005543776.1, XR_005543773.1, XR_005543772.1, XR_005543771.1, XR_005543770.1"
NR_001867.2,5.6700000000000005e-56,215.0,88,99.16,"XR_005543778.1, XR_005543777.1, XR_005543775.1, XR_005543774.1"
NR_001868.1,1.22e-57,220.0,88,100.0,"XR_005543868.1, XR_005543867.1, XR_005543866.1, XR_005543865.1, XR_005543864.1, XR_005543863.1, XR_005543862.1, XR_005543861.1, XR_005543860.1, XR_005543859.1, XR_005543858.1, XR_005543857.1, XR_005543856.1, XR_005543855.1, XR_005543854.1, XR_005543853.1, XR_005543852.1, XR_005543851.1, XR_005543850.1, XR_005543849.1, XR_005543848.1, XR_005543847.1, XR_005543846.1, XR_005543845.1, XR_005543844.1, XR_005543843.1, XR_005543842.1, XR_005543841.1, XR_005543840.1, XR_005543839.1, XR_005543838.1, XR_005543837.1, XR_005543836.1, XR_005543835.1, XR_005543834.1, XR_005543833.1, XR_005543832.1, XR_005543831.1, XR_005543830.1, XR_005543829.1, XR_005543828.1, XR_005543827.1, XR_005543826.1, XR_005543825.1, XR_005543820.1, XR_005543809.1, XR_005543798.1, XR_005543787.1, XR_005543776.1, XR_005543773.1, XR_005543772.1, XR_005543771.1, XR_005543770.1"
NR_001869.1,1.22e-57,220.0,88,100.0,"XR_005543868.1, XR_005543867.1, XR_005543866.1, XR_005543865.1, XR_005543864.1, XR_005543863.1, XR_005543862.1, XR_005543861.1, XR_005543860.1, XR_005543859.1, XR_005543858.1, XR_005543857.1, XR_005543856.1, XR_005543855.1, XR_005543854.1, XR_005543853.1, XR_005543852.1, XR_005543851.1, XR_005543850.1, XR_005543849.1, XR_005543848.1, XR_005543847.1, XR_005543846.1, XR_005543845.1, XR_005543844.1, XR_005543843.1, XR_005543842.1, XR_005543841.1, XR_005543840.1, XR_005543839.1, XR_005543838.1, XR_005543837.1, XR_005543836.1, XR_005543835.1, XR_005543834.1, XR_005543833.1, XR_005543832.1, XR_005543831.1, XR_005543830.1, XR_005543829.1, XR_005543828.1, XR_005543827.1, XR_005543826.1, XR_005543825.1, XR_005543820.1, XR_005543809.1, XR_005543798.1, XR_005543787.1, XR_005543776.1, XR_005543773.1, XR_005543772.1, XR_005543771.1, XR_005543770.1"
