"Disease.primaryIdentifier","Disease.name","Disease.genes.primaryIdentifier","Disease.genes.symbol","Disease.genes.homologues.homologue.primaryIdentifier","Disease.genes.homologues.homologue.symbol"
"OMIM:618567","MITOCHONDRIAL DNA DEPLETION SYNDROME 17","29960","MRM2","FBgn0038737",""
"OMIM:618567","MITOCHONDRIAL DNA DEPLETION SYNDROME 17","29960","MRM2","MGI:1915267","Mrm2"
"OMIM:618567","MITOCHONDRIAL DNA DEPLETION SYNDROME 17","29960","MRM2","RGD:1305944","Mrm2"
"OMIM:618567","MITOCHONDRIAL DNA DEPLETION SYNDROME 17","29960","MRM2","S000003104",""
"OMIM:618567","MITOCHONDRIAL DNA DEPLETION SYNDROME 17","29960","MRM2","WBGene00009735",""
"OMIM:618567","MITOCHONDRIAL DNA DEPLETION SYNDROME 17","29960","MRM2","ZDB-GENE-030131-5205",""
"OMIM:618569","NEURODEVELOPMENTAL DISORDER WITH ATAXIA, HYPOTONIA, AND MICROCEPHALY","374969","SVBP","MGI:1916466","Svbp"
"OMIM:618569","NEURODEVELOPMENTAL DISORDER WITH ATAXIA, HYPOTONIA, AND MICROCEPHALY","374969","SVBP","RGD:1311232","Svbp"
"OMIM:618569","NEURODEVELOPMENTAL DISORDER WITH ATAXIA, HYPOTONIA, AND MICROCEPHALY","374969","SVBP","ZDB-GENE-140106-191",""
"OMIM:618571","NEURODEVELOPMENTAL DISORDER WITH CATARACTS, POOR GROWTH, AND DYSMORPHIC FACIES","26173","INTS1","FBgn0034964",""
"OMIM:618571","NEURODEVELOPMENTAL DISORDER WITH CATARACTS, POOR GROWTH, AND DYSMORPHIC FACIES","26173","INTS1","MGI:1915760","Ints1"
"OMIM:618571","NEURODEVELOPMENTAL DISORDER WITH CATARACTS, POOR GROWTH, AND DYSMORPHIC FACIES","26173","INTS1","WBGene00015499",""
"OMIM:618571","NEURODEVELOPMENTAL DISORDER WITH CATARACTS, POOR GROWTH, AND DYSMORPHIC FACIES","26173","INTS1","ZDB-GENE-030131-6523",""
"OMIM:618572","NEURODEVELOPMENTAL DISORDER WITH CEREBELLAR HYPOPLASIA AND SPASTICITY","55656","INTS8","FBgn0025830",""
"OMIM:618572","NEURODEVELOPMENTAL DISORDER WITH CEREBELLAR HYPOPLASIA AND SPASTICITY","55656","INTS8","MGI:1919906","Ints8"
"OMIM:618572","NEURODEVELOPMENTAL DISORDER WITH CEREBELLAR HYPOPLASIA AND SPASTICITY","55656","INTS8","RGD:1310592","Ints8"
"OMIM:618572","NEURODEVELOPMENTAL DISORDER WITH CEREBELLAR HYPOPLASIA AND SPASTICITY","55656","INTS8","WBGene00013021",""
"OMIM:618572","NEURODEVELOPMENTAL DISORDER WITH CEREBELLAR HYPOPLASIA AND SPASTICITY","55656","INTS8","ZDB-GENE-050522-556",""
"OMIM:618573","HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 7","7201","TRHR","MGI:98824","Trhr"
"OMIM:618573","HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 7","7201","TRHR","RGD:3904","Trhr"
"OMIM:618573","HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 7","7201","TRHR","WBGene00016265",""
"OMIM:618573","HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 7","7201","TRHR","ZDB-GENE-060503-382",""
"OMIM:618573","HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 7","7201","TRHR","ZDB-GENE-100922-18",""
"OMIM:618577","NEURODEVELOPMENTAL DISORDER WITH STRUCTURAL BRAIN ANOMALIES AND DYSMORPHIC FACIES","5881","RAC3","MGI:2180784","Rac3"
"OMIM:618577","NEURODEVELOPMENTAL DISORDER WITH STRUCTURAL BRAIN ANOMALIES AND DYSMORPHIC FACIES","5881","RAC3","S000005124",""
"OMIM:618577","NEURODEVELOPMENTAL DISORDER WITH STRUCTURAL BRAIN ANOMALIES AND DYSMORPHIC FACIES","5881","RAC3","ZDB-GENE-040718-256",""
"OMIM:618577","NEURODEVELOPMENTAL DISORDER WITH STRUCTURAL BRAIN ANOMALIES AND DYSMORPHIC FACIES","5881","RAC3","ZDB-GENE-080220-21",""
"OMIM:618578","MYOPATHY, CONGENITAL, PROGRESSIVE, WITH SCOLIOSIS","5081","PAX7","FBgn0001147",""
"OMIM:618578","MYOPATHY, CONGENITAL, PROGRESSIVE, WITH SCOLIOSIS","5081","PAX7","FBgn0001148",""
"OMIM:618578","MYOPATHY, CONGENITAL, PROGRESSIVE, WITH SCOLIOSIS","5081","PAX7","FBgn0003145",""
"OMIM:618578","MYOPATHY, CONGENITAL, PROGRESSIVE, WITH SCOLIOSIS","5081","PAX7","MGI:97491","Pax7"
"OMIM:618578","MYOPATHY, CONGENITAL, PROGRESSIVE, WITH SCOLIOSIS","5081","PAX7","RGD:1564360","Pax7"
"OMIM:618578","MYOPATHY, CONGENITAL, PROGRESSIVE, WITH SCOLIOSIS","5081","PAX7","WBGene00003939",""
"OMIM:618578","MYOPATHY, CONGENITAL, PROGRESSIVE, WITH SCOLIOSIS","5081","PAX7","ZDB-GENE-080917-54",""
"OMIM:618578","MYOPATHY, CONGENITAL, PROGRESSIVE, WITH SCOLIOSIS","5081","PAX7","ZDB-GENE-990415-201",""
"OMIM:618580","DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 80","9488","PIGB","FBgn0035464",""
"OMIM:618580","DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 80","9488","PIGB","MGI:1891825","Pigb"
"OMIM:618580","DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 80","9488","PIGB","RGD:1307251","Pigb"
"OMIM:618580","DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 80","9488","PIGB","S000003110",""
"OMIM:618580","DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 80","9488","PIGB","WBGene00194986",""
"OMIM:618580","DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 80","9488","PIGB","ZDB-GENE-040426-1216",""
"OMIM:618587","INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 60, WITH SEIZURES","1173","AP2M1","FBgn0263351",""
"OMIM:618587","INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 60, WITH SEIZURES","1173","AP2M1","MGI:1298405","Ap2m1"
"OMIM:618587","INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 60, WITH SEIZURES","1173","AP2M1","RGD:620135","Ap2m1"
"OMIM:618587","INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 60, WITH SEIZURES","1173","AP2M1","S000001011",""
"OMIM:618587","INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 60, WITH SEIZURES","1173","AP2M1","S000005423",""
"OMIM:618587","INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 60, WITH SEIZURES","1173","AP2M1","WBGene00001082",""
"OMIM:618587","INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 60, WITH SEIZURES","1173","AP2M1","ZDB-GENE-030131-9784",""
"OMIM:618587","INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 60, WITH SEIZURES","1173","AP2M1","ZDB-GENE-040426-1103",""
"OMIM:618590","NEURODEVELOPMENTAL DISORDER WITH BRAIN ANOMALIES, SEIZURES, AND SCOLIOSIS","128869","PIGU","FBgn0032052",""
"OMIM:618590","NEURODEVELOPMENTAL DISORDER WITH BRAIN ANOMALIES, SEIZURES, AND SCOLIOSIS","128869","PIGU","MGI:3039607","Pigu"
"OMIM:618590","NEURODEVELOPMENTAL DISORDER WITH BRAIN ANOMALIES, SEIZURES, AND SCOLIOSIS","128869","PIGU","RGD:727825","Pigu"
"OMIM:618590","NEURODEVELOPMENTAL DISORDER WITH BRAIN ANOMALIES, SEIZURES, AND SCOLIOSIS","128869","PIGU","S000004451",""
"OMIM:618590","NEURODEVELOPMENTAL DISORDER WITH BRAIN ANOMALIES, SEIZURES, AND SCOLIOSIS","128869","PIGU","WBGene00011914",""
"OMIM:618590","NEURODEVELOPMENTAL DISORDER WITH BRAIN ANOMALIES, SEIZURES, AND SCOLIOSIS","128869","PIGU","ZDB-GENE-100629-1",""
"OMIM:618591","SHORT SLEEP, FAMILIAL NATURAL, 2","153","ADRB1","FBgn0038063",""
"OMIM:618591","SHORT SLEEP, FAMILIAL NATURAL, 2","153","ADRB1","FBgn0038980",""
"OMIM:618591","SHORT SLEEP, FAMILIAL NATURAL, 2","153","ADRB1","FBgn0250910",""
"OMIM:618591","SHORT SLEEP, FAMILIAL NATURAL, 2","153","ADRB1","MGI:87937","Adrb1"
"OMIM:618591","SHORT SLEEP, FAMILIAL NATURAL, 2","153","ADRB1","RGD:2059","Adrb1"
"OMIM:618591","SHORT SLEEP, FAMILIAL NATURAL, 2","153","ADRB1","ZDB-GENE-081022-145",""
"OMIM:618594","NEPHROTIC SYNDROME, TYPE 21","10677","AVIL","FBgn0003187",""
"OMIM:618594","NEPHROTIC SYNDROME, TYPE 21","10677","AVIL","FBgn0010225",""
"OMIM:618594","NEPHROTIC SYNDROME, TYPE 21","10677","AVIL","MGI:1333798","Avil"
"OMIM:618594","NEPHROTIC SYNDROME, TYPE 21","10677","AVIL","RGD:620301","Avil"
"OMIM:618594","NEPHROTIC SYNDROME, TYPE 21","10677","AVIL","WBGene00010593",""
"OMIM:618594","NEPHROTIC SYNDROME, TYPE 21","10677","AVIL","ZDB-GENE-060421-6683",""
"OMIM:618596","EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 16","3778","KCNMA1","FBgn0003429",""
"OMIM:618596","EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 16","3778","KCNMA1","MGI:99923","Kcnma1"
"OMIM:618596","EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 16","3778","KCNMA1","RGD:620715","Kcnma1"
"OMIM:618596","EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 16","3778","KCNMA1","WBGene00004830",""
"OMIM:618596","EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 16","3778","KCNMA1","ZDB-GENE-070202-9",""
"OMIM:618598","SPASTIC TETRAPLEGIA AND AXIAL HYPOTONIA, PROGRESSIVE","6647","SOD1","FBgn0003462",""
"OMIM:618598","SPASTIC TETRAPLEGIA AND AXIAL HYPOTONIA, PROGRESSIVE","6647","SOD1","FBgn0033631",""
"OMIM:618598","SPASTIC TETRAPLEGIA AND AXIAL HYPOTONIA, PROGRESSIVE","6647","SOD1","FBgn0039386",""
"OMIM:618598","SPASTIC TETRAPLEGIA AND AXIAL HYPOTONIA, PROGRESSIVE","6647","SOD1","MGI:98351","Sod1"
"OMIM:618598","SPASTIC TETRAPLEGIA AND AXIAL HYPOTONIA, PROGRESSIVE","6647","SOD1","RGD:3731","Sod1"
"OMIM:618598","SPASTIC TETRAPLEGIA AND AXIAL HYPOTONIA, PROGRESSIVE","6647","SOD1","S000003865",""
"OMIM:618598","SPASTIC TETRAPLEGIA AND AXIAL HYPOTONIA, PROGRESSIVE","6647","SOD1","WBGene00004930",""
"OMIM:618598","SPASTIC TETRAPLEGIA AND AXIAL HYPOTONIA, PROGRESSIVE","6647","SOD1","WBGene00004933",""
"OMIM:618598","SPASTIC TETRAPLEGIA AND AXIAL HYPOTONIA, PROGRESSIVE","6647","SOD1","WBGene00007036",""
"OMIM:618598","SPASTIC TETRAPLEGIA AND AXIAL HYPOTONIA, PROGRESSIVE","6647","SOD1","ZDB-GENE-990415-258",""
"OMIM:618603","NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA AND VARIABLE INTELLECTUAL AND BEHAVIORAL ABNORMALITIES","5430","POLR2A","FBgn0003277",""
"OMIM:618603","NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA AND VARIABLE INTELLECTUAL AND BEHAVIORAL ABNORMALITIES","5430","POLR2A","MGI:98086","Polr2a"
"OMIM:618603","NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA AND VARIABLE INTELLECTUAL AND BEHAVIORAL ABNORMALITIES","5430","POLR2A","RGD:1587326","Polr2a"
"OMIM:618603","NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA AND VARIABLE INTELLECTUAL AND BEHAVIORAL ABNORMALITIES","5430","POLR2A","S000002299",""
"OMIM:618603","NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA AND VARIABLE INTELLECTUAL AND BEHAVIORAL ABNORMALITIES","5430","POLR2A","WBGene00000123",""
"OMIM:618603","NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA AND VARIABLE INTELLECTUAL AND BEHAVIORAL ABNORMALITIES","5430","POLR2A","ZDB-GENE-041008-78",""
"OMIM:618604","SNIJDERS BLOK-FISHER SYNDROME","5455","POU3F3","FBgn0086680",""
"OMIM:618604","SNIJDERS BLOK-FISHER SYNDROME","5455","POU3F3","MGI:102564","Pou3f3"
"OMIM:618604","SNIJDERS BLOK-FISHER SYNDROME","5455","POU3F3","RGD:619768","Pou3f3"
"OMIM:618604","SNIJDERS BLOK-FISHER SYNDROME","5455","POU3F3","WBGene00000431",""
"OMIM:618604","SNIJDERS BLOK-FISHER SYNDROME","5455","POU3F3","ZDB-GENE-980526-140",""
"OMIM:618606","PONTOCEREBELLAR HYPOPLASIA, TYPE 13","738","VPS51","FBgn0034380",""
"OMIM:618606","PONTOCEREBELLAR HYPOPLASIA, TYPE 13","738","VPS51","MGI:1915755","Vps51"
"OMIM:618606","PONTOCEREBELLAR HYPOPLASIA, TYPE 13","738","VPS51","RGD:2319165","Vps51"
"OMIM:618606","PONTOCEREBELLAR HYPOPLASIA, TYPE 13","738","VPS51","WBGene00015176",""
"OMIM:618606","PONTOCEREBELLAR HYPOPLASIA, TYPE 13","738","VPS51","ZDB-GENE-030131-6008",""
"OMIM:618608","INTELLECTUAL DEVELOPMENTAL DISORDER WITH NASAL SPEECH, DYSMORPHIC FACIES, AND VARIABLE SKELETAL ANOMALIES","4848","CNOT2","FBgn0017550",""
"OMIM:618608","INTELLECTUAL DEVELOPMENTAL DISORDER WITH NASAL SPEECH, DYSMORPHIC FACIES, AND VARIABLE SKELETAL ANOMALIES","4848","CNOT2","FBgn0028852",""
"OMIM:618608","INTELLECTUAL DEVELOPMENTAL DISORDER WITH NASAL SPEECH, DYSMORPHIC FACIES, AND VARIABLE SKELETAL ANOMALIES","4848","CNOT2","MGI:1919318","Cnot2"
"OMIM:618608","INTELLECTUAL DEVELOPMENTAL DISORDER WITH NASAL SPEECH, DYSMORPHIC FACIES, AND VARIABLE SKELETAL ANOMALIES","4848","CNOT2","RGD:1311672","Cnot2"
"OMIM:618608","INTELLECTUAL DEVELOPMENTAL DISORDER WITH NASAL SPEECH, DYSMORPHIC FACIES, AND VARIABLE SKELETAL ANOMALIES","4848","CNOT2","S000002324",""
"OMIM:618608","INTELLECTUAL DEVELOPMENTAL DISORDER WITH NASAL SPEECH, DYSMORPHIC FACIES, AND VARIABLE SKELETAL ANOMALIES","4848","CNOT2","ZDB-GENE-070410-70",""
"OMIM:618612","LOWER URINARY TRACT OBSTRUCTION, CONGENITAL","54796","BNC2","FBgn0000459",""
"OMIM:618612","LOWER URINARY TRACT OBSTRUCTION, CONGENITAL","54796","BNC2","FBgn0285879",""
"OMIM:618612","LOWER URINARY TRACT OBSTRUCTION, CONGENITAL","54796","BNC2","MGI:2443805","Bnc2"
"OMIM:618612","LOWER URINARY TRACT OBSTRUCTION, CONGENITAL","54796","BNC2","RGD:1310694","Bnc2"
"OMIM:618612","LOWER URINARY TRACT OBSTRUCTION, CONGENITAL","54796","BNC2","ZDB-GENE-030131-5784",""
"OMIM:618613","RETINITIS PIGMENTOSA 86","57670","KIAA1549","MGI:2669829","D630045J12Rik"
"OMIM:618613","RETINITIS PIGMENTOSA 86","57670","KIAA1549","RGD:1306271","RGD1306271"
"OMIM:618613","RETINITIS PIGMENTOSA 86","57670","KIAA1549","ZDB-GENE-041210-96",""
"OMIM:618613","RETINITIS PIGMENTOSA 86","57670","KIAA1549","ZDB-GENE-050420-149",""
"OMIM:618619","WEISS-KRUSZKA SYNDROME","58499","ZNF462","FBgn0032473",""
"OMIM:618619","WEISS-KRUSZKA SYNDROME","58499","ZNF462","FBgn0032814",""
"OMIM:618619","WEISS-KRUSZKA SYNDROME","58499","ZNF462","FBgn0034062",""
"OMIM:618619","WEISS-KRUSZKA SYNDROME","58499","ZNF462","FBgn0034114",""
"OMIM:618619","WEISS-KRUSZKA SYNDROME","58499","ZNF462","FBgn0034379",""
"OMIM:618619","WEISS-KRUSZKA SYNDROME","58499","ZNF462","FBgn0035036",""
"OMIM:618619","WEISS-KRUSZKA SYNDROME","58499","ZNF462","FBgn0035687",""
"OMIM:618619","WEISS-KRUSZKA SYNDROME","58499","ZNF462","FBgn0036179",""
"OMIM:618619","WEISS-KRUSZKA SYNDROME","58499","ZNF462","FBgn0037794",""
"OMIM:618619","WEISS-KRUSZKA SYNDROME","58499","ZNF462","FBgn0050020",""
"OMIM:618619","WEISS-KRUSZKA SYNDROME","58499","ZNF462","FBgn0259785",""
"OMIM:618619","WEISS-KRUSZKA SYNDROME","58499","ZNF462","FBgn0262160",""
"OMIM:618619","WEISS-KRUSZKA SYNDROME","58499","ZNF462","MGI:107690","Zfp462"
"OMIM:618619","WEISS-KRUSZKA SYNDROME","58499","ZNF462","RGD:1562123","Zfp462"
"OMIM:618619","WEISS-KRUSZKA SYNDROME","58499","ZNF462","WBGene00003002",""
"OMIM:618619","WEISS-KRUSZKA SYNDROME","58499","ZNF462","WBGene00009508",""
"OMIM:618620","ABDOMINAL OBESITY-METABOLIC SYNDROME 4","63036","CELA2A","MGI:95316","Cela2a"
"OMIM:618620","ABDOMINAL OBESITY-METABOLIC SYNDROME 4","63036","CELA2A","RGD:2548","Cela2a"
"OMIM:618620","ABDOMINAL OBESITY-METABOLIC SYNDROME 4","63036","CELA2A","ZDB-GENE-041117-1",""
"OMIM:618622","NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, ARTHROGRYPOSIS, AND STRUCTURAL BRAIN ANOMALIES","55627","SMPD4","FBgn0037958",""
"OMIM:618622","NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, ARTHROGRYPOSIS, AND STRUCTURAL BRAIN ANOMALIES","55627","SMPD4","MGI:1924876","Smpd4"
"OMIM:618622","NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, ARTHROGRYPOSIS, AND STRUCTURAL BRAIN ANOMALIES","55627","SMPD4","RGD:1310674","Smpd4"
"OMIM:618622","NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, ARTHROGRYPOSIS, AND STRUCTURAL BRAIN ANOMALIES","55627","SMPD4","WBGene00011037",""
"OMIM:618622","NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, ARTHROGRYPOSIS, AND STRUCTURAL BRAIN ANOMALIES","55627","SMPD4","ZDB-GENE-040426-2672",""
"OMIM:618624","NOONAN SYNDROME 12","22800","RRAS2","FBgn0003206",""
"OMIM:618624","NOONAN SYNDROME 12","22800","RRAS2","MGI:1914172","Rras2"
"OMIM:618624","NOONAN SYNDROME 12","22800","RRAS2","RGD:1310793","Rras2"
"OMIM:618624","NOONAN SYNDROME 12","22800","RRAS2","S000005042",""
"OMIM:618624","NOONAN SYNDROME 12","22800","RRAS2","S000005627",""
"OMIM:618624","NOONAN SYNDROME 12","22800","RRAS2","WBGene00004310",""
"OMIM:618624","NOONAN SYNDROME 12","22800","RRAS2","ZDB-GENE-050417-352",""
"OMIM:618625","ROTHMUND-THOMSON SYNDROME, TYPE 1","64682","ANAPC1","FBgn0004391",""
"OMIM:618625","ROTHMUND-THOMSON SYNDROME, TYPE 1","64682","ANAPC1","MGI:103097","Anapc1"
"OMIM:618625","ROTHMUND-THOMSON SYNDROME, TYPE 1","64682","ANAPC1","RGD:1306629","Anapc1"
"OMIM:618625","ROTHMUND-THOMSON SYNDROME, TYPE 1","64682","ANAPC1","S000005116",""
"OMIM:618625","ROTHMUND-THOMSON SYNDROME, TYPE 1","64682","ANAPC1","WBGene00003133",""
"OMIM:618625","ROTHMUND-THOMSON SYNDROME, TYPE 1","64682","ANAPC1","ZDB-GENE-081107-12",""
"OMIM:618635","SIDDIQI SYNDROME","128486","FITM2","FBgn0035586",""
"OMIM:618635","SIDDIQI SYNDROME","128486","FITM2","MGI:2444508","Fitm2"
"OMIM:618635","SIDDIQI SYNDROME","128486","FITM2","RGD:1307696","Fitm2"
"OMIM:618635","SIDDIQI SYNDROME","128486","FITM2","S000002727",""
"OMIM:618635","SIDDIQI SYNDROME","128486","FITM2","S000003094",""
"OMIM:618635","SIDDIQI SYNDROME","128486","FITM2","WBGene00044094",""
"OMIM:618635","SIDDIQI SYNDROME","128486","FITM2","ZDB-GENE-050508-5",""
"OMIM:618641","INFANTILE LIVER FAILURE SYNDROME 3","60561","RINT1","FBgn0035762",""
"OMIM:618641","INFANTILE LIVER FAILURE SYNDROME 3","60561","RINT1","MGI:1916233","Rint1"
"OMIM:618641","INFANTILE LIVER FAILURE SYNDROME 3","60561","RINT1","RGD:1560433","Rint1"
"OMIM:618641","INFANTILE LIVER FAILURE SYNDROME 3","60561","RINT1","S000003113",""
"OMIM:618641","INFANTILE LIVER FAILURE SYNDROME 3","60561","RINT1","ZDB-GENE-041210-174",""
"OMIM:618643","SPERMATOGENIC FAILURE 39","8632","DNAH17","FBgn0039510",""
"OMIM:618643","SPERMATOGENIC FAILURE 39","8632","DNAH17","MGI:1917176","Dnah17"
"OMIM:618643","SPERMATOGENIC FAILURE 39","8632","DNAH17","RGD:1563805","Dnah17"
"OMIM:618644","OSTEOGENESIS IMPERFECTA, TYPE XX","23184","MESD","FBgn0004132",""
"OMIM:618644","OSTEOGENESIS IMPERFECTA, TYPE XX","23184","MESD","MGI:1891421","Mesd"
"OMIM:618644","OSTEOGENESIS IMPERFECTA, TYPE XX","23184","MESD","RGD:1310344","Mesd"
"OMIM:618644","OSTEOGENESIS IMPERFECTA, TYPE XX","23184","MESD","WBGene00017293",""
"OMIM:618644","OSTEOGENESIS IMPERFECTA, TYPE XX","23184","MESD","ZDB-GENE-070112-2142",""
"OMIM:618646","DIENCEPHALIC-MESENCEPHALIC JUNCTION DYSPLASIA SYNDROME 2","170825","GSX2","MGI:95843","Gsx2"
"OMIM:618646","DIENCEPHALIC-MESENCEPHALIC JUNCTION DYSPLASIA SYNDROME 2","170825","GSX2","RGD:1308047","Gsx2"
"OMIM:618646","DIENCEPHALIC-MESENCEPHALIC JUNCTION DYSPLASIA SYNDROME 2","170825","GSX2","ZDB-GENE-041001-114",""
"OMIM:618648","IMMUNODEFICIENCY 65, SUSCEPTIBILITY TO VIRAL INFECTIONS","10379","IRF9","MGI:107587","Irf9"
"OMIM:618648","IMMUNODEFICIENCY 65, SUSCEPTIBILITY TO VIRAL INFECTIONS","10379","IRF9","RGD:1308766","Irf9"
"OMIM:618648","IMMUNODEFICIENCY 65, SUSCEPTIBILITY TO VIRAL INFECTIONS","10379","IRF9","ZDB-GENE-040912-165",""
"OMIM:618651","HALPERIN-BIRK SYNDROME","22872","SEC31A","MGI:1916412","Sec31a"
"OMIM:618651","HALPERIN-BIRK SYNDROME","22872","SEC31A","RGD:620233","Sec31a"
"OMIM:618651","HALPERIN-BIRK SYNDROME","22872","SEC31A","S000002354",""
"OMIM:618651","HALPERIN-BIRK SYNDROME","22872","SEC31A","WBGene00011338",""
"OMIM:618651","HALPERIN-BIRK SYNDROME","22872","SEC31A","ZDB-GENE-020919-2",""
"OMIM:618652","NEUROOCULOCARDIOGENITOURINARY SYNDROME","22884","WDR37","FBgn0038617",""
"OMIM:618652","NEUROOCULOCARDIOGENITOURINARY SYNDROME","22884","WDR37","MGI:1920393","Wdr37"
"OMIM:618652","NEUROOCULOCARDIOGENITOURINARY SYNDROME","22884","WDR37","RGD:1306189","Wdr37"
"OMIM:618652","NEUROOCULOCARDIOGENITOURINARY SYNDROME","22884","WDR37","WBGene00015470",""
"OMIM:618652","NEUROOCULOCARDIOGENITOURINARY SYNDROME","22884","WDR37","ZDB-GENE-030131-8101",""
"OMIM:618653","INTELLECTUAL DEVELOPMENTAL DISORDER WITH IMPAIRED LANGUAGE AND DYSMORPHIC FACIES","1656","DDX6","FBgn0004419",""
"OMIM:618653","INTELLECTUAL DEVELOPMENTAL DISORDER WITH IMPAIRED LANGUAGE AND DYSMORPHIC FACIES","1656","DDX6","MGI:104976","Ddx6"
"OMIM:618653","INTELLECTUAL DEVELOPMENTAL DISORDER WITH IMPAIRED LANGUAGE AND DYSMORPHIC FACIES","1656","DDX6","RGD:1564560","Ddx6"
"OMIM:618653","INTELLECTUAL DEVELOPMENTAL DISORDER WITH IMPAIRED LANGUAGE AND DYSMORPHIC FACIES","1656","DDX6","S000002319",""
"OMIM:618653","INTELLECTUAL DEVELOPMENTAL DISORDER WITH IMPAIRED LANGUAGE AND DYSMORPHIC FACIES","1656","DDX6","WBGene00000479",""
"OMIM:618653","INTELLECTUAL DEVELOPMENTAL DISORDER WITH IMPAIRED LANGUAGE AND DYSMORPHIC FACIES","1656","DDX6","ZDB-GENE-030131-6611",""
"OMIM:618653","INTELLECTUAL DEVELOPMENTAL DISORDER WITH IMPAIRED LANGUAGE AND DYSMORPHIC FACIES","1656","DDX6","ZDB-GENE-070912-83",""
"OMIM:618654","MYOPATHY, CONGENITAL, WITH STRUCTURED CORES AND Z-LINE ABNORMALITIES","88","ACTN2","FBgn0000667",""
"OMIM:618654","MYOPATHY, CONGENITAL, WITH STRUCTURED CORES AND Z-LINE ABNORMALITIES","88","ACTN2","MGI:109192","Actn2"
"OMIM:618654","MYOPATHY, CONGENITAL, WITH STRUCTURED CORES AND Z-LINE ABNORMALITIES","88","ACTN2","RGD:1308097","Actn2"
"OMIM:618654","MYOPATHY, CONGENITAL, WITH STRUCTURED CORES AND Z-LINE ABNORMALITIES","88","ACTN2","WBGene00000228",""
"OMIM:618654","MYOPATHY, CONGENITAL, WITH STRUCTURED CORES AND Z-LINE ABNORMALITIES","88","ACTN2","ZDB-GENE-051127-39",""
"OMIM:618655","MYOPATHY, DISTAL, 6, ADULT-ONSET, AUTOSOMAL DOMINANT","88","ACTN2","FBgn0000667",""
"OMIM:618655","MYOPATHY, DISTAL, 6, ADULT-ONSET, AUTOSOMAL DOMINANT","88","ACTN2","MGI:109192","Actn2"
"OMIM:618655","MYOPATHY, DISTAL, 6, ADULT-ONSET, AUTOSOMAL DOMINANT","88","ACTN2","RGD:1308097","Actn2"
"OMIM:618655","MYOPATHY, DISTAL, 6, ADULT-ONSET, AUTOSOMAL DOMINANT","88","ACTN2","WBGene00000228",""
"OMIM:618655","MYOPATHY, DISTAL, 6, ADULT-ONSET, AUTOSOMAL DOMINANT","88","ACTN2","ZDB-GENE-051127-39",""
"OMIM:618658","ZIMMERMANN-LABAND SYNDROME 3","3782","KCNN3","FBgn0029761",""
"OMIM:618658","ZIMMERMANN-LABAND SYNDROME 3","3782","KCNN3","MGI:2153183","Kcnn3"
"OMIM:618658","ZIMMERMANN-LABAND SYNDROME 3","3782","KCNN3","RGD:2964","Kcnn3"
"OMIM:618658","ZIMMERMANN-LABAND SYNDROME 3","3782","KCNN3","WBGene00007176",""
"OMIM:618658","ZIMMERMANN-LABAND SYNDROME 3","3782","KCNN3","WBGene00008265",""
"OMIM:618658","ZIMMERMANN-LABAND SYNDROME 3","3782","KCNN3","WBGene00008570",""
"OMIM:618658","ZIMMERMANN-LABAND SYNDROME 3","3782","KCNN3","WBGene00015387",""
