"Disease.genes.primaryIdentifier","Disease.genes.symbol","Disease.name","Disease.primaryIdentifier","Disease.genes.organism.name","Disease.dataSets.name"
"3107","HLA-C","PSORIASIS 1, SUSCEPTIBILITY TO","OMIM:177900","Homo sapiens","hpo-annotation"
"10758","TRAF3IP2","PSORIASIS 13, SUSCEPTIBILITY TO","OMIM:614070","Homo sapiens","OMIM diseases"
"26525","IL36RN","PSORIASIS 14, PUSTULAR","OMIM:614204","Homo sapiens","OMIM diseases"
"26525","IL36RN","PSORIASIS 14, PUSTULAR","OMIM:614204","Homo sapiens","clinvar"
"26525","IL36RN","PSORIASIS 14, PUSTULAR","OMIM:614204","Homo sapiens","hpo-annotation"
"130340","AP1S3","PSORIASIS 15, PUSTULAR, SUSCEPTIBILITY TO","OMIM:616106","Homo sapiens","OMIM diseases"
"130340","AP1S3","PSORIASIS 15, PUSTULAR, SUSCEPTIBILITY TO","OMIM:616106","Homo sapiens","clinvar"
"130340","AP1S3","PSORIASIS 15, PUSTULAR, SUSCEPTIBILITY TO","OMIM:616106","Homo sapiens","hpo-annotation"
"79092","CARD14","PSORIASIS 2","OMIM:602723","Homo sapiens","OMIM diseases"
"79092","CARD14","PSORIASIS 2","OMIM:602723","Homo sapiens","clinvar"
"79092","CARD14","PSORIASIS 2","OMIM:602723","Homo sapiens","hpo-annotation"
"149233","IL23R","PSORIASIS 7, SUSCEPTIBILITY TO","OMIM:605606","Homo sapiens","OMIM diseases"
"4049","LTA","PSORIATIC ARTHRITIS, SUSCEPTIBILITY TO","OMIM:607507","Homo sapiens","OMIM diseases"
"79776","ZFHX4","PTOSIS, HEREDITARY CONGENITAL 1","OMIM:178300","Homo sapiens","OMIM diseases"
"79776","ZFHX4","PTOSIS, HEREDITARY CONGENITAL 1","OMIM:178300","Homo sapiens","hpo-annotation"
"10568","SLC34A2","PULMONARY ALVEOLAR MICROLITHIASIS","OMIM:265100","Homo sapiens","OMIM diseases"
"10568","SLC34A2","PULMONARY ALVEOLAR MICROLITHIASIS","OMIM:265100","Homo sapiens","clinvar"
"10568","SLC34A2","PULMONARY ALVEOLAR MICROLITHIASIS","OMIM:265100","Homo sapiens","hpo-annotation"
"3162","HMOX1","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","OMIM:606963","Homo sapiens","OMIM diseases"
"3162","HMOX1","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","OMIM:606963","Homo sapiens","hpo-annotation"
"4312","MMP1","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","OMIM:606963","Homo sapiens","OMIM diseases"
"4312","MMP1","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","OMIM:606963","Homo sapiens","hpo-annotation"
"7015","TERT","PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 1","OMIM:614742","Homo sapiens","OMIM diseases"
"7015","TERT","PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 1","OMIM:614742","Homo sapiens","clinvar"
"7015","TERT","PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 1","OMIM:614742","Homo sapiens","hpo-annotation"
"7012","TERC","PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 2","OMIM:614743","Homo sapiens","OMIM diseases"
"7012","TERC","PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 2","OMIM:614743","Homo sapiens","clinvar"
"7012","TERC","PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 2","OMIM:614743","Homo sapiens","hpo-annotation"
"51750","RTEL1","PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 3","OMIM:616373","Homo sapiens","OMIM diseases"
"51750","RTEL1","PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 3","OMIM:616373","Homo sapiens","clinvar"
"51750","RTEL1","PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 3","OMIM:616373","Homo sapiens","hpo-annotation"
"5073","PARN","PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 4","OMIM:616371","Homo sapiens","OMIM diseases"
"5073","PARN","PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 4","OMIM:616371","Homo sapiens","clinvar"
"5073","PARN","PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 4","OMIM:616371","Homo sapiens","hpo-annotation"
"55596","ZCCHC8","PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 5","OMIM:618674","Homo sapiens","OMIM diseases"
"55596","ZCCHC8","PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 5","OMIM:618674","Homo sapiens","clinvar"
"55596","ZCCHC8","PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 5","OMIM:618674","Homo sapiens","hpo-annotation"
"1373","CPS1","PULMONARY HYPERTENSION, NEONATAL, SUSCEPTIBILITY TO","OMIM:615371","Homo sapiens","OMIM diseases"
"1373","CPS1","PULMONARY HYPERTENSION, NEONATAL, SUSCEPTIBILITY TO","OMIM:615371","Homo sapiens","clinvar"
"659","BMPR2","PULMONARY HYPERTENSION, PRIMARY, 1","OMIM:178600","Homo sapiens","OMIM diseases"
"659","BMPR2","PULMONARY HYPERTENSION, PRIMARY, 1","OMIM:178600","Homo sapiens","clinvar"
"659","BMPR2","PULMONARY HYPERTENSION, PRIMARY, 1","OMIM:178600","Homo sapiens","hpo-annotation"
"4093","SMAD9","PULMONARY HYPERTENSION, PRIMARY, 2","OMIM:615342","Homo sapiens","OMIM diseases"
"4093","SMAD9","PULMONARY HYPERTENSION, PRIMARY, 2","OMIM:615342","Homo sapiens","clinvar"
"4093","SMAD9","PULMONARY HYPERTENSION, PRIMARY, 2","OMIM:615342","Homo sapiens","hpo-annotation"
"857","CAV1","PULMONARY HYPERTENSION, PRIMARY, 3","OMIM:615343","Homo sapiens","OMIM diseases"
"857","CAV1","PULMONARY HYPERTENSION, PRIMARY, 3","OMIM:615343","Homo sapiens","clinvar"
"857","CAV1","PULMONARY HYPERTENSION, PRIMARY, 3","OMIM:615343","Homo sapiens","hpo-annotation"
"3777","KCNK3","PULMONARY HYPERTENSION, PRIMARY, 4","OMIM:615344","Homo sapiens","OMIM diseases"
"3777","KCNK3","PULMONARY HYPERTENSION, PRIMARY, 4","OMIM:615344","Homo sapiens","clinvar"
"3777","KCNK3","PULMONARY HYPERTENSION, PRIMARY, 4","OMIM:615344","Homo sapiens","hpo-annotation"
"659","BMPR2","PULMONARY VENOOCCLUSIVE DISEASE 1, AUTOSOMAL DOMINANT","OMIM:265450","Homo sapiens","OMIM diseases"
"659","BMPR2","PULMONARY VENOOCCLUSIVE DISEASE 1, AUTOSOMAL DOMINANT","OMIM:265450","Homo sapiens","clinvar"
"659","BMPR2","PULMONARY VENOOCCLUSIVE DISEASE 1, AUTOSOMAL DOMINANT","OMIM:265450","Homo sapiens","hpo-annotation"
"440275","EIF2AK4","PULMONARY VENOOCCLUSIVE DISEASE 2, AUTOSOMAL RECESSIVE","OMIM:234810","Homo sapiens","OMIM diseases"
"440275","EIF2AK4","PULMONARY VENOOCCLUSIVE DISEASE 2, AUTOSOMAL RECESSIVE","OMIM:234810","Homo sapiens","clinvar"
"440275","EIF2AK4","PULMONARY VENOOCCLUSIVE DISEASE 2, AUTOSOMAL RECESSIVE","OMIM:234810","Homo sapiens","hpo-annotation"
"4860","PNP","PURINE NUCLEOSIDE PHOSPHORYLASE DEFICIENCY","OMIM:613179","Homo sapiens","OMIM diseases"
"4860","PNP","PURINE NUCLEOSIDE PHOSPHORYLASE DEFICIENCY","OMIM:613179","Homo sapiens","clinvar"
"4860","PNP","PURINE NUCLEOSIDE PHOSPHORYLASE DEFICIENCY","OMIM:613179","Homo sapiens","hpo-annotation"
"1513","CTSK","PYCNODYSOSTOSIS","OMIM:265800","Homo sapiens","OMIM diseases"
"1513","CTSK","PYCNODYSOSTOSIS","OMIM:265800","Homo sapiens","clinvar"
"1513","CTSK","PYCNODYSOSTOSIS","OMIM:265800","Homo sapiens","hpo-annotation"
"6424","SFRP4","PYLE DISEASE","OMIM:265900","Homo sapiens","OMIM diseases"
"6424","SFRP4","PYLE DISEASE","OMIM:265900","Homo sapiens","clinvar"
"6424","SFRP4","PYLE DISEASE","OMIM:265900","Homo sapiens","hpo-annotation"
"9051","PSTPIP1","PYOGENIC STERILE ARTHRITIS, PYODERMA GANGRENOSUM, AND ACNE","OMIM:604416","Homo sapiens","OMIM diseases"
"9051","PSTPIP1","PYOGENIC STERILE ARTHRITIS, PYODERMA GANGRENOSUM, AND ACNE","OMIM:604416","Homo sapiens","clinvar"
"9051","PSTPIP1","PYOGENIC STERILE ARTHRITIS, PYODERMA GANGRENOSUM, AND ACNE","OMIM:604416","Homo sapiens","hpo-annotation"
"55163","PNPO","PYRIDOXAMINE 5-PRIME-PHOSPHATE OXIDASE DEFICIENCY","OMIM:610090","Homo sapiens","OMIM diseases"
"55163","PNPO","PYRIDOXAMINE 5-PRIME-PHOSPHATE OXIDASE DEFICIENCY","OMIM:610090","Homo sapiens","clinvar"
"55163","PNPO","PYRIDOXAMINE 5-PRIME-PHOSPHATE OXIDASE DEFICIENCY","OMIM:610090","Homo sapiens","hpo-annotation"
"6708","SPTA1","PYROPOIKILOCYTOSIS, HEREDITARY","OMIM:266140","Homo sapiens","OMIM diseases"
"6708","SPTA1","PYROPOIKILOCYTOSIS, HEREDITARY","OMIM:266140","Homo sapiens","clinvar"
"6708","SPTA1","PYROPOIKILOCYTOSIS, HEREDITARY","OMIM:266140","Homo sapiens","hpo-annotation"
"5091","PC","PYRUVATE CARBOXYLASE DEFICIENCY","OMIM:266150","Homo sapiens","OMIM diseases"
"5091","PC","PYRUVATE CARBOXYLASE DEFICIENCY","OMIM:266150","Homo sapiens","clinvar"
"5091","PC","PYRUVATE CARBOXYLASE DEFICIENCY","OMIM:266150","Homo sapiens","hpo-annotation"
"5160","PDHA1","PYRUVATE DEHYDROGENASE E1-ALPHA DEFICIENCY","OMIM:312170","Homo sapiens","OMIM diseases"
"5160","PDHA1","PYRUVATE DEHYDROGENASE E1-ALPHA DEFICIENCY","OMIM:312170","Homo sapiens","clinvar"
"5160","PDHA1","PYRUVATE DEHYDROGENASE E1-ALPHA DEFICIENCY","OMIM:312170","Homo sapiens","hpo-annotation"
"5162","PDHB","PYRUVATE DEHYDROGENASE E1-BETA DEFICIENCY","OMIM:614111","Homo sapiens","OMIM diseases"
"5162","PDHB","PYRUVATE DEHYDROGENASE E1-BETA DEFICIENCY","OMIM:614111","Homo sapiens","clinvar"
"5162","PDHB","PYRUVATE DEHYDROGENASE E1-BETA DEFICIENCY","OMIM:614111","Homo sapiens","hpo-annotation"
"1737","DLAT","PYRUVATE DEHYDROGENASE E2 DEFICIENCY","OMIM:245348","Homo sapiens","OMIM diseases"
"1737","DLAT","PYRUVATE DEHYDROGENASE E2 DEFICIENCY","OMIM:245348","Homo sapiens","clinvar"
"1737","DLAT","PYRUVATE DEHYDROGENASE E2 DEFICIENCY","OMIM:245348","Homo sapiens","hpo-annotation"
"8050","PDHX","PYRUVATE DEHYDROGENASE E3-BINDING PROTEIN DEFICIENCY","OMIM:245349","Homo sapiens","OMIM diseases"
"8050","PDHX","PYRUVATE DEHYDROGENASE E3-BINDING PROTEIN DEFICIENCY","OMIM:245349","Homo sapiens","clinvar"
"8050","PDHX","PYRUVATE DEHYDROGENASE E3-BINDING PROTEIN DEFICIENCY","OMIM:245349","Homo sapiens","hpo-annotation"
"54704","PDP1","PYRUVATE DEHYDROGENASE PHOSPHATASE DEFICIENCY","OMIM:608782","Homo sapiens","OMIM diseases"
"54704","PDP1","PYRUVATE DEHYDROGENASE PHOSPHATASE DEFICIENCY","OMIM:608782","Homo sapiens","clinvar"
"54704","PDP1","PYRUVATE DEHYDROGENASE PHOSPHATASE DEFICIENCY","OMIM:608782","Homo sapiens","hpo-annotation"
"5313","PKLR","PYRUVATE KINASE DEFICIENCY OF RED CELLS","OMIM:266200","Homo sapiens","OMIM diseases"
"5313","PKLR","PYRUVATE KINASE DEFICIENCY OF RED CELLS","OMIM:266200","Homo sapiens","clinvar"
"5313","PKLR","PYRUVATE KINASE DEFICIENCY OF RED CELLS","OMIM:266200","Homo sapiens","hpo-annotation"
"5328","PLAU","QUEBEC PLATELET DISORDER","OMIM:601709","Homo sapiens","OMIM diseases"
"5328","PLAU","QUEBEC PLATELET DISORDER","OMIM:601709","Homo sapiens","clinvar"
"5328","PLAU","QUEBEC PLATELET DISORDER","OMIM:601709","Homo sapiens","hpo-annotation"
"1906","EDN1","QUESTION MARK EARS, ISOLATED","OMIM:612798","Homo sapiens","OMIM diseases"
"1906","EDN1","QUESTION MARK EARS, ISOLATED","OMIM:612798","Homo sapiens","clinvar"
"1906","EDN1","QUESTION MARK EARS, ISOLATED","OMIM:612798","Homo sapiens","hpo-annotation"
"114625","ERMAP","RADIN BLOOD GROUP ANTIGEN","OMIM:111620","Homo sapiens","OMIM diseases"
"114625","ERMAP","RADIN BLOOD GROUP ANTIGEN","OMIM:111620","Homo sapiens","clinvar"
"114625","ERMAP","RADIN BLOOD GROUP ANTIGEN","OMIM:111620","Homo sapiens","hpo-annotation"
"23013","SPEN","RADIO-TARTAGLIA SYNDROME","OMIM:619312","Homo sapiens","OMIM diseases"
"23013","SPEN","RADIO-TARTAGLIA SYNDROME","OMIM:619312","Homo sapiens","clinvar"
"56603","CYP26B1","RADIOHUMERAL FUSIONS WITH OTHER SKELETAL AND CRANIOFACIAL ANOMALIES","OMIM:614416","Homo sapiens","OMIM diseases"
"56603","CYP26B1","RADIOHUMERAL FUSIONS WITH OTHER SKELETAL AND CRANIOFACIAL ANOMALIES","OMIM:614416","Homo sapiens","clinvar"
"56603","CYP26B1","RADIOHUMERAL FUSIONS WITH OTHER SKELETAL AND CRANIOFACIAL ANOMALIES","OMIM:614416","Homo sapiens","hpo-annotation"
"3207","HOXA11","RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYTIC THROMBOCYTOPENIA 1","OMIM:605432","Homo sapiens","OMIM diseases"
"3207","HOXA11","RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYTIC THROMBOCYTOPENIA 1","OMIM:605432","Homo sapiens","clinvar"
"3207","HOXA11","RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYTIC THROMBOCYTOPENIA 1","OMIM:605432","Homo sapiens","hpo-annotation"
"2122","MECOM","RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYTIC THROMBOCYTOPENIA 2","OMIM:616738","Homo sapiens","OMIM diseases"
"2122","MECOM","RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYTIC THROMBOCYTOPENIA 2","OMIM:616738","Homo sapiens","clinvar"
"2122","MECOM","RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYTIC THROMBOCYTOPENIA 2","OMIM:616738","Homo sapiens","hpo-annotation"
"4091","SMAD6","RADIOULNAR SYNOSTOSIS, NONSYNDROMIC, SUSCEPTIBILITY TO","OMIM:179300","Homo sapiens","OMIM diseases"
"4091","SMAD6","RADIOULNAR SYNOSTOSIS, NONSYNDROMIC, SUSCEPTIBILITY TO","OMIM:179300","Homo sapiens","clinvar"
"4091","SMAD6","RADIOULNAR SYNOSTOSIS, NONSYNDROMIC, SUSCEPTIBILITY TO","OMIM:179300","Homo sapiens","hpo-annotation"
"11253","MAN1B1","RAFIQ SYNDROME","OMIM:614202","Homo sapiens","OMIM diseases"
"11253","MAN1B1","RAFIQ SYNDROME","OMIM:614202","Homo sapiens","clinvar"
"11253","MAN1B1","RAFIQ SYNDROME","OMIM:614202","Homo sapiens","hpo-annotation"
"3008","H1-4","RAHMAN SYNDROME","OMIM:617537","Homo sapiens","OMIM diseases"
"3008","H1-4","RAHMAN SYNDROME","OMIM:617537","Homo sapiens","clinvar"
"3008","H1-4","RAHMAN SYNDROME","OMIM:617537","Homo sapiens","hpo-annotation"
"56975","FAM20C","RAINE SYNDROME","OMIM:259775","Homo sapiens","OMIM diseases"
"56975","FAM20C","RAINE SYNDROME","OMIM:259775","Homo sapiens","clinvar"
"56975","FAM20C","RAINE SYNDROME","OMIM:259775","Homo sapiens","hpo-annotation"
"10056","FARSB","RAJAB INTERSTITIAL LUNG DISEASE WITH BRAIN CALCIFICATIONS 1","OMIM:613658","Homo sapiens","OMIM diseases"
"10056","FARSB","RAJAB INTERSTITIAL LUNG DISEASE WITH BRAIN CALCIFICATIONS 1","OMIM:613658","Homo sapiens","hpo-annotation"
"2193","FARSA","RAJAB INTERSTITIAL LUNG DISEASE WITH BRAIN CALCIFICATIONS 2","OMIM:619013","Homo sapiens","OMIM diseases"
"2193","FARSA","RAJAB INTERSTITIAL LUNG DISEASE WITH BRAIN CALCIFICATIONS 2","OMIM:619013","Homo sapiens","clinvar"
"2193","FARSA","RAJAB INTERSTITIAL LUNG DISEASE WITH BRAIN CALCIFICATIONS 2","OMIM:619013","Homo sapiens","hpo-annotation"
"9401","RECQL4","RAPADILINO SYNDROME","OMIM:266280","Homo sapiens","OMIM diseases"
"9401","RECQL4","RAPADILINO SYNDROME","OMIM:266280","Homo sapiens","clinvar"
"9401","RECQL4","RAPADILINO SYNDROME","OMIM:266280","Homo sapiens","hpo-annotation"
"977","CD151","RAPH BLOOD GROUP SYSTEM","OMIM:179620","Homo sapiens","OMIM diseases"
"8626","TP63","RAPP-HODGKIN SYNDROME","OMIM:129400","Homo sapiens","OMIM diseases"
"8626","TP63","RAPP-HODGKIN SYNDROME","OMIM:129400","Homo sapiens","clinvar"
"8626","TP63","RAPP-HODGKIN SYNDROME","OMIM:129400","Homo sapiens","hpo-annotation"
"3845","KRAS","RAS-ASSOCIATED AUTOIMMUNE LEUKOPROLIFERATIVE DISORDER","OMIM:614470","Homo sapiens","OMIM diseases"
"3845","KRAS","RAS-ASSOCIATED AUTOIMMUNE LEUKOPROLIFERATIVE DISORDER","OMIM:614470","Homo sapiens","clinvar"
"3845","KRAS","RAS-ASSOCIATED AUTOIMMUNE LEUKOPROLIFERATIVE DISORDER","OMIM:614470","Homo sapiens","hpo-annotation"
"4893","NRAS","RAS-ASSOCIATED AUTOIMMUNE LEUKOPROLIFERATIVE DISORDER","OMIM:614470","Homo sapiens","OMIM diseases"
"4893","NRAS","RAS-ASSOCIATED AUTOIMMUNE LEUKOPROLIFERATIVE DISORDER","OMIM:614470","Homo sapiens","clinvar"
"4893","NRAS","RAS-ASSOCIATED AUTOIMMUNE LEUKOPROLIFERATIVE DISORDER","OMIM:614470","Homo sapiens","hpo-annotation"
"7468","NSD2","RAUCH-STEINDL SYNDROME","OMIM:619695","Homo sapiens","OMIM diseases"
"7468","NSD2","RAUCH-STEINDL SYNDROME","OMIM:619695","Homo sapiens","clinvar"
"1183","CLCN4","RAYNAUD-CLAES SYNDROME","OMIM:300114","Homo sapiens","OMIM diseases"
"1183","CLCN4","RAYNAUD-CLAES SYNDROME","OMIM:300114","Homo sapiens","clinvar"
"1183","CLCN4","RAYNAUD-CLAES SYNDROME","OMIM:300114","Homo sapiens","hpo-annotation"
"285498","RNF212","RECOMBINATION RATE QUANTITATIVE TRAIT LOCUS 1","OMIM:612042","Homo sapiens","OMIM diseases"
"285498","RNF212","RECOMBINATION RATE QUANTITATIVE TRAIT LOCUS 1","OMIM:612042","Homo sapiens","clinvar"
"2273","FHL1","REDUCING BODY MYOPATHY, X-LINKED 1A, SEVERE, WITH INFANTILE OR EARLY CHILDHOOD ONSET","OMIM:300717","Homo sapiens","OMIM diseases"
"2273","FHL1","REDUCING BODY MYOPATHY, X-LINKED 1A, SEVERE, WITH INFANTILE OR EARLY CHILDHOOD ONSET","OMIM:300717","Homo sapiens","clinvar"
"2273","FHL1","REDUCING BODY MYOPATHY, X-LINKED 1A, SEVERE, WITH INFANTILE OR EARLY CHILDHOOD ONSET","OMIM:300717","Homo sapiens","hpo-annotation"
"2273","FHL1","REDUCING BODY MYOPATHY, X-LINKED 1B, WITH LATE CHILDHOOD OR ADULT ONSET","OMIM:300718","Homo sapiens","OMIM diseases"
"2273","FHL1","REDUCING BODY MYOPATHY, X-LINKED 1B, WITH LATE CHILDHOOD OR ADULT ONSET","OMIM:300718","Homo sapiens","clinvar"
"2273","FHL1","REDUCING BODY MYOPATHY, X-LINKED 1B, WITH LATE CHILDHOOD OR ADULT ONSET","OMIM:300718","Homo sapiens","hpo-annotation"
"5191","PEX7","REFSUM DISEASE, CLASSIC","OMIM:266500","Homo sapiens","OMIM diseases"
"5191","PEX7","REFSUM DISEASE, CLASSIC","OMIM:266500","Homo sapiens","clinvar"
"5191","PEX7","REFSUM DISEASE, CLASSIC","OMIM:266500","Homo sapiens","hpo-annotation"
"5264","PHYH","REFSUM DISEASE, CLASSIC","OMIM:266500","Homo sapiens","OMIM diseases"
"5264","PHYH","REFSUM DISEASE, CLASSIC","OMIM:266500","Homo sapiens","clinvar"
"5264","PHYH","REFSUM DISEASE, CLASSIC","OMIM:266500","Homo sapiens","hpo-annotation"
"11236","RNF139","RENAL CELL CARCINOMA, NONPAPILLARY","OMIM:144700","Homo sapiens","OMIM diseases"
"11236","RNF139","RENAL CELL CARCINOMA, NONPAPILLARY","OMIM:144700","Homo sapiens","clinvar"
"11236","RNF139","RENAL CELL CARCINOMA, NONPAPILLARY","OMIM:144700","Homo sapiens","hpo-annotation"
"201163","FLCN","RENAL CELL CARCINOMA, NONPAPILLARY","OMIM:144700","Homo sapiens","OMIM diseases"
"201163","FLCN","RENAL CELL CARCINOMA, NONPAPILLARY","OMIM:144700","Homo sapiens","clinvar"
"201163","FLCN","RENAL CELL CARCINOMA, NONPAPILLARY","OMIM:144700","Homo sapiens","hpo-annotation"
"4968","OGG1","RENAL CELL CARCINOMA, NONPAPILLARY","OMIM:144700","Homo sapiens","OMIM diseases"
"4968","OGG1","RENAL CELL CARCINOMA, NONPAPILLARY","OMIM:144700","Homo sapiens","clinvar"
"4968","OGG1","RENAL CELL CARCINOMA, NONPAPILLARY","OMIM:144700","Homo sapiens","hpo-annotation"
"55193","PBRM1","RENAL CELL CARCINOMA, NONPAPILLARY","OMIM:144700","Homo sapiens","OMIM diseases"
"55193","PBRM1","RENAL CELL CARCINOMA, NONPAPILLARY","OMIM:144700","Homo sapiens","clinvar"
"55193","PBRM1","RENAL CELL CARCINOMA, NONPAPILLARY","OMIM:144700","Homo sapiens","hpo-annotation"
"6927","HNF1A","RENAL CELL CARCINOMA, NONPAPILLARY","OMIM:144700","Homo sapiens","OMIM diseases"
"6927","HNF1A","RENAL CELL CARCINOMA, NONPAPILLARY","OMIM:144700","Homo sapiens","clinvar"
"6927","HNF1A","RENAL CELL CARCINOMA, NONPAPILLARY","OMIM:144700","Homo sapiens","hpo-annotation"
"6928","HNF1B","RENAL CELL CARCINOMA, NONPAPILLARY","OMIM:144700","Homo sapiens","OMIM diseases"
"6928","HNF1B","RENAL CELL CARCINOMA, NONPAPILLARY","OMIM:144700","Homo sapiens","clinvar"
"6928","HNF1B","RENAL CELL CARCINOMA, NONPAPILLARY","OMIM:144700","Homo sapiens","hpo-annotation"
"7428","VHL","RENAL CELL CARCINOMA, NONPAPILLARY","OMIM:144700","Homo sapiens","OMIM diseases"
"7428","VHL","RENAL CELL CARCINOMA, NONPAPILLARY","OMIM:144700","Homo sapiens","clinvar"
"7428","VHL","RENAL CELL CARCINOMA, NONPAPILLARY","OMIM:144700","Homo sapiens","hpo-annotation"
"4233","MET","RENAL CELL CARCINOMA, PAPILLARY, 1","OMIM:605074","Homo sapiens","OMIM diseases"
"4233","MET","RENAL CELL CARCINOMA, PAPILLARY, 1","OMIM:605074","Homo sapiens","clinvar"
"4233","MET","RENAL CELL CARCINOMA, PAPILLARY, 1","OMIM:605074","Homo sapiens","hpo-annotation"
"5546","PRCC","RENAL CELL CARCINOMA, PAPILLARY, 1","OMIM:605074","Homo sapiens","OMIM diseases"
"5546","PRCC","RENAL CELL CARCINOMA, PAPILLARY, 1","OMIM:605074","Homo sapiens","clinvar"
"5546","PRCC","RENAL CELL CARCINOMA, PAPILLARY, 1","OMIM:605074","Homo sapiens","hpo-annotation"
"7030","TFE3","RENAL CELL CARCINOMA, Xp11-ASSOCIATED","OMIM:300854","Homo sapiens","OMIM diseases"
"7030","TFE3","RENAL CELL CARCINOMA, Xp11-ASSOCIATED","OMIM:300854","Homo sapiens","clinvar"
"7030","TFE3","RENAL CELL CARCINOMA, Xp11-ASSOCIATED","OMIM:300854","Homo sapiens","hpo-annotation"
"6928","HNF1B","RENAL CYSTS AND DIABETES SYNDROME","OMIM:137920","Homo sapiens","OMIM diseases"
"6928","HNF1B","RENAL CYSTS AND DIABETES SYNDROME","OMIM:137920","Homo sapiens","clinvar"
"6928","HNF1B","RENAL CYSTS AND DIABETES SYNDROME","OMIM:137920","Homo sapiens","hpo-annotation"
"80114","BICC1","RENAL DYSPLASIA, CYSTIC, SUSCEPTIBILITY TO","OMIM:601331","Homo sapiens","OMIM diseases"
"80114","BICC1","RENAL DYSPLASIA, CYSTIC, SUSCEPTIBILITY TO","OMIM:601331","Homo sapiens","clinvar"
"80114","BICC1","RENAL DYSPLASIA, CYSTIC, SUSCEPTIBILITY TO","OMIM:601331","Homo sapiens","hpo-annotation"
"6524","SLC5A2","RENAL GLUCOSURIA","OMIM:233100","Homo sapiens","OMIM diseases"
"6524","SLC5A2","RENAL GLUCOSURIA","OMIM:233100","Homo sapiens","clinvar"
"6524","SLC5A2","RENAL GLUCOSURIA","OMIM:233100","Homo sapiens","hpo-annotation"
"8516","ITGA8","RENAL HYPODYSPLASIA/APLASIA 1","OMIM:191830","Homo sapiens","OMIM diseases"
"8516","ITGA8","RENAL HYPODYSPLASIA/APLASIA 1","OMIM:191830","Homo sapiens","clinvar"
"8516","ITGA8","RENAL HYPODYSPLASIA/APLASIA 1","OMIM:191830","Homo sapiens","hpo-annotation"
"26281","FGF20","RENAL HYPODYSPLASIA/APLASIA 2","OMIM:615721","Homo sapiens","OMIM diseases"
"26281","FGF20","RENAL HYPODYSPLASIA/APLASIA 2","OMIM:615721","Homo sapiens","clinvar"
"26281","FGF20","RENAL HYPODYSPLASIA/APLASIA 2","OMIM:615721","Homo sapiens","hpo-annotation"
"80000","GREB1L","RENAL HYPODYSPLASIA/APLASIA 3","OMIM:617805","Homo sapiens","OMIM diseases"
"80000","GREB1L","RENAL HYPODYSPLASIA/APLASIA 3","OMIM:617805","Homo sapiens","clinvar"
"80000","GREB1L","RENAL HYPODYSPLASIA/APLASIA 3","OMIM:617805","Homo sapiens","hpo-annotation"
"6521","SLC4A1","RENAL TUBULAR ACIDOSIS, DISTAL, 1","OMIM:179800","Homo sapiens","OMIM diseases"
"6521","SLC4A1","RENAL TUBULAR ACIDOSIS, DISTAL, 1","OMIM:179800","Homo sapiens","clinvar"
"6521","SLC4A1","RENAL TUBULAR ACIDOSIS, DISTAL, 1","OMIM:179800","Homo sapiens","hpo-annotation"
"525","ATP6V1B1","RENAL TUBULAR ACIDOSIS, DISTAL, 2, WITH PROGRESSIVE SENSORINEURAL HEARING LOSS","OMIM:267300","Homo sapiens","OMIM diseases"
"525","ATP6V1B1","RENAL TUBULAR ACIDOSIS, DISTAL, 2, WITH PROGRESSIVE SENSORINEURAL HEARING LOSS","OMIM:267300","Homo sapiens","clinvar"
"525","ATP6V1B1","RENAL TUBULAR ACIDOSIS, DISTAL, 2, WITH PROGRESSIVE SENSORINEURAL HEARING LOSS","OMIM:267300","Homo sapiens","hpo-annotation"
