NCBI GeneID	Symbol	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method	Chromosomes	Nomenclature ID	Ensembl GeneIDs	Annotation Genomic Range Accession 	Annotation Genomic Range Start	Annotation Genomic Range Stop	OMIM IDs	Orientation	Proteins	Synonyms	Taxonomic ID	SwissProt Accessions
27208045	LOC27208045	40S ribosomal protein S10a	Drosophila simulans		PROTEIN_CODING	1	43321	NCBI Ortholog	3R	LOC27208045		NC_052523.2	23823098	23823761		plus	1	GD28196,GD28196-PA	7240	
27208046	LOC27208046	uncharacterized LOC27208046	Drosophila simulans		PROTEIN_CODING	1	7354408	NCBI Ortholog	2R	LOC27208046		NC_052521.2	18838207	18839320		plus	1	GD28197,GD28197-PA	7240	
27208047	LOC27208047	uncharacterized LOC27208047	Drosophila simulans		PROTEIN_CODING	2	31471	NCBI Ortholog	X	LOC27208047		NC_052525.2	5256371	5257519		minus	2	GD28198,GD28198-PA	7240	
27208048	LOC27208048	uncharacterized LOC27208048	Drosophila simulans		ncRNA	2			2L	LOC27208048		NC_052520.2	16756509	16762409		plus			7240	
27208050	LOC27208050	uncharacterized LOC27208050	Drosophila simulans		PROTEIN_CODING	1	8673995	NCBI Ortholog	3L	LOC27208050		NC_052522.2	13082593	13082796		minus	1	GD28201,GD28201-PA	7240	
27208051	LOC27208051	protein suppressor of white apricot	Drosophila simulans		PROTEIN_CODING	4	31054	NCBI Ortholog	X	LOC27208051		NC_052525.2	878057	883293		plus	4	GD28202,GD28202-PA,GD28202-PB,GD28202-PC,GD28202-PD,GD28202-PE,GD28202-PF,GD28202-PG	7240	
27208052	LOC27208052	coatomer subunit alpha	Drosophila simulans		PROTEIN_CODING	1	38199	NCBI Ortholog	3L	LOC27208052		NC_052522.2	1608712	1612942		minus	1	GD28203,GD28203-PA	7240	
27208053	LOC27208053	uncharacterized LOC27208053	Drosophila simulans		PROTEIN_CODING	1			3R	LOC27208053		NC_052523.2	19754987	19759029		minus	1	GD28204,GD28204-PA	7240	
27208055	LOC27208055	probable E3 ubiquitin-protein ligase makorin-1	Drosophila simulans		PROTEIN_CODING	1			X	LOC27208055		NC_052525.2	14212179	14213466		plus	1	GD28206,GD28206-PA	7240	
27208056	LOC27208056	mucin-19	Drosophila simulans		PROTEIN_CODING	5	31678	NCBI Ortholog	X	LOC27208056		NC_052525.2	7249172	7271185		minus	5	GD28207,GD28207-PA	7240	
27208057	LOC27208057	uncharacterized LOC27208057	Drosophila simulans		PROTEIN_CODING	2	37533	NCBI Ortholog	2R	LOC27208057		NC_052521.2	19334764	19340320		minus	2	GD28208,GD28208-PA,GD28208-PB,GD28208-PC,GD28208-PD	7240	
27208060	LOC27208060	uncharacterized LOC27208060	Drosophila simulans		PROTEIN_CODING	5	14462915	NCBI Ortholog	3L	LOC27208060		NC_052522.2	23114731	23120004		plus	5	GD28211,GD28211-PA,GD28211-PB	7240	
27208061	LOC27208061	integrin beta-nu	Drosophila simulans		PROTEIN_CODING	1	35368	NCBI Ortholog	2L	LOC27208061		NC_052520.2	20699574	20704853		plus	1	GD28212,GD28212-PA,GD28212-PB	7240	
27208062	LOC27208062	uncharacterized LOC27208062	Drosophila simulans		PROTEIN_CODING	2	36519	NCBI Ortholog	2R	LOC27208062		NC_052521.2	10956335	10960070		plus	2	GD28213,GD28213-PA	7240	
27208064	LOC27208064	uncharacterized LOC27208064	Drosophila simulans		PROTEIN_CODING	1	14462615	NCBI Ortholog	2R	LOC27208064		NC_052521.2	17954627	17955397		minus	1	GD28215,GD28215-PA	7240	
27208067	LOC27208067	uncharacterized LOC27208067	Drosophila simulans		PROTEIN_CODING	6	31424	NCBI Ortholog	X	LOC27208067		NC_052525.2	4594299	4609446		minus	6	GD16269,GD16269-PA,GD16269-PB	7240	
27208068	LOC27208068	uncharacterized LOC27208068	Drosophila simulans		ncRNA	4			2R	LOC27208068		NC_052521.2	16469272	16470350		minus			7240	
27208070	LOC27208070	14-3-3 protein zeta	Drosophila simulans		PROTEIN_CODING	4	36059	NCBI Ortholog	2R	LOC27208070		NC_052521.2	7449252	7459434		plus	4	GD28221,GD28221-PA,GD28221-PB,GD28221-PC,GD28221-PD,GD28221-PE,GD28221-PF,GD28221-PG	7240	
27208071	LOC27208071	putative gustatory receptor 92a	Drosophila simulans		PROTEIN_CODING	1	117473	NCBI Ortholog	3R	LOC27208071		NC_052523.2	6140856	6142071		minus	1	GD28222,GD28222-PA	7240	
27208073	LOC27208073	uncharacterized LOC27208073	Drosophila simulans		PROTEIN_CODING	1	14462401	NCBI Ortholog	X	LOC27208073		NC_052525.2	15249544	15250648		plus	1	GD28224,GD28224-PA	7240	
27208074	LOC27208074	uncharacterized LOC27208074	Drosophila simulans		PROTEIN_CODING	1	318097	NCBI Ortholog	X	LOC27208074		NC_052525.2	15475372	15527131		plus	1	GD28225,GD28225-PA	7240	
27208075	LOC27208075	GTP-binding protein Di-Ras2	Drosophila simulans		PROTEIN_CODING	1	41203	NCBI Ortholog	3R	LOC27208075		NC_052523.2	16312951	16315330		minus	1	GD28226,GD28226-PA,GD28226-PB,GD28226-PC	7240	
27208077	LOC27208077	uncharacterized LOC27208077	Drosophila simulans		ncRNA	2			2L	LOC27208077		NC_052520.2	21776385	21778577		plus			7240	
27208078	LOC27208078	uncharacterized LOC27208078	Drosophila simulans		PROTEIN_CODING	2			X	LOC27208078		NC_052525.2	17598552	17601144		minus	2	GD28229,GD28229-PA	7240	
27208079	LOC27208079	actin-histidine N-methyltransferase	Drosophila simulans		PROTEIN_CODING	1	31638	NCBI Ortholog	X	LOC27208079		NC_052525.2	6547535	6557994		minus	1	GD28230,GD28230-PA	7240	
27208081	LOC27208081	peritrophin-55	Drosophila simulans		PROTEIN_CODING	1	42250	NCBI Ortholog	3R	LOC27208081		NC_052523.2	7521140	7522092		plus	1	GD28232,GD28232-PA	7240	
27208082	LOC27208082	glutathione S-transferase 1-1	Drosophila simulans		PROTEIN_CODING	1			2R	LOC27208082		NC_052521.2	15614651	15615429		plus	1	GD28233,GD28233-PA	7240	
27208083	LOC27208083	uncharacterized LOC27208083	Drosophila simulans		ncRNA	2			X	LOC27208083		NC_052525.2	20997876	20999189		plus			7240	
27208084	LOC27208084	lysozyme	Drosophila simulans		PROTEIN_CODING	1	31460	NCBI Ortholog	X	LOC27208084		NC_052525.2	5077693	5079021		plus	1	GD28235,GD28235-PA	7240	
27208085	LOC27208085	uncharacterized LOC27208085	Drosophila simulans		PROTEIN_CODING	2	10178954	NCBI Ortholog	3R	LOC27208085		NC_052523.2	8837051	8837825		minus	2	GD28236,GD28236-PA	7240	
27208089	LOC27208089	uncharacterized LOC27208089	Drosophila simulans		PROTEIN_CODING	1	19835594	NCBI Ortholog	X			NC_052525.2	9003605	9005223		minus	1	GD28240,GD28240-PA	7240	
27208092	LOC27208092	uncharacterized LOC27208092	Drosophila simulans		PROTEIN_CODING	1	12798457	NCBI Ortholog	3L	LOC27208092		NC_052522.2	21642806	21643140		minus	1	GD28243,GD28243-PA	7240	
27208094	LOC27208094	uncharacterized LOC27208094	Drosophila simulans		PROTEIN_CODING	1	14462799	NCBI Ortholog	2L	LOC27208094		NC_052520.2	18853461	18854418		plus	1	GD28245,GD28245-PA	7240	
27208095	LOC27208095	histone H2A-beta, sperm	Drosophila simulans		PROTEIN_CODING	1			2L	LOC27208095		NC_052520.2	21089453	21089854		plus	1	GD28246,GD28246-PA	7240	
27208096	LOC27208096	uncharacterized LOC27208096	Drosophila simulans		PROTEIN_CODING	1	10178965	NCBI Ortholog	3L	LOC27208096		NC_052522.2	19876539	19876967		plus	1	GD28247,GD28247-PA	7240	
27208100	LOC27208100	uncharacterized LOC27208100	Drosophila simulans		PROTEIN_CODING	1	40427	NCBI Ortholog	3L	LOC27208100		NC_052522.2	21381727	21382033		plus	1	GD28251,GD28251-PA	7240	
27208101	LOC27208101	uncharacterized LOC27208101	Drosophila simulans		PROTEIN_CODING	1			3R	LOC27208101		NC_052523.2	8830890	8831473		minus	1	GD28252,GD28252-PA	7240	
27208102	LOC27208102	uncharacterized LOC27208102	Drosophila simulans		PROTEIN_CODING	1	12798253	NCBI Ortholog	3L	LOC27208102		NC_052522.2	14288636	14289342		plus	1	GD28253,GD28253-PA	7240	
27208103	LOC27208103	peptidyl-prolyl cis-trans isomerase CPR6	Drosophila simulans		PROTEIN_CODING	1	42503	NCBI Ortholog	3R	LOC27208103		NC_052523.2	5132743	5133768		plus	1	GD28254,GD28254-PA	7240	
27208104	LOC27208104	uncharacterized LOC27208104	Drosophila simulans		PROTEIN_CODING	1			3R	LOC27208104		NC_052523.2	16438404	16439065		plus	1	GD28255,GD28255-PA	7240	
27208109	LOC27208109	uncharacterized LOC27208109	Drosophila simulans		PROTEIN_CODING	2	33820	NCBI Ortholog	2L	LOC27208109		NC_052520.2	5883543	5884897		minus	2	GD28260,GD28260-PA,GD28260-PB	7240	
27208111	LOC27208111	uncharacterized LOC27208111	Drosophila simulans		PROTEIN_CODING	2	14462588	NCBI Ortholog	2R	LOC27208111		NC_052521.2	11820493	11821162		minus	2	GD28262,GD28262-PA,GD28262-PB	7240	
27208115	LOC27208115	uncharacterized LOC27208115	Drosophila simulans		PROTEIN_CODING	1	19835571	NCBI Ortholog	3R	LOC27208115		NC_052523.2	9117674	9118007		minus	1	GD28266,GD28266-PA	7240	
27208116	LOC27208116	uncharacterized LOC27208116	Drosophila simulans		ncRNA	1			3R	LOC27208116		NC_052523.2	1235720	1237922		plus			7240	
27208118	LOC27208118	protein lifeguard 1	Drosophila simulans		PROTEIN_CODING	1	42969	NCBI Ortholog	3R	LOC27208118		NC_052523.2	21095213	21095787		minus	1	GD28269,GD28269-PA	7240	
27208119	LOC27208119	uncharacterized LOC27208119	Drosophila simulans		PROTEIN_CODING	1	31356	NCBI Ortholog	X	LOC27208119		NC_052525.2	3781862	3784076		plus	1	GD28270,GD28270-PA	7240	
27208120	LOC27208120	uncharacterized LOC27208120	Drosophila simulans		PROTEIN_CODING	1			3R	LOC27208120		NC_052523.2	22283626	22287743		plus	1		7240	
27208121	LOC27208121	uncharacterized LOC27208121	Drosophila simulans		PROTEIN_CODING	1	14462897	NCBI Ortholog	3L	LOC27208121		NC_052522.2	20547101	20547829		plus	1	GD28272,GD28272-PA	7240	
27208122	LOC27208122	copper homeostasis protein cutC homolog	Drosophila simulans		PROTEIN_CODING	3	41877	NCBI Ortholog	3R	LOC27208122		NC_052523.2	10856550	10858673		plus	3	GD20351,GD28273,GD20351-PA,GD28273-PA	7240	
27208125	LOC27208125	uncharacterized LOC27208125	Drosophila simulans		PROTEIN_CODING	1	7354417	NCBI Ortholog	X	LOC27208125		NC_052525.2	7443371	7445246		minus	1	GD28276,GD28276-PA	7240	
27208127	LOC27208127	uncharacterized LOC27208127	Drosophila simulans		PROTEIN_CODING	1	5740143	NCBI Ortholog	2R	LOC27208127		NC_052521.2	19485731	19486679		minus	1	GD28278,GD28278-PA	7240	
27208128	LOC27208128	moesin/ezrin/radixin homolog 2	Drosophila simulans		PROTEIN_CODING	1	32979	NCBI Ortholog	X	LOC27208128		NC_052525.2	19164476	19167395		minus	1	GD28279,GD28279-PA	7240	
27208129	LOC27208129	uncharacterized LOC27208129	Drosophila simulans		PROTEIN_CODING	1	31794	NCBI Ortholog	X	LOC27208129		NC_052525.2	8131619	8133099		minus	1	GD28280,GD28280-PA	7240	
27208130	LOC27208130	uncharacterized LOC27208130	Drosophila simulans		ncRNA	2			2L	LOC27208130		NC_052520.2	18190027	18191231		plus			7240	
27208131	LOC27208131	titin	Drosophila simulans		PROTEIN_CODING	1	246640	NCBI Ortholog	2R	LOC27208131		NC_052521.2	11950347	11953809		minus	1	GD28283,GD28283-PA	7240	
27208133	LOC27208133	uncharacterized LOC27208133	Drosophila simulans		PROTEIN_CODING	1	10178935	NCBI Ortholog	2R	LOC27208133		NC_052521.2	14831882	14832134		minus	1	GD28285,GD28285-PA	7240	
27208134	LOC27208134	uncharacterized LOC27208134	Drosophila simulans		ncRNA	1			3R	LOC27208134		NC_052523.2	23881450	23886501		minus			7240	
27208136	LOC27208136	uncharacterized LOC27208136	Drosophila simulans		PROTEIN_CODING	3	32576	NCBI Ortholog	X	LOC27208136		NC_052525.2	15560447	15569775		minus	3	GD28288,GD28288-PA	7240	
27208139	LOC27208139	breast carcinoma-amplified sequence 3 homolog	Drosophila simulans		PROTEIN_CODING	2	32136	NCBI Ortholog	X	LOC27208139		NC_052525.2	11307032	11325341		plus	2	GD28291,GD28291-PA	7240	
27208140	LOC27208140	uncharacterized LOC27208140	Drosophila simulans		PSEUDO				2L	LOC27208140		NC_052520.2	10771318	10772714		minus			7240	
27208143	LOC27208143	uncharacterized LOC27208143	Drosophila simulans		PROTEIN_CODING	1			X	LOC27208143		NC_052525.2	3955317	3955757		minus	1	GD28295,GD28295-PA	7240	
27208146	LOC27208146	uncharacterized LOC27208146	Drosophila simulans		PROTEIN_CODING	1	14462685	NCBI Ortholog	2L	LOC27208146		NC_052520.2	3568922	3569366		plus	1	GD28298,GD28298-PA	7240	
27208148	LOC27208148	uncharacterized LOC27208148	Drosophila simulans		PROTEIN_CODING	1	33272	NCBI Ortholog	2L	LOC27208148		NC_052520.2	921352	928232		minus	1	GD28300,GD28300-PA	7240	
27208149	LOC27208149	protein obstructor-E	Drosophila simulans		PROTEIN_CODING	2	33022	NCBI Ortholog	X	LOC27208149		NC_052525.2	19635253	19638478		plus	2	GD28301,GD28301-PA,GD28301-PB	7240	
27208150	LOC27208150	uncharacterized LOC27208150	Drosophila simulans		ncRNA	1			2L	LOC27208150		NC_052520.2	3978388	3979231		plus			7240	
27208152	LOC27208152	RISC-loading complex subunit tarbp2	Drosophila simulans		PROTEIN_CODING	1			3R	LOC27208152		NC_052523.2	14890494	14891336		minus	1	GD28304,GD28304-PA	7240	
27208153	LOC27208153	uncharacterized LOC27208153	Drosophila simulans		PSEUDO				Un	LOC27208153		NW_025416856.1	333002	336172		plus			7240	
27208155	LOC27208155	mediator of RNA polymerase II transcription subunit 21	Drosophila simulans		PROTEIN_CODING	1	3354977	NCBI Ortholog	Un	LOC27208155		NW_025416883.1	899724	900803		minus	1	GD28307,GD28307-PA	7240	
27208156	LOC27208156	MAP7 domain-containing protein 1	Drosophila simulans		PROTEIN_CODING	6	32850	NCBI Ortholog	X	LOC27208156		NC_052525.2	18105831	18117548		minus	2	GD28308,GD28308-PE,GD28308-PF,GD28308-PG	7240	
27208159	LOC27208159	WAS/WASL-interacting protein family member 3	Drosophila simulans		PROTEIN_CODING	1	31029	NCBI Ortholog	X	LOC27208159		NC_052525.2	660021	661222		minus	1	GD28311,GD28311-PA,GD28311-PB	7240	
27208160	LOC27208160	uncharacterized LOC27208160	Drosophila simulans		ncRNA	1			3L	LOC27208160		NC_052522.2	11104756	11106048		plus			7240	
27208163	LOC27208163	probable G-protein coupled receptor Mth-like 11	Drosophila simulans		PROTEIN_CODING	1			3R	LOC27208163		NC_052523.2	15739904	15742339		minus	1	GD27978,GD28315,GD27978-PA,GD28315-PA	7240	
27208164	LOC27208164	uncharacterized LOC27208164	Drosophila simulans		PROTEIN_CODING	1	32824	NCBI Ortholog	X	LOC27208164		NC_052525.2	17886401	17894384		plus	1	GD28316,GD28316-PA	7240	
27208166	LOC27208166	uncharacterized LOC27208166	Drosophila simulans		PROTEIN_CODING	2	19835434	NCBI Ortholog	2R	LOC27208166		NC_052521.2	14371091	14373445		minus	2		7240	
27208169	LOC27208169	synaptic defective enhancer 1	Drosophila simulans		PROTEIN_CODING	2	37317	NCBI Ortholog	2R	LOC27208169		NC_052521.2	17711302	17712244		minus	2	GD28321,GD28321-PA,GD28321-PB	7240	
27208170	LOC27208170	metabotropic glutamate receptor	Drosophila simulans		PROTEIN_CODING	2	43838	NCBI Ortholog	4	LOC27208170		NC_052524.2	854886	868760		plus	1	GD28322,GD28322-PA	7240	
27208171	LOC27208171	uncharacterized LOC27208171	Drosophila simulans		PROTEIN_CODING	1			2R	LOC27208171		NC_052521.2	12740845	12742098		plus	1	GD28323,GD28323-PA	7240	
27208172	LOC27208172	uncharacterized LOC27208172	Drosophila simulans		PROTEIN_CODING	2	10178823	NCBI Ortholog	3R	LOC27208172		NC_052523.2	12663761	12664711		plus	2	GD28324,GD28324-PA	7240	
27208173	LOC27208173	flocculation protein FLO11	Drosophila simulans		PROTEIN_CODING	2	2768990	NCBI Ortholog	3L	LOC27208173		NC_052522.2	11746267	11751431		minus	2	GD28325,GD28325-PA	7240	
27208181	LOC27208181	uncharacterized LOC27208181	Drosophila simulans		PROTEIN_CODING	1	36620	NCBI Ortholog	2R	LOC27208181		NC_052521.2	11878726	11879606		minus	1	GD28333,GD28333-PA	7240	
27208182	LOC27208182	zinc finger protein 14	Drosophila simulans		PROTEIN_CODING	1			2L	LOC27208182		NC_052520.2	16458879	16462383		minus	1	GD28334,GD28334-PA	7240	
27208183	LOC27208183	uncharacterized LOC27208183	Drosophila simulans		PROTEIN_CODING	1	12798585	NCBI Ortholog	3L	LOC27208183		NC_052522.2	3609554	3610307		plus	1	GD28335,GD28335-PA	7240	
27208184	LOC27208184	ADP-ribosylation factor-like protein 6-interacting protein 1	Drosophila simulans		PROTEIN_CODING	1	42027	NCBI Ortholog	3R	LOC27208184		NC_052523.2	9591744	9593322		minus	1	GD28336,GD28336-PA	7240	
27208185	LOC27208185	toll-like receptor 7	Drosophila simulans		PROTEIN_CODING	1	42513	NCBI Ortholog	3R	LOC27208185		NC_052523.2	5091495	5093917		minus	1	GD28337,GD28337-PA	7240	
27208186	LOC27208186	protein takeout	Drosophila simulans		PROTEIN_CODING	1	42924	NCBI Ortholog	3R	LOC27208186		NC_052523.2	20754241	20756954		plus	1	GD28338,GD28338-PA	7240	
27208187	LOC27208187	uncharacterized LOC27208187	Drosophila simulans		ncRNA	2			2L	LOC27208187		NC_052520.2	11602939	11603826		plus			7240	
27208188	LOC27208188	uncharacterized LOC27208188	Drosophila simulans		PROTEIN_CODING	2	31104	NCBI Ortholog	X	LOC27208188		NC_052525.2	1298554	1302916		plus	2	GD28340,GD28340-PA,GD28340-PC	7240	
27208189	LOC27208189	intracellular protein transport protein USO1	Drosophila simulans		PROTEIN_CODING	3	42379	NCBI Ortholog	3R	LOC27208189		NC_052523.2	6323256	6326256		plus	3	GD28341,GD28341-PA,GD28341-PB,GD28341-PC	7240	
27208190	LOC27208190	probable 28S ribosomal protein S26, mitochondrial	Drosophila simulans		PROTEIN_CODING	1	40001	NCBI Ortholog	3L	LOC27208190		NC_052522.2	17816887	17817895		plus	1	GD28342,GD28342-PA	7240	
27208191	LOC27208191	uncharacterized LOC27208191	Drosophila simulans		PROTEIN_CODING	1	33057	NCBI Ortholog	X	LOC27208191		NC_052525.2	20076184	20077959		plus	1	GD28343,GD28343-PA,GD28343-PB,GD28343-PC,GD28343-PD,GD28343-PE	7240	
27208192	LOC27208192	RCC1-like G exchanging factor-like protein	Drosophila simulans		PROTEIN_CODING	1	33261	NCBI Ortholog	2L	LOC27208192		NC_052520.2	867599	869164		minus	1	GD28344,GD28344-PA	7240	
27208193	LOC27208193	trypsin-1	Drosophila simulans		PROTEIN_CODING	1	5740868	NCBI Ortholog	2R	LOC27208193		NC_052521.2	13913964	13914927		plus	1	GD28345,GD28345-PA	7240	
27208194	LOC27208194	ribonuclease H1	Drosophila simulans		PROTEIN_CODING	1	35746	NCBI Ortholog	2R	LOC27208194		NC_052521.2	5285418	5286786		minus	1	GD28346,GD28346-PA	7240	
27208195	LOC27208195	serine-rich adhesin for platelets	Drosophila simulans		PROTEIN_CODING	1	19835738	NCBI Ortholog	2R	LOC27208195		NC_052521.2	17947395	17952512		minus	1	GD28347,GD28347-PA	7240	
27208196	LOC27208196	uncharacterized LOC27208196	Drosophila simulans		PSEUDO				X	LOC27208196		NC_052525.2	9130616	9132204		minus			7240	
27208198	LOC27208198	chromosomal protein D1	Drosophila simulans		PROTEIN_CODING	2	41095	NCBI Ortholog	3R	LOC27208198		NC_052523.2	16838038	16840543		plus	2	GD28350,GD28350-PA	7240	
27208199	LOC27208199	uncharacterized histidine-rich protein DDB_G0274557	Drosophila simulans		PROTEIN_CODING	1	5740574	NCBI Ortholog	2R	LOC27208199		NC_052521.2	7540625	7542760		minus	1	GD28351,GD28351-PA	7240	
27208200	LOC27208200	uncharacterized LOC27208200	Drosophila simulans		PROTEIN_CODING	1	317962	NCBI Ortholog	3L	LOC27208200		NC_052522.2	2499725	2500929		minus	1	GD28352,GD28352-PA	7240	
27208201	LOC27208201	myosin heavy chain, cardiac muscle isoform	Drosophila simulans		PROTEIN_CODING	5	44839	NCBI Ortholog	X	LOC27208201		NC_052525.2	13691616	13701874		plus	5	GD28353,GD28353-PA	7240	
27208202	LOC27208202	uncharacterized LOC27208202	Drosophila simulans		PROTEIN_CODING	1	32110	NCBI Ortholog	X	LOC27208202		NC_052525.2	11117715	11118680		minus	1	GD28354,GD28354-PA	7240	
27208203	LOC27208203	uncharacterized LOC27208203	Drosophila simulans		PROTEIN_CODING	1	12798009	NCBI Ortholog	2L	LOC27208203		NC_052520.2	18063190	18063436		minus	1		7240	
27208205	LOC27208205	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial	Drosophila simulans		PROTEIN_CODING	1			Un	LOC27208205		NW_025416883.1	104637	105194		minus	1	GD28357,GD28357-PA	7240	
27208206	LOC27208206	lipase 3	Drosophila simulans		PROTEIN_CODING	2	34450	NCBI Ortholog	2L	LOC27208206		NC_052520.2	10436348	10438754		plus	2	GD28358,GD28358-PA,GD28358-PB	7240	
27208207	LOC27208207	cell death-inducing p53-target protein 1	Drosophila simulans		PROTEIN_CODING	1	37720	NCBI Ortholog	2R	LOC27208207		NC_052521.2	20654308	20655385		plus	1	GD28359,GD28359-PA	7240	
27208208	LOC27208208	uncharacterized LOC27208208	Drosophila simulans		PSEUDO				X	LOC27208208		NC_052525.2	20285470	20286261		plus			7240	
27208211	LOC27208211	serine protease inhibitor Kazal-type 1	Drosophila simulans		PROTEIN_CODING	1	19834795	NCBI Ortholog	2L	LOC27208211		NC_052520.2	11724462	11724735		plus	1	GD28363,GD28363-PA	7240	
27208212	LOC27208212	serine/threonine-protein kinase haspin homolog	Drosophila simulans		PROTEIN_CODING	4	3355064	NCBI Ortholog	2R	LOC27208212		NC_052521.2	974509	986504		minus	4	GD28364,GD28364-PA,GD28364-PB	7240	
27208213	LOC27208213	ctenidin-3	Drosophila simulans		PROTEIN_CODING	1	42598	NCBI Ortholog	3R	LOC27208213		NC_052523.2	18313389	18314267		minus	1	GD28365,GD28365-PA	7240	
27208214	LOC27208214	nucleolar protein 58	Drosophila simulans		PROTEIN_CODING	1	39220	NCBI Ortholog	3L	LOC27208214		NC_052522.2	10673468	10674838		minus	1	GD28366,GD28366-PA	7240	
27208216	LOC27208216	persulfide dioxygenase ETHE1, mitochondrial	Drosophila simulans		PROTEIN_CODING	1	36233	NCBI Ortholog	2R	LOC27208216		NC_052521.2	8695513	8697141		minus	1	GD28368,GD28368-PA	7240	
27208217	LOC27208217	exportin-6	Drosophila simulans		PROTEIN_CODING	2	47141	NCBI Ortholog	X	LOC27208217		NC_052525.2	335345	340935		minus	2	GD28369,GD28369-PA,GD28369-PB	7240	
27208220	LOC27208220	uncharacterized LOC27208220	Drosophila simulans		PROTEIN_CODING	1	12797938	NCBI Ortholog	3L			NC_052522.2	18739531	18739956		minus	1	GD28372,GD28372-PA	7240	
27208221	LOC27208221	uncharacterized LOC27208221	Drosophila simulans		PROTEIN_CODING	1	318590	NCBI Ortholog	3R			NC_052523.2	10289988	10290513		plus	1		7240	
27208222	LOC27208222	ras-related protein Rab-35	Drosophila simulans		PROTEIN_CODING	1			X	LOC27208222		NC_052525.2	10142837	10143733		plus	1	GD28374,GD28374-PA	7240	
27208226	LOC27208226	COX assembly mitochondrial protein 2 homolog	Drosophila simulans		PROTEIN_CODING	1	7354380	NCBI Ortholog	3R	LOC27208226		NC_052523.2	12409838	12410335		minus	1	GD28378,GD28378-PA	7240	
27208227	LOC27208227	chorion protein S38	Drosophila simulans		PROTEIN_CODING	1	31788	NCBI Ortholog	X	LOC27208227		NC_052525.2	8053356	8054733		plus	1	GD28379,GD28379-PA	7240	
27208228	LOC27208228	uncharacterized LOC27208228	Drosophila simulans		PROTEIN_CODING	1	19835136	NCBI Ortholog	3L	LOC27208228		NC_052522.2	3059553	3060557		minus	1	GD28380,GD28380-PA	7240	
27208230	LOC27208230	uncharacterized LOC27208230	Drosophila simulans		ncRNA	1			3R	LOC27208230		NC_052523.2	6772178	6774769		plus			7240	
27208231	LOC27208231	uncharacterized LOC27208231	Drosophila simulans		PROTEIN_CODING	2			3L	LOC27208231		NC_052522.2	11362352	11363645		minus	2	GD28383,GD28383-PA	7240	
27208232	LOC27208232	uncharacterized LOC27208232	Drosophila simulans		PROTEIN_CODING	1	37885	NCBI Ortholog	2R	LOC27208232		NC_052521.2	21386607	21388411		minus	1	GD28384,GD28384-PA	7240	
27208233	LOC27208233	uncharacterized LOC27208233	Drosophila simulans		PROTEIN_CODING	1			X	LOC27208233		NC_052525.2	20846320	20846917		minus	1	GD28385,GD28385-PA	7240	
27208235	LOC27208235	uncharacterized LOC27208235	Drosophila simulans		PROTEIN_CODING	1	12797860	NCBI Ortholog	2R	LOC27208235		NC_052521.2	20745745	20746276		minus	1	GD28387,GD28387-PA	7240	
27208236	LOC27208236	autophagy-related protein 101	Drosophila simulans		PROTEIN_CODING	1	32871	NCBI Ortholog	X	LOC27208236		NC_052525.2	18258304	18260321		plus	1	GD28388,GD28388-PA	7240	
27208238	LOC27208238	uncharacterized LOC27208238	Drosophila simulans		ncRNA	2			3L	LOC27208238		NC_052522.2	10115119	10152951		plus			7240	
27208239	LOC27208239	uncharacterized LOC27208239	Drosophila simulans		PROTEIN_CODING	1	8674005	NCBI Ortholog	3L	LOC27208239		NC_052522.2	21298621	21299266		minus	1	GD28391,GD28391-PA	7240	
27208240	LOC27208240	small lysine-rich protein 1	Drosophila simulans		PROTEIN_CODING	1	19835488	NCBI Ortholog	3R	LOC27208240		NC_052523.2	13132959	13133404		minus	1	GD28392,GD28392-PA	7240	
27208241	LOC27208241	uncharacterized LOC27208241	Drosophila simulans		ncRNA	1			3L	LOC27208241		NC_052522.2	2058048	2124966		plus			7240	
27208242	LOC27208242	uncharacterized LOC27208242	Drosophila simulans		ncRNA	1			X	LOC27208242		NC_052525.2	8900518	8906705		plus			7240	
27208244	LOC27208244	DAZ-associated protein 2	Drosophila simulans		PROTEIN_CODING	1	4379886	NCBI Ortholog	2L	LOC27208244		NC_052520.2	4933108	4933851		plus	1	GD28396,GD28396-PA	7240	
27208245	LOC27208245	uncharacterized LOC27208245	Drosophila simulans		ncRNA	3			X	LOC27208245		NC_052525.2	2166075	2209169		plus			7240	
27208248	LOC27208248	uncharacterized LOC27208248	Drosophila simulans		PROTEIN_CODING	1	14462673	NCBI Ortholog	2L	LOC27208248		NC_052520.2	2400896	2402482		minus	1	GD28400,GD28400-PA	7240	
27208249	LOC27208249	mucin-2	Drosophila simulans		PROTEIN_CODING	1	318737	NCBI Ortholog	3R	LOC27208249		NC_052523.2	21623050	21625782		minus	1	GD28401,GD28401-PA	7240	
27208251	LOC27208251	bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66	Drosophila simulans		PROTEIN_CODING	2			X	LOC27208251		NC_052525.2	3995761	4001196		plus	2	GD16684,GD16684-PB	7240	
27208252	LOC27208252	zinc finger protein 346	Drosophila simulans		PROTEIN_CODING	1	38060	NCBI Ortholog	3L	LOC27208252		NC_052522.2	372409	374164		plus	1	GD28404,GD28404-PA,GD28404-PB	7240	
