NCBI GeneID,Protein Accession,Protein_length,Transcript Accession,Transcript_length
41565,NP_536750.2,468,NM_080502.5,1596
318693,NP_731735.1,143,NM_169477.2,865
41566,NP_524331.2,376,NM_079607.3,1469
41567,NP_650225.2,135,NM_141968.5,614
41568,NP_001097760.1,135,NM_001104290.2,770
41568,NP_001097761.1,136,NM_001104291.2,969
41568,NP_001097762.1,138,NM_001104292.2,762
41568,NP_001138043.1,130,NM_001144571.2,542
41568,NP_001138041.1,131,NM_001144569.2,741
41568,NP_001138042.1,133,NM_001144570.1,534
41569,NP_731737.1,540,NM_169478.2,1866
41569,NP_524332.2,534,NM_079608.3,2679
41570,NP_650227.1,110,NM_141970.2,601
41571,NP_524333.1,2059,NM_079609.3,6420
47173,NP_524880.2,763,NM_080141.4,2906
47173,NP_731739.1,759,NM_169479.2,2767
47173,NP_001262509.1,578,NM_001275580.1,2364
41573,NP_650228.1,530,NM_141971.3,1710
41574,NP_650229.2,530,NM_141972.2,1667
41575,NP_001356887.1,297,NM_001369977.1,2253
41576,NP_731744.1,213,NM_169480.2,984
41578,NP_001262510.1,300,NM_001275581.1,3196
41578,NP_650233.3,300,NM_141976.4,2438
41578,NP_001189214.1,300,NM_001202285.1,1909
41579,NP_788664.2,227,NM_176487.2,835
41579,NP_650234.3,215,NM_141977.3,907
41580,NP_650235.1,219,NM_141978.3,1095
41581,NP_650236.1,349,NM_141979.2,1173
41583,NP_001262511.1,328,NM_001275582.1,1631
41583,NP_731748.1,328,NM_169481.1,1826
41587,NP_731749.3,655,NM_169482.1,2234
41587,NP_650240.1,558,NM_141983.3,1957
41585,NP_650239.1,222,NM_141982.3,968
41586,NP_731751.1,510,NM_169484.2,1716
41588,NP_001262512.1,165,NM_001275583.1,1213
41588,NP_650241.1,165,NM_141984.3,707
41589,NP_001262513.1,625,NM_001275584.1,2948
41589,NP_731755.2,625,NM_169486.2,3098
41589,NP_731754.1,625,NM_169485.2,2913
41589,NP_001262514.1,711,NM_001275585.1,2603
41589,NP_650242.1,712,NM_141985.3,2606
41590,NP_650243.2,509,NM_141986.4,1880
41591,NP_001262515.1,124,NM_001275586.1,1045
41591,NP_524334.1,124,NM_079610.3,1970
41592,NP_001097764.1,823,NM_001104294.3,4054
41592,NP_001097763.1,994,NM_001104293.2,3943
41593,NP_650245.1,332,NM_141988.2,1136
41595,NP_001262517.1,413,NM_001275588.1,1391
41595,NP_001262516.1,418,NM_001275587.1,1406
41595,NP_524335.1,429,NM_079611.2,1439
41596,NP_650247.1,452,NM_141990.3,1462
41597,NP_650248.1,373,NM_141991.3,1249
14462463,NP_001287308.1,65,NM_001300379.1,851
14462463,NP_001262518.1,65,NM_001275589.1,707
41598,NP_001262519.1,139,NM_001275590.1,851
41598,NP_731760.1,139,NM_169488.2,707
41599,NP_650250.4,2360,NM_141993.5,8273
41599,NP_731761.3,2464,NM_169489.4,8140
41599,NP_001247080.1,2460,NM_001260151.1,8128
41599,NP_001163599.2,2310,NM_001170128.3,7590
41599,NP_001247081.1,2306,NM_001260152.1,7578
41601,NP_650252.1,295,NM_141995.4,1318
41600,NP_650251.1,291,NM_141994.2,1113
41602,NP_001014617.1,476,NM_001014617.2,2612
41602,NP_001262522.1,481,NM_001275593.1,2627
41602,NP_001262524.1,476,NM_001275595.1,2612
41602,NP_001262523.1,379,NM_001275594.1,2382
41602,NP_001262520.1,383,NM_001275591.2,4556
41602,NP_731763.1,386,NM_169491.2,4383
41602,NP_524336.2,386,NM_079612.3,3959
41602,NP_731762.1,386,NM_169490.2,1719
41602,NP_001262521.1,473,NM_001275592.1,2590
41602,NP_731764.1,386,NM_169492.2,3946
26067077,NP_731765.1,532,NM_169493.3,2806
26067077,NP_650253.1,532,NM_141996.3,2158
26067078,NP_001097765.2,234,NM_001104295.3,1321
49762,NP_524942.1,110,NM_080203.2,551
41605,NP_524337.1,1335,NM_079613.3,4337
41606,NP_650254.1,398,NM_141997.2,1349
41607,NP_001097766.1,435,NM_001104296.2,1434
41607,NP_001262525.1,252,NM_001275596.1,1399
41607,NP_524338.2,435,NM_079614.3,1403
41608,NP_001368950.1,431,NM_001382016.1,1418
41608,NP_001097767.2,404,NM_001104297.4,1337
19835488,NP_001287309.1,86,NM_001300380.1,310
41609,NP_524339.1,633,NM_079615.4,2174
318608,NP_001262526.1,331,NM_001275597.1,1324
318608,NP_001097769.2,387,NM_001104299.2,1319
41610,NP_650256.2,486,NM_141999.3,1557
41611,NP_650257.1,1140,NM_142000.3,3881
41612,NP_001262528.1,672,NM_001275599.1,3186
41612,NP_731771.3,664,NM_169495.4,3162
41612,NP_001262527.1,675,NM_001275598.2,2882
41612,NP_524340.2,688,NM_079616.4,2825
12797894,NP_001247082.1,134,NM_001260153.1,488
41615,NP_524341.3,1384,NM_079617.3,4337
5740483,NP_001097770.3,194,NM_001104300.2,840
41616,NP_650258.2,1141,NM_142001.4,8905
41616,NP_001262529.1,1155,NM_001275600.2,8905
41616,NP_001287311.1,1141,NM_001300382.1,5399
41616,NP_001287310.1,1141,NM_001300381.1,3860
41619,NP_650260.1,233,NM_142003.2,795
41620,NP_650261.1,267,NM_142004.4,971
41621,NP_650262.2,168,NM_142005.3,920
41622,NP_731776.1,239,NM_169496.3,862
41623,NP_650264.1,392,NM_142007.3,1869
41624,NP_731777.1,242,NM_169497.2,935
41625,NP_001262530.1,636,NM_001275601.1,3262
41625,NP_476953.1,649,NM_057605.5,7980
41625,NP_001163600.1,649,NM_001170129.2,4076
50024,NP_001262531.1,70,NM_001275602.1,487
50024,NP_652204.1,70,NM_143947.4,419
41626,NP_731779.1,359,NM_169498.3,1269
41627,NP_524342.3,1250,NM_079618.4,5051
41627,NP_001163601.1,1248,NM_001170130.2,4217
41628,NP_731780.1,654,NM_169499.2,2318
41629,NP_731781.1,408,NM_169500.2,2173
41630,NP_001034050.1,319,NM_001038961.2,1100
41631,NP_650270.1,137,NM_142013.3,863
41632,NP_731783.1,332,NM_169501.2,1157
41633,NP_650272.1,309,NM_142015.2,1147
41634,NP_650273.2,994,NM_142016.3,3145
41635,NP_731785.1,885,NM_169502.2,3089
41635,NP_650274.2,942,NM_142017.3,2966
41636,NP_731786.1,1012,NM_169503.3,3273
41636,NP_731787.1,1025,NM_169504.3,3635
41636,NP_650276.2,903,NM_142019.3,3002
12797895,NP_001247085.1,73,NM_001260156.1,366
14462464,NP_001262532.1,83,NM_001275603.2,334
19834892,NP_001287312.1,55,NM_001300383.1,280
41638,NP_731788.1,599,NM_169505.2,2912
41638,NP_731789.1,599,NM_169506.2,2617
41639,NP_731790.1,660,NM_169507.3,2752
261599,NP_731791.2,488,NM_169508.2,1467
41641,NP_001189215.1,251,NM_001202286.1,1314
41641,NP_524343.2,251,NM_079619.4,1157
41640,NP_731793.1,280,NM_169510.3,1555
41640,NP_001287313.1,280,NM_001300384.1,1587
41640,NP_650279.1,280,NM_142022.4,1400
41642,NP_650280.1,183,NM_142023.4,643
41643,NP_477331.1,394,NM_057983.4,1434
5740636,NP_001097771.1,101,NM_001104301.2,588
41644,NP_731796.1,424,NM_169511.2,2174
41644,NP_731800.1,556,NM_169515.2,2570
41644,NP_001262533.1,567,NM_001275604.1,2603
41644,NP_731797.1,424,NM_169512.2,2179
41644,NP_731801.1,556,NM_169516.2,2575
41644,NP_731798.1,556,NM_169513.2,2640
41644,NP_731799.1,556,NM_169514.2,2826
41645,NP_731802.1,356,NM_169517.2,1535
318249,NP_001262535.1,87,NM_001275606.1,475
318249,NP_731803.1,87,NM_169518.2,422
41646,NP_650283.1,403,NM_142026.3,1883
41646,NP_731807.1,403,NM_169522.2,1824
41646,NP_731804.1,403,NM_169519.2,2021
41646,NP_731805.1,403,NM_169520.2,1810
41646,NP_731806.1,403,NM_169521.2,1860
41647,NP_650284.2,922,NM_142027.4,2939
41648,NP_650285.1,136,NM_142028.3,1167
41648,NP_001189216.1,136,NM_001202287.1,1281
41648,NP_001189217.1,136,NM_001202288.1,1322
50026,NP_731809.1,99,NM_169523.3,447
41649,NP_731810.1,105,NM_169524.2,749
41649,NP_001262536.1,105,NM_001275607.1,363
41650,NP_650287.3,250,NM_142030.4,1122
3885575,NP_001034051.1,94,NM_001038962.3,425
41651,NP_650288.1,409,NM_142031.4,1319
41652,NP_650289.2,435,NM_142032.3,1571
41653,NP_524344.1,530,NM_079620.3,1844
41654,NP_650290.2,796,NM_142033.2,2415
48632,NP_001287314.1,376,NM_001300385.1,1853
48632,NP_477091.1,376,NM_057743.5,1567
48632,NP_731812.1,376,NM_169525.2,1643
41656,NP_001138044.1,932,NM_001144572.2,4249
41656,NP_001138045.1,786,NM_001144573.2,3811
41656,NP_650291.1,972,NM_142034.2,4369
41656,NP_001138046.1,919,NM_001144574.2,4464
41657,NP_001247086.1,1001,NM_001260157.1,5123
41657,NP_001034052.2,1001,NM_001038963.3,4919
41658,NP_650293.1,194,NM_142036.1,585
10178823,NP_001189218.3,133,NM_001202289.3,562
318688,NP_731817.1,104,NM_169526.3,849
41659,NP_650294.1,132,NM_142037.2,729
41660,NP_650295.1,112,NM_142038.2,1026
41661,NP_731821.1,112,NM_169527.2,1122
41661,NP_001287315.1,112,NM_001300386.1,1877
41661,NP_650296.1,112,NM_142039.2,494
41662,NP_001262537.1,127,NM_001275608.1,851
41662,NP_476675.1,127,NM_057327.5,568
41663,NP_650297.1,146,NM_142040.2,576
41665,NP_650299.1,728,NM_142042.3,2406
41665,NP_001247087.1,727,NM_001260158.1,2403
41666,NP_001247088.1,308,NM_001260159.2,2844
41666,NP_652209.1,308,NM_143952.2,2239
41666,NP_731825.1,344,NM_169528.2,2115
41666,NP_996203.1,178,NM_206481.2,1983
41666,NP_731826.1,321,NM_169529.3,5551
47998,NP_731830.2,690,NM_169533.2,5382
47998,NP_731829.1,690,NM_169532.2,3501
47998,NP_524907.2,690,NM_080168.3,3268
47998,NP_731828.1,690,NM_169531.2,3167
41668,NP_476935.1,428,NM_057587.4,1515
48535,NP_001262538.1,385,NM_001275609.1,1587
48535,NP_476806.2,385,NM_057458.5,2759
48535,NP_476807.1,385,NM_057459.5,2281
48535,NP_001163602.1,385,NM_001170131.2,1810
41670,NP_788667.2,350,NM_176490.3,1725
41670,NP_788671.2,355,NM_176494.4,1590
41670,NP_788668.1,329,NM_176491.3,1643
41670,NP_001014619.2,355,NM_001014619.3,1580
41670,NP_001163604.1,147,NM_001170133.2,3966
41670,NP_001163603.1,135,NM_001170132.2,3563
41670,NP_788669.1,135,NM_176492.4,3045
41670,NP_788665.1,350,NM_176488.3,1565
41670,NP_788670.1,147,NM_176493.4,3958
41670,NP_788666.1,350,NM_176489.3,1557
41671,NP_001262539.1,397,NM_001275610.1,3851
41671,NP_001262540.1,397,NM_001275611.1,4899
41671,NP_001262541.1,408,NM_001275612.1,4932
41671,NP_650300.2,408,NM_142043.3,3724
41672,NP_650301.1,220,NM_142044.4,1226
41673,NP_731843.1,567,NM_169544.2,2553
41673,NP_001163606.1,567,NM_001170135.2,2487
41673,NP_731840.1,567,NM_169541.3,2428
41673,NP_731846.1,567,NM_169547.3,2403
41673,NP_731842.1,567,NM_169543.3,2422
41673,NP_731844.1,567,NM_169545.3,2407
41673,NP_650302.1,567,NM_142045.4,2397
41673,NP_731845.1,567,NM_169546.3,2401
41673,NP_731841.1,567,NM_169542.3,2391
41674,NP_001262542.1,994,NM_001275613.1,3334
41674,NP_650303.1,994,NM_142046.2,3350
41674,NP_001262543.1,994,NM_001275614.1,3186
41675,NP_650304.2,973,NM_142047.4,5618
41675,NP_731850.2,980,NM_169549.2,3888
41675,NP_731849.2,980,NM_169548.3,3788
41676,NP_650305.1,310,NM_142048.2,1204
41677,NP_001097773.1,474,NM_001104303.2,2532
41677,NP_731852.2,693,NM_169550.2,2558
41677,NP_001262544.1,802,NM_001275615.1,2885
41677,NP_001097772.1,522,NM_001104302.2,3407
41677,NP_650306.1,650,NM_142049.3,2470
41677,NP_001262546.1,571,NM_001275617.1,2795
41677,NP_001262545.1,759,NM_001275616.1,2797
41677,NP_001262547.1,522,NM_001275618.1,3319
41677,NP_001097774.1,620,NM_001104304.2,2219
41678,NP_650307.2,620,NM_142050.3,2164
41679,NP_524345.2,502,NM_079621.3,1613
41680,NP_650308.3,506,NM_142051.3,1737
261628,NP_731853.2,164,NM_169551.4,613
3772179,NP_001027187.1,155,NM_001032016.2,1336
3772179,NP_001027186.1,155,NM_001032015.2,588
3772427,NP_001027188.1,164,NM_001032017.2,1336
5740131,NP_650310.2,1308,NM_142053.2,10048
5740131,NP_001262551.1,2020,NM_001275622.1,9215
5740131,NP_001097778.1,2050,NM_001104308.3,8745
5740131,NP_001262549.1,1974,NM_001275620.1,9067
5740131,NP_001097776.1,1974,NM_001104306.3,7637
5740131,NP_001097775.2,3090,NM_001104305.3,10319
5740131,NP_001097777.1,2020,NM_001104307.3,7109
5740131,NP_001138047.1,2020,NM_001144575.2,7037
5740131,NP_001262548.1,2042,NM_001275619.2,6710
5740131,NP_001262552.1,2037,NM_001275623.1,6840
41682,NP_650309.1,168,NM_142052.2,660
41686,NP_650313.1,211,NM_142056.3,807
41687,NP_650314.1,595,NM_142057.3,2122
41688,NP_001262553.1,952,NM_001275624.1,4111
41688,NP_788674.1,952,NM_176497.2,4081
41688,NP_788675.1,930,NM_176498.2,4014
41688,NP_001262554.1,952,NM_001275625.1,4127
41688,NP_001262555.1,952,NM_001275626.1,4134
41689,NP_650316.1,214,NM_142059.3,1117
7354380,NP_001138048.1,80,NM_001144576.2,1117
41690,NP_650317.3,297,NM_142060.4,999
48450,NP_731864.1,508,NM_169558.2,2047
48450,NP_650318.1,508,NM_142061.3,2034
48450,NP_731863.1,508,NM_169557.2,1938
48450,NP_001287316.1,508,NM_001300387.1,1813
7354381,NP_001138050.1,11,NM_001144578.2,1540
7354376,NP_001138051.1,11,NM_001144579.2,1540
7354378,NP_001138052.1,11,NM_001144580.2,1540
7354377,NP_001138049.1,32,NM_001144577.2,1540
41693,NP_001287317.1,56,NM_001300388.1,515
41693,NP_524346.1,56,NM_079622.4,446
41694,NP_001287319.1,752,NM_001300390.1,3521
41694,NP_001287318.1,752,NM_001300389.1,2823
41694,NP_788676.1,752,NM_176499.2,2427
261626,NP_731866.1,341,NM_169559.2,1695
261626,NP_001287320.1,341,NM_001300391.1,1500
41695,NP_650320.1,206,NM_142063.2,688
45396,NP_524825.1,524,NM_080086.2,2122
41697,NP_731868.1,494,NM_169560.2,2478
41698,NP_650321.1,313,NM_142064.4,1110
41699,NP_650322.1,341,NM_142065.2,1101
251711,NP_001287322.1,63,NM_001300393.1,1185
251711,NP_731871.1,63,NM_169561.3,827
41700,NP_001303460.1,231,NM_001316531.1,1685
41700,NP_650323.2,231,NM_142066.2,915
41701,NP_731872.1,375,NM_169562.2,1402
41702,NP_650324.1,892,NM_142067.3,3193
41703,NP_731873.1,618,NM_169563.2,1995
41704,NP_731875.2,406,NM_169564.2,3856
41704,NP_650325.1,403,NM_142068.2,2802
41704,NP_650326.3,829,NM_142069.4,4159
41704,NP_731876.2,406,NM_169565.2,2962
41704,NP_731877.1,374,NM_169566.2,2311
41706,NP_650327.1,508,NM_142070.3,1640
41707,NP_650328.1,370,NM_142071.3,1981
41708,NP_001262556.1,124,NM_001275627.1,1006
41708,NP_650329.1,124,NM_142072.3,626
41709,NP_996205.1,613,NM_206483.3,3939
41709,NP_650330.3,622,NM_142073.5,3708
41709,NP_001303426.1,619,NM_001316497.1,3566
41709,NP_996204.1,613,NM_206482.3,3548
41709,NP_001262557.1,622,NM_001275628.1,3450
41710,NP_650331.1,159,NM_142074.4,804
41710,NP_731880.1,159,NM_169568.3,839
41711,NP_001097784.1,182,NM_001104314.2,857
41712,NP_650333.1,102,NM_142076.3,714
41713,NP_001247089.1,430,NM_001260160.1,2512
41713,NP_001014620.1,430,NM_001014620.2,1601
41714,NP_650335.1,632,NM_142078.3,3476
41714,NP_001262558.1,639,NM_001275629.1,3476
41714,NP_001303481.1,671,NM_001316552.1,3476
41715,NP_524348.2,401,NM_079624.3,1206
41716,NP_650336.2,319,NM_142079.2,960
41717,NP_996208.1,750,NM_206486.3,2683
41718,NP_001247090.1,472,NM_001260161.1,2291
41718,NP_001262560.1,473,NM_001275631.1,2294
41718,NP_001262559.1,472,NM_001275630.1,2376
41718,NP_477263.1,473,NM_057915.5,2379
41718,NP_001247091.1,477,NM_001260162.1,2391
41718,NP_001097785.1,473,NM_001104315.2,2373
41719,NP_650338.1,343,NM_142081.4,1377
41720,NP_001262561.1,261,NM_001275632.1,1200
41720,NP_476951.1,261,NM_057603.6,937
41721,NP_001287323.1,1176,NM_001300394.1,4060
41721,NP_476706.1,1176,NM_057358.4,3775
41722,NP_650339.1,151,NM_142082.3,740
41723,NP_650340.1,1024,NM_142083.4,3292
50032,NP_001262562.1,76,NM_001275633.1,440
50032,NP_652212.2,76,NM_143955.2,344
41724,NP_650341.1,264,NM_142084.2,945
14462470,NP_001334693.1,38,NM_001347772.1,452
14462470,NP_001334692.1,38,NM_001347771.1,233
318788,NP_731887.1,844,NM_169569.2,2704
318684,NP_731888.1,861,NM_169570.3,2719
41725,NP_650342.2,232,NM_142085.3,860
41726,NP_001247092.1,511,NM_001260163.1,14565
41726,NP_001163607.1,481,NM_001170136.2,2616
41726,NP_477007.2,496,NM_057659.4,2661
41726,NP_001262563.1,560,NM_001275634.1,2661
41726,NP_001303454.1,535,NM_001316525.1,2661
41727,NP_650343.1,504,NM_142086.4,1713
41728,NP_650344.2,520,NM_142087.3,1761
326258,NP_788677.1,296,NM_176500.4,1025
2768666,NP_996209.2,516,NM_206487.2,1681
41729,NP_650345.1,439,NM_142088.4,1449
41730,NP_650346.1,289,NM_142089.4,1128
12797901,NP_001303506.1,137,NM_001316577.1,2110
12797901,NP_001247093.1,137,NM_001260164.1,560
12797901,NP_001287324.1,63,NM_001300395.1,400
41731,NP_650347.2,155,NM_142090.2,550
41733,NP_001303507.1,582,NM_001316578.1,4314
41733,NP_001262564.1,582,NM_001275635.2,2337
41733,NP_650348.1,582,NM_142091.5,1862
12797902,NP_001247094.1,152,NM_001260165.2,701
41734,NP_650349.1,300,NM_142092.2,1006
41735,NP_650350.1,274,NM_142093.1,956
41736,NP_650351.2,282,NM_142094.2,981
41737,NP_599108.1,3358,NM_134281.2,12366
41737,NP_476769.1,3726,NM_057421.3,13603
41737,NP_476770.1,3358,NM_057422.3,12815
41737,NP_599109.1,3726,NM_134282.2,14052
41737,NP_001014621.1,3358,NM_001014621.2,11066
41738,NP_001287325.1,366,NM_001300396.1,2535
41738,NP_650352.1,366,NM_142095.4,2316
41738,NP_001247097.1,366,NM_001260168.1,2113
41738,NP_731894.1,366,NM_169572.3,1997
41738,NP_731895.1,343,NM_169573.3,2169
41738,NP_001247095.1,343,NM_001260166.2,2055
41738,NP_001247096.1,343,NM_001260167.1,1927
41739,NP_650353.1,588,NM_142096.3,1843
41740,NP_524349.1,941,NM_079625.3,3260
41740,NP_731897.1,941,NM_169574.2,3508
41740,NP_001247098.1,941,NM_001260169.2,3682
41741,NP_001287326.1,129,NM_001300397.1,1035
41741,NP_731898.1,129,NM_169575.3,701
41741,NP_001247099.1,129,NM_001260170.2,694
318681,NP_731899.1,601,NM_169576.3,2198
41742,NP_524350.1,154,NM_079626.3,654
41743,NP_731900.1,691,NM_169577.3,4183
41743,NP_650354.1,691,NM_142097.4,3311
41743,NP_001247100.1,691,NM_001260171.2,3175
41744,NP_001247102.1,1035,NM_001260173.2,5111
41744,NP_001247101.1,1035,NM_001260172.2,4225
41744,NP_001356916.1,1161,NM_001370051.1,4603
41744,NP_650355.2,1035,NM_142098.4,3923
41745,NP_001189221.1,81,NM_001202292.1,664
41745,NP_731903.1,81,NM_169579.2,599
41745,NP_650356.1,81,NM_142099.3,543
41746,NP_476740.1,341,NM_057392.5,1384
41747,NP_001247103.1,721,NM_001260174.3,3540
41747,NP_650357.2,721,NM_142100.3,2669
41747,NP_001303453.1,721,NM_001316524.1,2731
41747,NP_731904.1,721,NM_169580.3,2996
318680,NP_731905.1,845,NM_169581.2,3431
41748,NP_650358.1,147,NM_142101.3,1037
41749,NP_001097788.1,2351,NM_001104318.2,8631
41749,NP_001097786.1,2351,NM_001104316.2,9298
41749,NP_731907.1,1017,NM_169583.3,4478
5740700,NP_001097789.1,552,NM_001104319.2,1996
5740700,NP_001163608.1,553,NM_001170137.1,1989
41756,NP_001262565.1,422,NM_001275636.1,2512
41756,NP_650366.1,422,NM_142109.2,1415
41757,NP_524351.1,196,NM_079627.3,734
41758,NP_650367.1,244,NM_142110.5,883
41760,NP_650369.3,1118,NM_142112.5,6355
41760,NP_001262566.1,1124,NM_001275637.2,6101
41760,NP_001287327.1,1118,NM_001300398.1,5742
5740836,NP_001097790.1,128,NM_001104320.2,446
41759,NP_650368.1,492,NM_142111.2,1623
41761,NP_001097791.1,186,NM_001104321.2,663
41762,NP_650371.1,158,NM_142114.3,587
41763,NP_650372.1,152,NM_142115.2,506
41764,NP_731917.1,142,NM_169585.2,483
41765,NP_650373.1,174,NM_142116.2,587
318677,NP_731919.1,124,NM_169586.2,782
318677,NP_001262568.1,59,NM_001275639.1,645
318677,NP_001262567.1,124,NM_001275638.1,470
41766,NP_650374.1,104,NM_142117.2,1173
41766,NP_001262569.1,104,NM_001275640.1,703
41767,NP_476856.1,126,NM_057508.4,484
41768,NP_650375.1,1283,NM_142118.2,4242
41768,NP_731922.1,1283,NM_169587.2,4416
14462474,NP_001262570.1,90,NM_001275641.1,281
41770,NP_001097792.1,1211,NM_001104322.2,4679
41770,NP_731923.2,1220,NM_169588.2,4594
41770,NP_731924.1,1012,NM_169589.2,3787
41770,NP_001262571.1,1029,NM_001275642.2,3822
41770,NP_001262572.1,973,NM_001275643.1,3643
41771,NP_650376.1,374,NM_142119.3,2617
41771,NP_001262573.1,374,NM_001275644.1,1951
41771,NP_731925.1,374,NM_169590.2,1813
41772,NP_001262574.1,516,NM_001275645.1,4013
41772,NP_731926.1,516,NM_169591.3,2713
41772,NP_001262575.1,520,NM_001275646.1,2713
41773,NP_731927.1,103,NM_169592.3,576
41773,NP_001262576.1,103,NM_001275647.1,553
41773,NP_524352.1,103,NM_079628.4,753
41773,NP_731928.1,103,NM_169593.3,645
41775,NP_650378.1,818,NM_142121.2,3436
41774,NP_731930.3,1981,NM_169594.3,6745
41776,NP_001287328.1,1200,NM_001300399.1,6007
41776,NP_650379.1,1200,NM_142122.4,4227
41776,NP_001247104.1,1200,NM_001260175.2,4010
41777,NP_650380.2,360,NM_142123.3,1185
41778,NP_731932.1,360,NM_169595.3,1548
41778,NP_650381.1,349,NM_142124.4,1515
41779,NP_650382.3,535,NM_142125.4,1823
41780,NP_650383.2,353,NM_142126.2,1279
3772109,NP_001027575.1,1407,NM_001032403.2,5841
3772109,NP_001027576.2,975,NM_001032404.3,4105
41783,NP_001287329.1,1288,NM_001300400.1,5750
41783,NP_001034055.1,1288,NM_001038966.2,4909
41784,NP_731939.1,351,NM_169599.2,1574
41784,NP_650387.1,351,NM_142130.3,2349
41784,NP_731940.1,351,NM_169600.2,1704
41784,NP_001262577.1,341,NM_001275648.1,1647
41785,NP_001262579.1,147,NM_001275650.1,1913
41785,NP_731941.1,147,NM_169601.2,2084
41785,NP_001262578.1,147,NM_001275649.1,1622
41788,NP_650389.2,1153,NM_142132.4,6436
41788,NP_001247105.1,1315,NM_001260176.2,5350
41788,NP_001247107.1,1151,NM_001260178.2,6493
41788,NP_001247106.1,958,NM_001260177.2,4993
41788,NP_001247108.1,1120,NM_001260179.2,4547
41788,NP_001097793.1,958,NM_001104323.3,3889
41788,NP_996210.1,959,NM_206488.2,3237
41786,NP_731942.1,303,NM_169602.2,1219
41786,NP_001262580.1,306,NM_001275651.1,1102
41786,NP_001262581.1,303,NM_001275652.1,1297
41786,NP_524353.2,303,NM_079629.4,1028
41787,NP_650388.2,793,NM_142131.2,2654
41789,NP_650390.2,556,NM_142133.4,1973
41790,NP_650391.1,557,NM_142134.2,1999
41791,NP_650392.1,560,NM_142135.4,2071
3346167,NP_001014622.3,1567,NM_001014622.3,8282
3346167,NP_001262582.1,1567,NM_001275653.1,8309
3346167,NP_001014625.1,1102,NM_001014625.3,7376
3346167,NP_001138056.1,1137,NM_001144584.3,7481
3346167,NP_001247109.1,3734,NM_001260180.2,14849
3346167,NP_001014624.1,2645,NM_001014624.3,8811
3346167,NP_001014623.1,1517,NM_001014623.3,5606
3346167,NP_001138055.1,600,NM_001144583.3,2713
3346167,NP_001097794.1,708,NM_001104324.4,3037
41795,NP_650396.1,488,NM_142139.1,1695
41797,NP_996212.1,421,NM_206490.3,2776
41797,NP_650398.3,421,NM_142141.3,2710
41797,NP_731951.2,421,NM_169605.3,2705
41798,NP_001287330.1,900,NM_001300401.1,3233
41798,NP_001097795.1,900,NM_001104325.2,2988
2768669,NP_996214.1,349,NM_206492.3,1315
2768668,NP_996213.1,342,NM_206491.3,1284
41801,NP_476848.1,267,NM_057500.4,1142
41800,NP_731954.1,470,NM_169607.2,1632
41800,NP_650401.1,470,NM_142144.3,1560
41802,NP_650402.1,469,NM_142145.4,1510
41803,NP_650403.2,263,NM_142146.3,1603
41804,NP_650404.1,796,NM_142147.4,2497
41805,NP_650405.2,276,NM_142148.4,879
41806,NP_650406.2,212,NM_142149.3,672
41807,NP_650407.1,230,NM_142150.3,874
41807,NP_001247110.1,180,NM_001260181.2,951
45247,NP_001247111.1,212,NM_001260182.2,1348
45247,NP_652010.1,212,NM_143753.2,1352
41809,NP_001287331.1,868,NM_001300402.1,4074
41809,NP_650408.1,868,NM_142151.2,3293
41810,NP_650409.1,364,NM_142152.2,1265
41811,NP_650410.1,216,NM_142153.3,784
2768670,NP_001287332.1,602,NM_001300403.1,4826
2768670,NP_996215.1,602,NM_206493.2,3272
41815,NP_650414.1,251,NM_142157.1,756
41816,NP_001287333.1,664,NM_001300404.1,4578
41816,NP_001097796.1,664,NM_001104326.2,3445
41817,NP_001189222.1,1559,NM_001202293.3,6683
41817,NP_731964.2,1560,NM_169609.4,6686
41820,NP_650419.1,433,NM_142162.3,1428
41821,NP_650420.1,537,NM_142163.3,1731
41822,NP_650421.3,404,NM_142164.4,1483
41823,NP_731968.1,689,NM_169611.2,2487
41823,NP_650422.1,689,NM_142165.3,3129
41823,NP_001262583.1,689,NM_001275654.1,2473
41823,NP_731967.2,709,NM_169610.2,2584
41825,NP_001036711.1,1097,NM_001043246.4,4824
41825,NP_001247115.1,1097,NM_001260186.2,4049
41825,NP_731974.4,1090,NM_169616.4,4028
41824,NP_001163609.1,313,NM_001170138.1,2020
41824,NP_001262585.1,310,NM_001275656.1,1777
41824,NP_731969.1,166,NM_169612.1,1345
41824,NP_001163611.1,236,NM_001170140.1,1723
41824,NP_731970.1,312,NM_169613.1,1783
41824,NP_001163613.1,313,NM_001170142.1,1954
41824,NP_001247114.1,364,NM_001260185.1,1939
41824,NP_650423.1,365,NM_142166.2,2110
41824,NP_001247113.1,364,NM_001260184.1,1905
41824,NP_001163612.1,230,NM_001170141.1,1088
41824,NP_001287334.1,119,NM_001300405.1,2827
41824,NP_001287335.1,168,NM_001300406.1,1440
41824,NP_001262584.1,157,NM_001275655.1,814
41824,NP_001163610.1,157,NM_001170139.1,879
41824,NP_731971.1,157,NM_169614.2,813
41824,NP_731972.1,168,NM_169615.2,824
41824,NP_001247112.1,119,NM_001260183.1,2535
41826,NP_650425.1,1332,NM_142168.2,4431
41826,NP_001247116.1,1332,NM_001260187.1,4276
8674000,NP_001163614.1,503,NM_001170143.2,2190
8674000,NP_650426.1,323,NM_142169.4,1650
8674000,NP_001163616.1,323,NM_001170145.2,2063
8674000,NP_001163615.1,503,NM_001170144.2,2215
8674000,NP_731978.1,323,NM_170649.2,1675
