NCBI GeneID,Protein Accession,Protein_length
31313,NP_570057.1,200
31314,NP_001259210.1,527
31314,NP_570058.1,558
31315,NP_001259211.1,386
31315,NP_570059.2,383
31316,NP_570060.1,582
31316,NP_726865.1,582
31316,NP_726866.1,582
31320,NP_001259213.1,574
31320,NP_001259214.1,574
31320,NP_001259215.1,574
31320,NP_001259216.1,617
31320,NP_570064.1,637
31323,NP_570067.1,110
31323,NP_726872.1,110
31343,NP_570081.2,493
31353,NP_001259227.1,1251
31353,NP_001259228.1,1332
31353,NP_001259229.1,1648
31353,NP_001259230.1,1706
31353,NP_001284850.1,1618
31353,NP_001356932.1,1648
31353,NP_726905.2,1309
31356,NP_572149.2,233
31365,NP_572153.1,152
31369,NP_572156.1,123
31370,NP_572157.1,150
31371,NP_572158.1,485
31372,NP_001284857.1,553
31372,NP_572159.1,553
31375,NP_572161.1,425
31383,NP_572166.1,508
31386,NP_572169.1,465
31389,NP_572172.1,630
31393,NP_572175.3,1322
31393,NP_726937.3,1322
31395,NP_001284865.1,457
31395,NP_572176.2,583
31396,NP_572177.2,252
31401,NP_572179.1,714
31409,NP_572184.1,301
31411,NP_572186.1,408
31412,NP_001138156.1,128
31412,NP_572187.2,128
31413,NP_572188.1,479
31414,NP_001259245.1,1873
31414,NP_001259246.1,1873
31414,NP_001401054.1,1776
31414,NP_001401055.1,1796
31414,NP_001401056.1,1757
31414,NP_572189.1,1893
31415,NP_572190.1,237
31426,NP_572200.2,346
31427,NP_001284876.1,215
31427,NP_572201.2,215
31433,NP_572205.1,324
31434,NP_001284877.1,422
31434,NP_572206.1,422
31435,NP_572207.1,581
31439,NP_572210.1,749
31440,NP_572211.1,272
31445,NP_001284883.1,476
31445,NP_572213.1,477
31465,NP_001284895.1,182
31465,NP_572227.1,182
31466,NP_001284896.1,148
31466,NP_572228.1,148
31471,NP_572233.2,299
31472,NP_001096887.1,460
31486,NP_001162677.1,281
31486,NP_572244.1,310
31498,NP_001284907.1,259
31498,NP_572255.1,259
31504,NP_001245537.1,521
31504,NP_572260.2,634
31508,NP_572264.1,370
31509,NP_572265.1,650
31515,NP_572271.1,233
31516,NP_001284911.1,293
31516,NP_572272.1,293
31529,NP_572283.1,307
31538,NP_001259265.1,728
31538,NP_572290.2,829
31538,NP_727061.2,886
31539,NP_001033834.1,78
31539,NP_001245543.1,199
31539,NP_572291.2,183
31585,NP_572323.1,321
31586,NP_572324.1,453
31592,NP_572327.1,266
31592,NP_727100.1,260
31610,NP_001259287.1,318
31610,NP_572343.1,318
31614,NP_001188550.1,535
31614,NP_001188551.1,535
31614,NP_572347.1,535
31615,NP_001284962.1,3313
31615,NP_572348.1,3313
31615,NP_727123.1,3313
31650,NP_001036262.2,263
31650,NP_572378.3,263
31651,NP_572379.1,252
31658,NP_572384.1,185
31670,NP_001284980.1,104
31670,NP_572393.1,104
31671,NP_572394.2,210
31675,NP_572398.1,667
31676,NP_572399.1,185
31679,NP_001162692.1,552
31679,NP_572400.1,552
31714,NP_572429.1,571
31715,NP_572430.1,181
31720,NP_572431.2,542
31737,NP_572446.2,315
31739,NP_001285007.1,301
31739,NP_572447.1,301
31748,NP_572455.1,405
31749,NP_572456.1,323
31751,NP_001259325.1,655
31751,NP_001285009.1,600
31751,NP_572457.1,600
31759,NP_572465.1,165
31765,NP_572469.1,213
31770,NP_572473.1,955
317826,NP_001286987.1,178
317826,NP_729403.1,178
317827,NP_729415.2,160
317828,NP_729417.2,209
317835,NP_729470.1,313
317842,NP_729676.1,110
317854,NP_729804.1,88
317855,NP_001246736.1,1397
317855,NP_729828.2,1413
317856,NP_001261789.2,980
317856,NP_729846.3,956
317862,NP_729854.1,475
317864,NP_729853.1,215
317866,NP_729879.1,484
317867,NP_001097599.1,648
317880,NP_729963.1,238
317885,NP_001287079.2,527
317885,NP_730116.2,357
317890,NP_730205.1,228
317891,NP_001287083.1,60
317891,NP_730181.1,143
317894,NP_730211.1,540
317897,NP_730300.2,570
317898,NP_730299.1,419
317902,NP_730309.1,105
317904,NP_730325.1,136
317904,NP_730326.1,133
317909,NP_730339.1,136
317913,NP_001097641.1,368
317913,NP_001369059.1,488
317916,NP_730410.2,129
317917,NP_730416.1,111
317918,NP_730413.2,129
317919,NP_001262045.1,116
317919,NP_730409.2,116
317922,NP_730469.1,150
317924,NP_730456.2,432
317930,NP_729045.1,975
317933,NP_728987.1,145
317934,NP_729000.2,415
317935,NP_729014.1,485
317936,NP_729020.2,565
317938,NP_729002.2,182
317939,NP_729001.2,242
31794,NP_001259338.1,196
31794,NP_572489.2,201
317942,NP_001163341.1,163
317942,NP_728929.2,163
317944,NP_728903.1,206
317945,NP_728900.1,77
317956,NP_728826.1,102
317962,NP_728755.1,358
317963,NP_728742.1,200
317964,NP_001137874.1,134
317964,NP_728741.1,134
317966,NP_728731.1,219
317969,NP_001097478.3,161
317969,NP_001286911.1,161
317999,NP_729295.1,294
318018,NP_001097521.3,332
318020,NP_729101.2,584
318020,NP_729102.2,434
318030,NP_730626.1,85
318034,NP_730717.1,158
318035,NP_001287148.1,574
318035,NP_730736.1,574
318035,NP_730737.1,574
318036,NP_001287146.1,120
318036,NP_730733.1,120
318037,NP_730740.1,534
318040,NP_001163497.1,141
318040,NP_730771.1,163
318042,NP_730770.1,252
318043,NP_730750.1,284
318044,NP_722779.1,318
318060,NP_728363.1,193
318079,NP_001259704.1,347
318079,NP_728236.1,347
318082,NP_001259694.1,186
318082,NP_728208.1,186
318085,NP_728169.2,104
318097,NP_727928.3,16223
318101,NP_727833.1,170
318103,NP_727796.1,183
318104,NP_001285256.1,392
318104,NP_727813.1,392
318105,NP_727787.1,149
318108,NP_727768.1,317
318134,NP_727680.1,142
318136,NP_727675.1,132
318138,NP_727655.1,101
318140,NP_727605.1,618
318143,NP_727600.1,330
318153,NP_727413.1,1082
318153,NP_727414.1,719
318165,NP_727262.2,183
318166,NP_001285020.1,184
318166,NP_727264.1,184
318168,NP_001259314.1,261
318168,NP_001259315.1,257
318168,NP_727197.2,256
318169,NP_727190.1,1220
318170,NP_727191.2,336
318175,NP_001284984.1,60
318175,NP_727188.1,60
318176,NP_727185.1,122
318193,NP_001284919.1,459
318193,NP_727053.1,459
318198,NP_001284894.1,200
318198,NP_727000.1,200
318207,NP_726901.2,911
318210,NP_726900.2,911
318215,NP_726810.1,202
31822,NP_001259368.1,131
31822,NP_572511.1,131
318220,NP_726762.1,205
318223,NP_726716.2,244
318224,NP_001284763.1,382
318224,NP_726709.2,382
318226,NP_001162629.1,121
318226,NP_001259095.1,121
318226,NP_726668.1,121
318235,NP_723227.1,234
318237,NP_001285999.1,140
318237,NP_724026.1,140
318243,NP_728511.1,386
318244,NP_001189040.1,356
318244,NP_728784.1,329
31825,NP_001356935.1,196
31825,NP_572513.1,171
318250,NP_732112.1,552
318251,NP_001189229.1,107
318251,NP_732096.1,107
318260,NP_788618.1,249
318261,NP_788575.1,166
318271,NP_001137823.1,145
318271,NP_001137824.1,145
318271,NP_788052.1,145
318273,NP_788007.1,257
318274,NP_788008.1,255
31830,NP_001285032.1,103
31830,NP_572517.1,103
31831,NP_001285033.1,127
31831,NP_001285034.1,146
31831,NP_001285035.1,125
31831,NP_572518.1,125
31831,NP_572519.2,146
31853,NP_572533.1,263
318553,NP_733412.2,176
318554,NP_733411.1,114
318555,NP_001263121.1,254
318555,NP_733398.1,254
318558,NP_001263118.1,636
318558,NP_733391.1,659
31856,NP_572536.1,211
31857,NP_572537.1,284
31857,NP_788893.1,284
318571,NP_001263039.1,81
318571,NP_733254.1,81
318574,NP_733225.1,415
318574,NP_733226.1,436
318574,NP_733227.1,424
318578,NP_001189302.1,750
318578,NP_733205.3,751
318582,NP_733184.2,182
318590,NP_001356895.1,70
318597,NP_733068.2,290
318599,NP_733025.1,391
318601,NP_733000.1,166
31861,NP_572541.1,162
318616,NP_001262814.1,202
318616,NP_732671.1,203
318625,NP_733428.2,491
318627,NP_001262753.1,198
318627,NP_732487.1,190
318633,NP_732378.1,52
318633,NP_732379.1,52
318637,NP_732366.1,59
318638,NP_732363.1,679
318646,NP_733241.2,379
318652,NP_001247147.1,187
318652,NP_732191.1,434
318657,NP_001163630.1,391
318657,NP_001262631.1,445
318657,NP_001262632.1,391
318657,NP_001262633.1,67
318657,NP_001262634.1,129
318657,NP_732136.2,454
318662,NP_731103.1,205
318663,NP_001287362.1,222
318663,NP_732119.1,222
318666,NP_732055.1,225
318684,NP_731888.1,861
318688,NP_731817.1,104
318693,NP_731735.1,143
318698,NP_732261.1,98
318714,NP_732414.1,274
318715,NP_731476.1,249
318715,NP_731477.1,148
318716,NP_001287265.1,156
318716,NP_731435.1,156
318722,NP_731395.1,157
318735,NP_733105.1,265
318737,NP_733106.2,881
318741,NP_001262610.1,237
318741,NP_732053.1,232
318746,NP_732454.1,246
318749,NP_731226.2,232
318751,NP_731492.1,480
318753,NP_731188.1,257
318765,NP_001189190.1,218
318765,NP_731135.2,246
318776,NP_730784.1,248
318782,NP_730837.1,316
318785,NP_730833.1,344
318788,NP_731887.1,844
31879,NP_572555.1,366
318790,NP_730917.1,563
318791,NP_001189179.1,199
318791,NP_730924.1,199
318795,NP_730971.1,1393
318826,NP_001137790.1,604
318826,NP_787970.1,579
318834,NP_001286128.1,228
318834,NP_724367.1,233
318835,NP_001246130.1,726
318835,NP_724371.2,726
318838,NP_001097620.1,282
318838,NP_001261937.1,116
318840,NP_001189130.1,124
318840,NP_788539.1,124
318842,NP_723348.1,197
318843,NP_001245938.1,948
318843,NP_001260225.1,948
318843,NP_001285742.1,537
318843,NP_001285743.1,525
318843,NP_723350.1,537
318845,NP_723444.2,123
318857,NP_001303571.1,183
318857,NP_788853.1,183
318859,NP_724320.1,285
318859,NP_724321.1,285
318860,NP_724314.2,262
318866,NP_723162.1,58
318866,NP_723163.1,58
318868,NP_001285639.1,85
318868,NP_001285640.1,90
318868,NP_723121.1,87
318875,NP_001162852.1,175
318875,NP_722702.1,192
318880,NP_724270.1,158
318881,NP_724273.1,147
318888,NP_001285576.1,151
318888,NP_722883.1,151
318892,NP_001259949.1,736
318892,NP_787964.2,1263
318893,NP_787956.1,284
318894,NP_001286583.1,185
318894,NP_001286584.1,180
318894,NP_788404.1,180
318907,NP_001260294.1,123
318907,NP_001260295.1,122
318907,NP_723480.1,122
318908,NP_723505.2,142
318920,NP_723799.1,162
318939,NP_724035.2,763
318940,NP_724093.2,380
318942,NP_001286035.1,59
318942,NP_724104.1,59
318943,NP_001286049.1,117
318943,NP_001286050.1,117
318943,NP_724118.1,117
318946,NP_001260572.1,491
318946,NP_724182.1,491
318948,NP_724121.3,498
318951,NP_724045.1,212
318952,NP_001246052.1,641
318952,NP_001286004.1,96
318952,NP_724028.2,603
318953,NP_001285983.1,142
318953,NP_723984.1,155
318959,NP_723979.1,443
318960,NP_723977.1,97
318961,NP_001246040.1,62
318961,NP_723947.1,62
31898,NP_572569.1,193
318980,NP_723803.2,212
318981,NP_723787.1,487
318982,NP_001285885.1,204
318982,NP_723798.1,204
318986,NP_723757.1,216
318988,NP_723731.1,162
318989,NP_723741.1,182
318993,NP_001285815.1,79
318993,NP_001285816.1,67
318993,NP_723620.1,79
318993,NP_723622.1,67
318995,NP_723527.1,484
319000,NP_723477.1,121
319011,NP_723396.1,1005
319012,NP_723390.1,333
319019,NP_001285705.1,424
319019,NP_723253.2,424
319020,NP_001162900.1,127
319020,NP_723266.1,127
319021,NP_723211.1,262
319026,NP_001259819.1,682
319026,NP_722626.2,407
319027,NP_722627.1,713
319028,NP_722687.1,139
319030,NP_722701.2,236
319042,NP_001188683.1,152
319042,NP_722791.1,178
319043,NP_001259971.1,121
319043,NP_722859.1,121
319052,NP_001162840.1,416
319052,NP_722608.2,416
31918,NP_001285064.1,79
31918,NP_001285065.1,79
31918,NP_727367.1,79
31919,NP_572584.1,355
31920,NP_572585.3,206
31921,NP_572586.2,162
31924,NP_001096928.1,187
31924,NP_001096929.2,187
31931,NP_001096932.1,567
31931,NP_572595.2,587
31947,NP_001096935.1,206
31947,NP_001259393.1,202
31952,NP_572612.2,376
31954,NP_001285081.1,349
31954,NP_001285082.1,349
31954,NP_572614.1,349
31962,NP_001259404.1,272
31962,NP_001259405.1,496
31962,NP_572619.3,328
31966,NP_572623.1,351
31973,NP_572629.1,115
31996,NP_572645.1,292
32018,NP_001285093.1,247
32018,NP_572661.1,245
32036,NP_572677.2,128
32037,NP_572678.1,135
32059,NP_001285115.1,167
32059,NP_572696.1,167
32062,NP_001285116.1,112
32062,NP_572698.2,112
32065,NP_572701.1,122
32074,NP_572708.1,203
32075,NP_572709.1,182
32084,NP_001245624.1,442
32084,NP_572715.2,445
32110,NP_572734.1,180
32137,NP_572751.1,135
32139,NP_572753.2,975
32147,NP_001259468.1,315
32177,NP_001036273.2,107
32177,NP_572785.2,107
32178,NP_572786.3,273
32193,NP_001285152.1,189
32193,NP_572798.1,189
32194,NP_572799.1,319
32214,NP_001245643.1,298
32214,NP_572816.1,298
32215,NP_001285162.1,294
32215,NP_572817.1,294
32224,NP_572823.1,745
32238,NP_572835.1,633
32247,NP_572844.2,894
32249,NP_001259499.1,160
32249,NP_572846.2,160
32250,NP_572847.2,153
32252,NP_001285181.1,505
32252,NP_572849.1,505
32266,NP_572860.2,236
32271,NP_572864.2,625
32276,NP_001138193.1,136
32276,NP_001138194.1,136
32276,NP_572867.1,203
32282,NP_001259512.1,178
32282,NP_001285199.1,141
32282,NP_572872.1,398
32288,NP_001285205.1,387
32288,NP_727694.1,387
32298,NP_572885.1,163
32302,NP_001096972.1,267
32307,NP_572894.1,281
32308,NP_572895.1,298
32310,NP_001259514.1,346
32310,NP_001259515.1,362
32310,NP_001259516.1,362
32310,NP_572897.1,346
32311,NP_727714.1,312
32357,NP_572936.1,299
32359,NP_001245664.1,577
32359,NP_572937.1,611
32362,NP_001285235.1,334
32362,NP_572940.1,334
32363,NP_572941.1,662
32364,NP_001033843.1,120
32365,NP_572943.2,342
32366,NP_001285236.1,123
32366,NP_572944.1,158
32382,NP_572954.2,154
32385,NP_572957.1,308
32393,NP_572963.1,147
32409,NP_572973.2,201
32421,NP_001285255.1,103
32421,NP_572984.1,103
32427,NP_727815.2,210
32443,NP_573002.1,149
32448,NP_001096985.2,1605
32448,NP_573007.3,1483
32452,NP_573011.1,198
32454,NP_573013.1,143
32454,NP_727838.1,143
32460,NP_573016.1,619
32476,NP_001285272.1,183
32476,NP_573028.1,183
32477,NP_573029.1,122
32481,NP_001285273.1,923
32481,NP_573033.1,916
32490,NP_001285277.1,687
32490,NP_788910.1,687
32501,NP_001285281.1,410
32501,NP_573051.1,410
32502,NP_001138199.1,405
32502,NP_727875.1,405
32503,NP_573052.4,1144
32507,NP_001285283.1,345
32507,NP_573056.1,345
32509,NP_001285285.1,276
32509,NP_001285286.1,231
32509,NP_001285287.1,230
32509,NP_573058.1,277
32511,NP_573060.1,345
32512,NP_573061.2,174
32516,NP_001285294.1,191
32516,NP_573064.1,191
32521,NP_573069.1,415
32521,NP_996446.1,409
32549,NP_573088.1,271
32575,NP_573105.1,621
32576,NP_573106.2,1022
32576,NP_727936.2,1022
32580,NP_573108.2,304
32591,NP_001259603.1,643
32591,NP_573113.1,643
32593,NP_001097000.1,820
32593,NP_001259604.1,820
32605,NP_573121.1,322
32605,NP_727968.1,322
32605,NP_727969.1,322
32605,NP_727970.1,322
32605,NP_727971.1,187
326117,NP_733099.1,400
326123,NP_732772.2,459
326129,NP_732419.1,321
326137,NP_732225.2,238
326145,NP_731155.2,289
326146,NP_733082.1,1150
326147,NP_732865.2,129
326149,NP_723159.1,557
326159,NP_722953.1,758
326163,NP_723939.1,427
326165,NP_001188798.2,984
326165,NP_001246021.1,628
326165,NP_001303321.1,648
326165,NP_723822.2,596
326178,NP_722807.1,372
326178,NP_722808.2,303
326179,NP_001285585.1,181
326179,NP_608775.1,181
326181,NP_001285542.1,194
326181,NP_722607.1,194
326183,NP_001261633.1,252
326183,NP_648326.1,252
326191,NP_001287026.1,109
326191,NP_729668.1,109
326199,NP_730354.2,141
326202,NP_730504.1,915
32622,NP_001259620.1,1137
32622,NP_573133.2,1137
326222,NP_728056.1,409
326227,NP_727647.1,346
326238,NP_727067.1,523
326240,NP_001259150.1,242
326240,NP_001259151.1,207
326240,NP_569957.2,213
32625,NP_788705.1,614
32625,NP_788706.1,614
32625,NP_788707.1,614
32625,NP_788709.1,609
32625,NP_788710.1,609
32625,NP_788711.1,608
326250,NP_001303539.1,95
326250,NP_788708.2,139
326253,NP_001262501.1,230
326253,NP_001262502.1,230
326253,NP_788657.1,230
326253,NP_788658.1,199
326253,NP_788659.1,164
326256,NP_788717.1,291
32626,NP_573134.1,232
326260,NP_788073.1,689
326328,NP_788599.1,177
326329,NP_001246212.1,79
326329,NP_788287.1,79
32633,NP_573138.1,413
32638,NP_001162775.1,392
32638,NP_727997.1,392
32641,NP_573143.1,1084
32642,NP_001259625.1,129
32642,NP_001259626.1,129
32642,NP_001259627.1,129
32642,NP_573144.2,129
32643,NP_573145.1,134
32654,NP_573154.1,877
32659,NP_001285351.1,325
32659,NP_728019.3,325
32666,NP_001245719.1,269
32666,NP_001303562.1,269
32666,NP_573164.2,269
32670,NP_573168.1,480
32675,NP_001162779.1,1158
32675,NP_001259629.1,1158
32675,NP_573172.2,941
32680,NP_001259631.1,330
32680,NP_573177.1,351
32681,NP_573178.1,212
32685,NP_573182.1,110
32689,NP_001138213.1,327
32691,NP_573188.1,197
32691,NP_728044.2,197
32692,NP_573189.1,517
32693,NP_573190.1,1430
32705,NP_573198.1,209
32706,NP_001285366.1,130
32706,NP_728057.1,170
32707,NP_728059.1,173
32710,NP_001285368.1,113
32710,NP_573203.2,113
32711,NP_573204.2,172
32711,NP_996495.2,106
32713,NP_573206.1,173
32713,NP_728065.2,173
32714,NP_001138216.1,200
32715,NP_001285369.1,976
32715,NP_573208.1,976
32720,NP_573212.1,198
32728,NP_573217.1,759
32733,NP_001259651.1,432
32733,NP_001259652.1,429
32733,NP_001259653.1,429
32733,NP_573222.3,429
32734,NP_001259647.1,460
32734,NP_001259648.1,462
32734,NP_001259649.1,469
32734,NP_001259650.1,464
32734,NP_573223.1,464
32734,NP_728086.1,464
32747,NP_573233.1,663
32759,NP_573243.1,125
32767,NP_728102.1,239
32774,NP_573255.1,370
32781,NP_573261.1,531
32788,NP_001245728.1,157
32788,NP_996499.1,404
32798,NP_573272.2,249
32806,NP_573278.1,147
32806,NP_728153.2,147
32814,NP_573285.1,177
32814,NP_996503.2,305
32815,NP_001245739.1,614
32815,NP_573286.1,614
32824,NP_573291.1,399
32825,NP_001138218.1,151
32825,NP_001138219.1,259
32826,NP_573293.1,354
32826,NP_728167.1,385
32827,NP_573294.1,215
32834,NP_573299.1,160
32840,NP_001285409.1,337
32840,NP_573304.1,337
32843,NP_573307.1,332
32844,NP_573308.1,436
32854,NP_573317.1,872
32854,NP_728189.1,757
32862,NP_728194.1,324
32882,NP_001259695.1,482
32882,NP_573335.1,482
32891,NP_573344.1,668
32892,NP_573345.1,168
32895,NP_573348.1,158
32896,NP_001285425.1,373
32896,NP_573349.4,373
32903,NP_573355.1,304
32911,NP_001285430.1,614
32911,NP_728227.1,614
32914,NP_001259701.1,952
32914,NP_573366.1,935
32917,NP_573369.1,480
32921,NP_573373.1,383
32937,NP_573386.2,323
32939,NP_001245748.1,2020
32939,NP_001245749.1,2019
32939,NP_573387.1,2037
32949,NP_001245757.1,219
32949,NP_608320.2,350
32961,NP_001259713.1,586
32961,NP_608330.2,542
32980,NP_001259726.1,106
32980,NP_001285459.1,106
32980,NP_608346.1,106
33004,NP_608364.2,155
33009,NP_608368.1,210
33011,NP_001097032.2,111
33011,NP_001285478.1,134
33012,NP_001285479.1,740
33012,NP_608371.2,740
33024,NP_608379.1,694
33031,NP_608385.1,190
33032,NP_001097034.2,152
33036,NP_608389.2,302
33057,NP_608404.1,152
33057,NP_728356.2,120
33060,NP_001285502.1,292
33060,NP_608406.1,292
33061,NP_608407.1,115
33068,NP_728367.3,215
33071,NP_608416.1,753
33071,NP_728371.1,764
33071,NP_728372.1,183
33088,NP_001245790.1,315
33088,NP_001285510.1,370
33088,NP_608430.2,373
33090,NP_001285511.1,307
33090,NP_608432.1,307
33096,NP_608438.1,263
33101,NP_608443.1,280
33123,NP_608453.1,183
33133,NP_001259772.1,241
33133,NP_608463.1,241
33135,NP_001259773.2,369
33135,NP_001259775.1,369
33135,NP_608465.1,369
33135,NP_728457.1,290
33141,NP_001259777.1,208
33141,NP_001259778.1,603
33141,NP_608469.1,600
33141,NP_728465.1,208
33143,NP_608471.1,220
33147,NP_608475.1,709
33163,NP_608488.3,401
33169,NP_001259797.1,134
33169,NP_608492.1,134
33175,NP_608497.1,238
33176,NP_001259801.1,1653
33176,NP_608498.3,1655
33187,NP_608505.1,443
33192,NP_608509.1,666
33197,NP_001285545.1,275
33197,NP_001285546.1,275
33197,NP_608513.1,275
33215,NP_608522.1,141
33222,NP_608527.2,1472
33222,NP_787959.2,1472
33241,NP_001259839.1,114
33241,NP_608538.2,133
33249,NP_608541.1,107
33257,NP_608547.2,263
33266,NP_001259848.1,145
33266,NP_001259849.1,145
33266,NP_608552.1,145
33267,NP_001334728.1,316
33267,NP_608553.1,316
33272,NP_001285555.1,1957
33272,NP_608555.2,1957
33278,NP_722673.1,169
33287,NP_608567.2,264
33301,NP_608580.2,180
33309,NP_608587.1,179
33310,NP_608588.2,141
33325,NP_001285561.1,206
33325,NP_608599.1,206
33325,NP_722703.2,206
33331,NP_608601.1,440
33331,NP_722708.2,401
33331,NP_722709.2,440
33331,NP_722710.1,401
33331,NP_722711.1,401
33331,NP_722712.1,440
33333,NP_608603.1,192
33337,NP_608605.1,659
33341,NP_608609.1,251
33357,NP_608620.1,128
33358,NP_608621.1,125
33365,NP_001259885.1,305
33365,NP_608628.1,305
33384,NP_001259903.1,313
33384,NP_608644.1,314
33391,NP_608650.1,157
33410,NP_608665.1,242
33411,NP_608666.1,192
33426,NP_001259935.1,269
33426,NP_001259936.1,259
33426,NP_608680.1,271
33437,NP_608687.2,395
33446,NP_001097062.2,159
33446,NP_001259947.1,159
3346141,NP_001014702.1,649
3346141,NP_001014703.1,663
3346141,NP_001014705.1,649
3346141,NP_001245435.2,586
3346142,NP_001014706.2,200
3346142,NP_001259090.1,193
3346142,NP_001259091.1,204
3346166,NP_001014639.1,94
3346203,NP_001014532.1,124
3346203,NP_001188961.1,124
3346204,NP_001014531.1,204
3346205,NP_001014530.1,226
3346220,NP_001014488.1,157
33472,NP_608712.1,242
33475,NP_608713.2,554
33479,NP_608717.2,355
33479,NP_722845.1,184
33480,NP_608718.1,302
33482,NP_608720.2,588
33485,NP_608723.2,344
33490,NP_608727.1,284
33519,NP_001259983.1,364
33519,NP_001285575.1,364
33519,NP_608744.1,364
33522,NP_001259985.1,138
33522,NP_608747.2,138
33527,NP_608749.2,200
33537,NP_001285577.1,122
33537,NP_608756.1,122
33538,NP_001285579.1,538
33538,NP_722887.2,538
33545,NP_001285582.1,485
33545,NP_608764.1,485
3354922,NP_001015164.3,184
3354922,NP_001263173.1,184
3354988,NP_001015255.1,124
3354988,NP_001245399.1,123
3354990,NP_001015258.3,368
3354990,NP_001104467.2,441
3354995,NP_001163862.1,114
33551,NP_608769.2,223
3355108,NP_001015402.3,72
3355120,NP_001036403.1,93
3355120,NP_001036404.1,171
3355125,NP_001036395.2,707
3355125,NP_001286134.1,707
3355149,NP_001036631.1,359
3355167,NP_001036309.1,123
33557,NP_608774.1,138
33570,NP_608784.1,320
33574,NP_608787.1,676
33575,NP_608788.2,644
33575,NP_722917.2,723
33577,NP_608790.2,663
33585,NP_001334671.1,97
33585,NP_608794.1,97
33590,NP_608798.1,88
33594,NP_608802.2,129
33595,NP_608803.2,84
33615,NP_608814.1,104
33616,NP_608815.1,107
33617,NP_001137789.1,75
33622,NP_608817.1,565
33630,NP_608820.1,205
33646,NP_001260025.1,1026
33646,NP_608831.1,1026
33656,NP_001260029.1,358
33656,NP_608839.1,358
33665,NP_608846.2,1136
33668,NP_001285605.1,918
33668,NP_608849.1,919
33675,NP_001285606.1,573
33675,NP_608855.2,622
33687,NP_608867.1,489
33700,NP_608878.1,846
33702,NP_608879.1,378
33732,NP_001162884.1,513
33732,NP_001260081.1,513
33732,NP_001285610.1,513
33732,NP_608901.1,600
33785,NP_608940.1,200
33790,NP_608943.1,388
33790,NP_723099.1,388
33790,NP_723100.1,388
33791,NP_001285630.1,321
33791,NP_608944.1,321
33792,NP_608945.1,486
33797,NP_001245899.1,121
33797,NP_001285633.1,121
33797,NP_608949.2,131
33799,NP_001097090.2,305
33800,NP_001162889.1,475
33800,NP_001162890.1,475
33800,NP_001260102.1,475
33800,NP_608952.2,493
33800,NP_723110.1,493
33802,NP_001260104.1,429
33802,NP_608953.1,429
33808,NP_001260107.1,315
33808,NP_608959.1,317
33809,NP_608960.2,459
33818,NP_001285647.1,316
33818,NP_608967.1,316
33820,NP_608969.1,398
33822,NP_608970.2,85
33822,NP_723127.1,85
33831,NP_001188703.1,659
33831,NP_001245903.1,659
33831,NP_608975.1,659
33855,NP_001285659.1,391
33855,NP_001285660.1,391
33855,NP_608990.1,391
33855,NP_723153.1,391
33868,NP_609000.2,1767
33869,NP_609001.2,135
33875,NP_609006.1,253
33879,NP_609010.1,100
33907,NP_001285676.1,300
33907,NP_609036.1,300
33913,NP_609042.1,363
33931,NP_723199.1,408
33954,NP_001285691.1,108
33954,NP_609074.3,108
33954,NP_723219.2,181
33954,NP_723220.2,207
33956,NP_001245915.1,242
33956,NP_001260165.1,242
33956,NP_609076.3,268
33969,NP_001245921.1,1819
33969,NP_001260169.1,1813
33969,NP_001260170.1,1901
33969,NP_609083.2,1895
33993,NP_609097.2,502
34001,NP_001188707.1,506
34001,NP_609102.1,506
34006,NP_609106.2,620
34029,NP_609124.3,558
34029,NP_723282.3,493
34037,NP_001260210.1,589
34037,NP_609130.1,787
34059,NP_723315.3,696
34061,NP_001285716.1,281
34061,NP_609147.1,281
34072,NP_609155.1,203
34125,NP_609198.1,287
34145,NP_609212.2,187
34146,NP_609213.2,252
34161,NP_995659.1,689
34164,NP_609225.1,353
34165,NP_609226.1,284
34194,NP_609244.1,625
34202,NP_609249.1,241
34208,NP_788006.1,290
34209,NP_609255.1,242
34217,NP_001260270.1,659
34217,NP_609260.1,678
34234,NP_001285774.1,231
34234,NP_609274.2,231
34240,NP_609276.1,233
34249,NP_001260285.1,54
34249,NP_001260286.1,59
34249,NP_001260287.1,608
34249,NP_609280.2,608
34252,NP_609281.1,442
34252,NP_995663.2,442
34253,NP_609282.1,133
34269,NP_609294.1,292
34272,NP_609297.2,426
34288,NP_001260297.1,209
34288,NP_609306.2,209
34334,NP_609337.2,1317
34335,NP_609338.1,734
34345,NP_001260315.1,132
34345,NP_723521.1,132
34349,NP_609350.2,440
34353,NP_001097137.1,147
34356,NP_609355.1,183
34381,NP_609372.1,549
34381,NP_723559.2,549
34386,NP_609376.1,204
34389,NP_001260322.1,686
34389,NP_001260323.1,686
34389,NP_001260324.1,685
34389,NP_609379.1,686
34393,NP_001097139.1,616
34393,NP_001334735.1,621
34406,NP_609391.1,287
34444,NP_609415.1,291
34452,NP_609420.1,406
34454,NP_723601.1,185
34455,NP_001188787.1,408
34455,NP_609423.1,409
34465,NP_001260358.1,449
34465,NP_001285809.1,449
34465,NP_609433.1,449
34466,NP_001285810.1,103
34466,NP_609434.1,103
34467,NP_001260359.1,96
34467,NP_001260360.1,96
34467,NP_609435.1,96
34468,NP_001188788.2,177
34468,NP_609436.1,177
34470,NP_609438.1,127
34472,NP_001188789.2,886
34472,NP_609440.2,886
34490,NP_001137814.1,602
34490,NP_001137815.1,777
