NCBI GeneID,Protein Accession,Protein_length,Transcript Accession,Transcript_length
40377,NP_649318.1,160,NM_141061.4,710
40378,NP_996137.1,601,NM_206415.3,2345
40382,NP_001262163.1,1107,NM_001275234.1,4402
40381,NP_649321.1,559,NM_141064.3,1827
40383,NP_001262166.1,368,NM_001275237.1,2370
40384,NP_649324.1,769,NM_141067.3,3371
40385,NP_649325.2,1157,NM_141068.4,4772
40386,NP_001163489.1,630,NM_001170018.2,4464
318031,NP_730651.1,238,NM_168920.3,934
44131,NP_524704.1,386,NM_079965.4,2884
2768987,NP_996138.2,474,NM_206416.2,1425
40388,NP_524204.1,396,NM_079480.3,1422
40390,NP_001262169.1,68,NM_001275240.1,513
40389,NP_001262170.1,89,NM_001275241.1,1216
2768993,NP_996139.1,171,NM_206417.2,654
40391,NP_001262171.2,2462,NM_001275242.2,8089
40392,NP_649330.1,564,NM_141073.4,2439
40393,NP_996140.1,477,NM_206418.3,1822
40394,NP_649332.1,579,NM_141075.2,1892
40395,NP_649333.1,232,NM_141076.5,840
326215,NP_996141.2,1034,NM_206419.3,3292
40396,NP_730662.2,227,NM_168926.3,887
40398,NP_001262178.1,471,NM_001275249.1,2237
40399,NP_649337.2,1012,NM_141080.3,3136
40400,NP_730667.3,404,NM_168928.3,1495
40401,NP_649339.2,467,NM_141082.2,3466
40402,NP_001262182.1,475,NM_001275253.2,1994
40403,NP_649341.1,1475,NM_141084.3,4962
40404,NP_730669.1,154,NM_168929.2,674
40406,NP_730670.1,370,NM_168930.2,1280
261603,NP_730671.1,367,NM_168931.2,1352
326216,NP_001262184.1,89,NM_001275255.1,903
2768995,NP_001262185.1,1549,NM_001275256.1,5089
40408,NP_649345.1,137,NM_141088.2,463
40409,NP_649346.1,642,NM_141089.1,2110
40410,NP_649347.1,1486,NM_141090.3,5063
40411,NP_001262186.1,830,NM_001275257.1,2998
8674005,NP_001262187.1,150,NM_001275258.1,805
40412,NP_996144.1,658,NM_206422.2,2989
40414,NP_649351.2,522,NM_141094.5,2803
40415,NP_649352.1,149,NM_141095.3,692
40416,NP_649353.1,228,NM_141096.4,780
40417,NP_649354.1,195,NM_141097.4,826
40418,NP_649355.1,171,NM_141098.3,682
40419,NP_649356.1,192,NM_141099.2,690
40420,NP_649357.1,190,NM_141100.3,725
40421,NP_649358.1,166,NM_141101.2,710
40422,NP_649359.1,257,NM_141102.4,908
40423,NP_649360.1,269,NM_141103.4,1022
40424,NP_001262192.1,627,NM_001275263.1,3741
40425,NP_649361.1,274,NM_141104.2,890
40427,NP_649363.1,74,NM_141106.2,1410
40428,NP_524206.1,373,NM_079482.4,1800
14462910,NP_001262194.1,55,NM_001275265.1,604
40429,NP_524207.1,324,NM_079483.3,1065
40430,NP_649364.1,168,NM_141107.5,1049
40431,NP_649365.1,638,NM_141108.2,2544
318032,NP_001189157.1,85,NM_001202228.1,516
40432,NP_649366.1,454,NM_141109.2,1594
40433,NP_001262195.1,773,NM_001275266.1,3232
40434,NP_001262196.1,574,NM_001275267.1,2823
40435,NP_649369.1,122,NM_141112.2,499
40436,NP_001246875.1,573,NM_001259946.2,3489
40437,NP_649370.1,568,NM_141113.3,2085
40438,NP_649371.2,885,NM_141114.3,3067
40439,NP_001262199.1,1536,NM_001275270.1,5378
40441,NP_649374.1,572,NM_141117.2,2166
40442,NP_524209.3,1393,NM_079485.4,4509
40443,NP_001246877.1,776,NM_001259948.2,4686
40444,NP_001262200.1,376,NM_001275271.1,1619
40445,NP_649376.3,533,NM_141119.2,2096
12798457,NP_001246878.1,74,NM_001259949.2,318
42452,NP_524419.2,601,NM_079695.4,3682
40447,NP_001262201.1,194,NM_001275272.1,1310
40448,NP_649378.1,969,NM_141121.4,3641
40449,NP_649379.1,353,NM_141122.4,1456
40450,NP_649380.1,128,NM_141123.3,701
40451,NP_001262202.1,317,NM_001275273.1,1328
8674014,NP_001163495.1,35,NM_001170024.2,233
45962,NP_001262203.1,83,NM_001275274.1,648
40453,NP_001262204.1,760,NM_001275275.1,8353
40456,NP_649385.1,1429,NM_141128.3,4866
40457,NP_524212.2,727,NM_079488.4,2470
40458,NP_649386.1,158,NM_141129.3,874
40459,NP_001287144.1,249,NM_001300215.1,2028
40461,NP_001246881.1,1018,NM_001259952.2,3900
40462,NP_524214.1,1126,NM_079490.4,3777
45785,NP_730716.1,1229,NM_168952.4,3899
40464,NP_001262211.1,3349,NM_001275282.1,12169
318034,NP_730717.1,158,NM_168953.3,821
40467,NP_649390.1,538,NM_141133.1,1617
40468,NP_649391.1,334,NM_141134.2,2316
40469,NP_001287145.1,341,NM_001300216.1,2458
40470,NP_649393.1,305,NM_141136.3,992
40471,NP_649394.1,340,NM_141137.3,1882
40472,NP_649395.1,305,NM_141138.2,998
12798458,NP_001246883.1,211,NM_001259954.2,818
12798459,NP_001246884.1,253,NM_001259955.2,853
12798460,NP_001246885.1,170,NM_001259956.2,555
12798461,NP_001246886.1,194,NM_001259957.1,732
40474,NP_649397.1,189,NM_141140.2,806
40475,NP_524216.1,516,NM_079492.3,1794
40476,NP_001356912.1,156,NM_001369979.1,5232
40477,NP_649399.1,145,NM_141142.2,758
3772380,NP_001027140.1,178,NM_001031969.1,537
3772047,NP_001027141.1,188,NM_001031970.1,567
3771840,NP_001027142.2,175,NM_001031971.2,528
3772499,NP_001027143.1,179,NM_001031972.1,540
3772256,NP_001027144.2,185,NM_001031973.2,558
3772424,NP_001027145.3,178,NM_001031974.3,537
3772205,NP_001027146.4,185,NM_001031975.4,558
40479,NP_001014600.1,271,NM_001014600.1,1298
40480,NP_649402.2,194,NM_141145.3,663
40481,NP_001137998.1,213,NM_001144526.2,943
40482,NP_649404.1,120,NM_141147.3,855
40483,NP_649405.2,117,NM_141148.3,489
40484,NP_649406.2,133,NM_141149.3,566
40485,NP_649407.1,117,NM_141150.2,483
318036,NP_001287146.1,120,NM_001300217.1,741
19835569,NP_001287147.1,118,NM_001300218.1,438
40486,NP_649408.1,346,NM_141151.3,1323
40487,NP_001097664.2,553,NM_001104194.2,2296
318035,NP_001287148.1,574,NM_001300219.1,2130
40489,NP_788566.1,462,NM_176388.3,1839
40488,NP_649410.1,264,NM_141153.2,862
40490,NP_649411.1,372,NM_141154.4,1502
40491,NP_649412.1,362,NM_141155.4,1796
318037,NP_730740.1,534,NM_168959.2,1835
40492,NP_001303389.1,518,NM_001316460.1,3149
46158,NP_649414.1,585,NM_141157.4,2469
2768961,NP_649415.2,680,NM_141158.4,3790
40495,NP_001262220.1,1062,NM_001275291.1,3937
40497,NP_649418.1,205,NM_141161.3,809
43924,NP_001262221.1,938,NM_001275292.1,6714
19834929,NP_001287149.1,95,NM_001300220.1,516
40501,NP_649420.2,196,NM_141163.2,1103
318043,NP_730750.1,284,NM_168966.2,1243
40502,NP_730752.1,355,NM_168968.2,1376
40503,NP_649422.1,152,NM_141165.2,704
40504,NP_788568.1,58,NM_176390.1,633
326267,NP_788569.1,98,NM_176391.4,842
40505,NP_001303388.1,166,NM_001316459.1,957
40506,NP_476955.1,182,NM_057607.6,1549
40507,NP_730761.1,439,NM_168974.2,1415
40508,NP_001287150.1,926,NM_001300221.1,4056
40509,NP_649427.1,438,NM_141170.3,1713
40510,NP_730764.1,604,NM_168977.2,2744
40511,NP_001262228.1,229,NM_001275299.1,1379
40512,NP_649430.1,1059,NM_141173.2,3559
40513,NP_001262230.1,429,NM_001275301.1,2214
40514,NP_730768.1,437,NM_168979.4,2302
318042,NP_730770.1,252,NM_168981.3,882
318040,NP_730771.1,163,NM_168982.2,621
40515,NP_001246890.1,2192,NM_001259961.2,7348
43864,NP_001262233.1,218,NM_001275304.1,1224
48448,NP_001287153.1,336,NM_001300224.1,2053
2768951,NP_996147.1,699,NM_206425.3,2227
317987,NP_730776.1,830,NM_168987.2,2844
3885665,NP_001246894.1,219,NM_001259965.2,740
40521,NP_001097669.2,539,NM_001104199.5,5645
40517,NP_524219.1,917,NM_079495.3,3000
317928,NP_001262235.1,83,NM_001275306.2,538
3355150,NP_001036629.2,867,NM_001043164.3,2974
7354399,NP_001138001.1,243,NM_001144529.2,880
3355149,NP_001036631.1,359,NM_001043166.2,1161
4379919,NP_001036633.2,694,NM_001043168.2,2560
14462915,NP_001262238.1,1026,NM_001275309.1,3103
3355093,NP_001036635.1,941,NM_001043170.2,2990
3355079,NP_001036640.1,168,NM_001043175.2,740
3355084,NP_001036641.1,212,NM_001043176.2,2233
5740633,NP_001097670.1,429,NM_001104200.3,1722
3355089,NP_001036652.1,407,NM_001043187.2,1422
3355151,NP_001015473.1,468,NM_001015473.3,1961
8673970,NP_001163845.1,94,NM_001170374.1,460
3355155,NP_001015476.1,94,NM_001015476.3,745
3354971,NP_001104406.1,1641,NM_001110936.3,5495
3354977,NP_001015224.1,142,NM_001015224.3,863
5740185,NP_001104407.2,85,NM_001110937.3,506
26067050,NP_001303415.1,615,NM_001316486.1,1967
3355111,NP_001015405.3,2394,NM_001015405.4,7395
3354941,NP_001263164.1,780,NM_001276235.1,2984
3354965,NP_001263165.1,421,NM_001276236.1,4869
5740851,NP_001104417.3,340,NM_001110947.3,1023
8674042,NP_001163857.2,340,NM_001170386.2,1158
5740664,NP_001104426.1,82,NM_001110956.3,1686
3354896,NP_001015132.1,715,NM_001015132.2,2299
3354918,NP_001015156.1,204,NM_001015156.2,1017
3354919,NP_001263168.1,481,NM_001276239.1,1505
3355041,NP_001015319.1,459,NM_001015319.2,1504
3355040,NP_001015316.1,2630,NM_001015316.3,8028
26067052,NP_001303492.1,2082,NM_001316563.1,6519
26067051,NP_001303493.1,2326,NM_001316564.1,6490
5740359,NP_001104460.2,553,NM_001110990.3,1767
3355109,NP_001104452.1,994,NM_001110982.3,3112
3355106,NP_001104459.2,178,NM_001110989.3,1290
3355107,NP_001015401.1,173,NM_001015401.3,961
3355108,NP_001015402.3,72,NM_001015402.3,364
3355072,NP_001015359.1,1124,NM_001015359.3,3594
7354470,NP_001287642.1,747,NM_001300713.1,4654
3354921,NP_001188369.1,694,NM_001201440.1,2628
3354922,NP_001263173.1,184,NM_001276244.1,1567
40522,NP_730781.1,665,NM_164313.2,5393
45845,NP_524845.2,141,NM_080106.3,569
40524,NP_649436.2,908,NM_141179.4,3035
40526,NP_001036655.1,389,NM_001043190.2,1485
40527,NP_730785.1,1165,NM_164317.3,4410
318776,NP_730784.1,248,NM_164316.3,1668
40528,NP_649439.1,448,NM_141182.3,1590
40529,NP_649440.3,418,NM_141183.4,1564
40530,NP_524220.1,619,NM_079496.4,1995
46008,NP_730790.2,798,NM_164321.5,3030
40532,NP_001246901.1,392,NM_001259972.2,1305
5740825,NP_001097671.1,79,NM_001104201.2,300
40534,NP_649443.1,354,NM_141186.4,1235
40535,NP_001287155.1,278,NM_001300226.1,2165
40536,NP_649445.3,293,NM_141188.5,1034
40537,NP_649446.1,251,NM_141189.2,1067
318778,NP_730794.1,385,NM_164323.1,1158
40538,NP_730797.2,394,NM_164325.3,1492
40539,NP_001097672.1,340,NM_001104202.2,1502
64877,NP_001262248.1,157,NM_001275319.2,9682
40540,NP_649449.1,592,NM_141192.3,2182
40542,NP_001303457.1,223,NM_001316528.1,3326
40541,NP_001303421.1,400,NM_001316492.1,1498
40543,NP_001303458.1,763,NM_001316529.1,3556
40544,NP_001262249.1,648,NM_001275320.1,2736
40545,NP_730812.3,736,NM_164338.3,2573
40546,NP_649455.1,1260,NM_141198.4,4135
40548,NP_730815.2,559,NM_164340.4,2412
50160,NP_652325.2,97,NM_144068.3,409
40547,NP_649456.3,230,NM_141199.4,1343
40549,NP_524221.1,297,NM_079497.4,1567
40551,NP_001262252.1,633,NM_001275323.1,3446
40552,NP_649460.3,321,NM_141203.4,1645
40553,NP_649461.2,1390,NM_141204.4,4742
40554,NP_001189164.1,462,NM_001202235.2,2006
40555,NP_649462.1,409,NM_141205.3,1694
4379842,NP_001246902.1,119,NM_001259973.1,970
40556,NP_001262253.1,382,NM_001275324.1,1718
40557,NP_001097680.1,339,NM_001104210.1,1818
40558,NP_649465.6,335,NM_141208.5,1178
40559,NP_649466.1,545,NM_141209.3,2691
40560,NP_788574.3,576,NM_176397.5,2028
318785,NP_730833.1,344,NM_168995.2,1228
40562,NP_730835.2,1067,NM_168996.5,4568
318782,NP_730837.1,316,NM_168998.3,1171
40563,NP_730838.3,1140,NM_168999.3,3892
40564,NP_649471.3,488,NM_141214.5,1687
40565,NP_649472.1,234,NM_141215.2,1108
40566,NP_649473.1,970,NM_141216.4,3630
40567,NP_001262254.1,392,NM_001275325.1,2964
326148,NP_001262255.1,354,NM_001275326.2,3232
40568,NP_649475.3,1079,NM_141218.3,3404
40569,NP_649476.1,701,NM_141219.2,2418
5740349,NP_001356914.1,1689,NM_001370010.1,6633
5740837,NP_001097683.1,532,NM_001104213.2,1754
40574,NP_649481.2,578,NM_141224.2,1785
318261,NP_788575.1,166,NM_176398.2,706
40575,NP_730859.1,930,NM_169011.3,3722
40576,NP_001262257.1,421,NM_001275328.1,1966
40578,NP_649484.3,297,NM_141227.3,1139
40577,NP_649483.1,204,NM_141226.4,1098
40579,NP_524224.2,226,NM_079500.4,903
40580,NP_001246909.1,568,NM_001259980.2,2536
40581,NP_524226.1,1105,NM_079502.3,4364
40582,NP_649485.1,553,NM_141228.2,2130
40583,NP_001246912.1,1541,NM_001259983.2,7012
3771851,NP_001027147.1,182,NM_001031976.1,549
40587,NP_649489.1,280,NM_141232.3,1301
40588,NP_001246914.1,774,NM_001259985.2,2796
40589,NP_001189169.1,1322,NM_001202240.2,5706
40593,NP_001262263.1,538,NM_001275334.1,2040
40590,NP_001287160.1,813,NM_001300231.1,4187
14462434,NP_001262266.1,124,NM_001275337.1,538
40594,NP_649494.1,525,NM_141237.2,2137
40595,NP_649495.1,967,NM_141238.2,3093
40596,NP_649496.3,3140,NM_141239.5,10589
40598,NP_001262267.1,278,NM_001275338.2,1169
40599,NP_001287164.1,369,NM_001300235.1,2499
40600,NP_649499.1,381,NM_141242.4,1228
40602,NP_001262268.1,444,NM_001275339.1,2975
40603,NP_649502.1,133,NM_141245.2,603
40604,NP_649503.1,97,NM_141246.2,449
40605,NP_001368991.1,688,NM_001382012.1,2939
40606,NP_001287165.1,755,NM_001300236.1,2407
40607,NP_001014605.1,1008,NM_001014605.3,3274
40608,NP_001097685.2,4273,NM_001104215.2,15976
40610,NP_524230.2,151,NM_079506.4,2166
40611,NP_649507.1,246,NM_141250.3,1083
40612,NP_001262270.1,254,NM_001275341.1,888
40613,NP_649509.1,246,NM_141252.3,1116
40614,NP_649510.2,550,NM_141253.2,2000
40615,NP_649511.2,193,NM_141254.2,902
40616,NP_001246922.1,550,NM_001259993.3,9294
12798230,NP_001246924.1,121,NM_001259995.1,451
40617,NP_649512.1,515,NM_141255.3,1853
50157,NP_001287168.1,96,NM_001300239.1,1814
40619,NP_001287169.1,488,NM_001300240.1,2810
40618,NP_649513.1,333,NM_141256.2,1290
40620,NP_001303494.1,2051,NM_001316565.1,10585
40621,NP_649515.3,322,NM_141258.4,1319
40622,NP_730894.2,443,NM_169027.3,1639
40623,NP_730896.1,430,NM_169029.3,1636
12798232,NP_001287170.1,84,NM_001300241.1,1404
40624,NP_001246927.1,214,NM_001259998.2,1041
53566,NP_001262276.1,605,NM_001275347.1,2662
40626,NP_649519.1,959,NM_141262.3,3233
40627,NP_649520.1,198,NM_141263.3,960
40628,NP_730901.1,614,NM_169033.4,2299
2768659,NP_996150.1,86,NM_206428.2,661
40629,NP_001262277.1,562,NM_001275348.1,1934
40630,NP_649523.1,256,NM_141266.3,867
40633,NP_001287171.1,478,NM_001300242.1,3171
40632,NP_649524.1,224,NM_141267.3,991
45467,NP_001246928.1,1344,NM_001259999.2,5689
318790,NP_730917.1,563,NM_169046.2,2158
40635,NP_649526.2,179,NM_141269.3,785
40637,NP_649527.1,216,NM_141270.1,904
40638,NP_649528.2,227,NM_141271.3,945
40639,NP_649529.1,268,NM_141272.1,1215
40640,NP_730923.1,687,NM_169050.2,2786
318791,NP_001189179.1,199,NM_001202250.2,1803
5740553,NP_001097686.4,311,NM_001104216.4,1803
48312,NP_524910.1,131,NM_080171.4,541
40642,NP_001303424.1,568,NM_001316495.1,2255
40643,NP_001014607.1,337,NM_001014607.2,1260
40644,NP_001014608.1,276,NM_001014608.2,1148
45884,NP_730928.2,1615,NM_169052.3,5524
40646,NP_649533.1,270,NM_141276.2,948
40647,NP_001262280.1,249,NM_001275351.2,4339
40648,NP_524234.2,453,NM_079510.2,1362
40649,NP_649535.2,308,NM_141278.3,1645
40650,NP_524235.2,486,NM_079511.5,1929
40652,NP_001262281.1,306,NM_001275352.2,4442
40651,NP_649536.1,477,NM_141279.2,1889
40653,NP_649538.1,1162,NM_141281.3,4639
40654,NP_649539.1,157,NM_141282.3,621
40655,NP_730934.1,431,NM_169054.2,1639
40656,NP_649541.1,321,NM_141284.4,1122
40657,NP_730935.1,370,NM_169055.3,1335
19835016,NP_001287174.1,38,NM_001300245.1,1660
44446,NP_651978.2,438,NM_143721.4,1660
40659,NP_001287175.1,1047,NM_001300246.1,3991
40660,NP_001287178.1,966,NM_001300249.1,5517
40661,NP_001262285.1,835,NM_001275356.1,2700
40663,NP_730938.1,1068,NM_169057.1,3891
40665,NP_730940.1,997,NM_169059.2,4170
40664,NP_730941.1,2837,NM_169060.2,10159
14462437,NP_001334687.1,66,NM_001347769.1,822
40666,NP_649546.1,1304,NM_141289.3,5665
40667,NP_001287181.1,589,NM_001300252.1,2348
40668,NP_536756.1,226,NM_080508.4,953
40669,NP_649548.1,763,NM_141291.4,2589
40670,NP_730944.2,710,NM_169063.4,3122
40671,NP_001262288.1,155,NM_001275359.1,774
40672,NP_649551.4,363,NM_141294.5,1509
40673,NP_649552.1,302,NM_141295.4,1114
117332,NP_730950.2,182,NM_169068.3,1225
40675,NP_730954.2,594,NM_169072.3,2590
40676,NP_649554.1,2296,NM_141297.3,8228
40677,NP_649555.1,198,NM_141298.2,831
40678,NP_477114.1,503,NM_057766.5,1859
40679,NP_001287182.1,226,NM_001300253.1,2926
40680,NP_730958.1,422,NM_169074.2,2123
40681,NP_649556.3,478,NM_141299.3,1580
40682,NP_649557.2,994,NM_141300.2,3187
40683,NP_730966.1,585,NM_169080.3,2902
40684,NP_524240.1,725,NM_079516.3,2351
40685,NP_730968.1,85,NM_169081.4,1748
40686,NP_649559.1,183,NM_141302.3,974
40687,NP_649560.1,205,NM_141303.3,722
318795,NP_730971.1,1393,NM_169082.1,4182
40689,NP_730972.2,257,NM_169083.1,1130
40690,NP_649563.1,257,NM_141306.3,1014
40691,NP_730973.1,264,NM_169084.2,999
318794,NP_730974.1,256,NM_169085.3,952
40692,NP_649565.1,438,NM_141308.3,1424
40693,NP_001262293.1,922,NM_001275364.2,4167
40694,NP_001246932.1,781,NM_001260003.1,2701
40695,NP_001262295.1,189,NM_001275366.1,1321
40696,NP_649569.1,293,NM_141312.4,1080
40697,NP_649570.1,671,NM_141313.3,2415
40698,NP_730982.1,807,NM_169091.2,2798
40699,NP_730984.1,783,NM_169093.3,3242
40700,NP_649573.2,1357,NM_141316.2,6303
40701,NP_649574.1,268,NM_141317.3,2267
40704,NP_001163511.1,1572,NM_001170040.2,6225
40702,NP_001262299.1,424,NM_001275370.1,2396
44018,NP_524677.1,793,NM_079938.4,3151
40706,NP_001287185.1,300,NM_001300256.1,1058
40707,NP_001163512.1,477,NM_001170041.2,1597
40708,NP_649579.2,347,NM_141322.2,1190
40709,NP_649580.1,1165,NM_141323.2,3986
40710,NP_001303420.1,637,NM_001316491.1,3777
40711,NP_649582.1,374,NM_141325.3,1335
40712,NP_730996.2,985,NM_169098.4,3363
40713,NP_001163513.1,368,NM_001170042.2,1872
40714,NP_731002.1,197,NM_169103.2,1649
40715,NP_001163525.1,673,NM_001170054.1,2479
40716,NP_649587.1,405,NM_141330.2,1592
40717,NP_649588.1,502,NM_141331.3,1897
40718,NP_649589.1,449,NM_141332.4,1505
40719,NP_649590.1,235,NM_141333.3,893
40720,NP_001262301.1,959,NM_001275372.1,4660
40721,NP_001246936.1,332,NM_001260007.1,6816
40722,NP_001262302.1,427,NM_001275373.1,1448
40723,NP_649594.1,701,NM_141337.2,2311
30522393,NP_001334689.1,88,NM_001347780.1,464
40724,NP_649595.1,227,NM_141338.3,2426
40725,NP_649596.1,319,NM_141339.3,1632
40726,NP_649597.3,196,NM_141340.3,1118
40727,NP_001097692.1,502,NM_001104222.2,2286
40728,NP_731021.1,491,NM_169114.2,2092
40729,NP_649600.1,244,NM_141343.3,958
44274,NP_524734.2,1218,NM_079995.3,4884
5740126,NP_001097693.1,235,NM_001104223.2,951
40732,NP_649602.2,409,NM_141345.2,1330
40733,NP_649603.3,643,NM_141346.3,2289
4379844,NP_001036681.1,1689,NM_001043216.2,8500
50152,NP_652319.1,59,NM_144062.2,359
40737,NP_001287190.1,174,NM_001300261.1,823
40738,NP_524242.2,141,NM_079518.3,528
40739,NP_524243.2,719,NM_079519.2,2995
40740,NP_001246942.1,362,NM_001260013.1,1089
40741,NP_001287191.1,336,NM_001300262.1,1413
40743,NP_649610.1,743,NM_141353.3,2371
40744,NP_524244.2,397,NM_079520.3,1194
40745,NP_649611.2,258,NM_141354.3,1460
40746,NP_649612.1,242,NM_141355.3,899
40747,NP_731042.1,245,NM_169125.3,901
170878,NP_731043.1,146,NM_169126.2,569
40748,NP_649614.1,129,NM_141357.2,694
40749,NP_731045.1,454,NM_169127.3,2003
40751,NP_649617.1,730,NM_141360.2,2302
40752,NP_649618.1,308,NM_141361.2,1161
40754,NP_001246947.1,489,NM_001260018.2,2502
40755,NP_649620.2,533,NM_141363.2,2629
40756,NP_731052.2,390,NM_169130.2,1474
40757,NP_001262304.1,288,NM_001275375.1,1381
40758,NP_001262305.1,395,NM_001275376.1,1522
40759,NP_649624.1,202,NM_141367.3,892
40760,NP_001287192.1,312,NM_001300263.1,1846
40761,NP_649626.1,288,NM_141369.3,2690
40762,NP_649627.1,274,NM_141370.2,1135
40763,NP_649628.2,233,NM_141371.3,1360
54520442,NP_001368940.1,351,NM_001382153.1,1139
40764,NP_001368993.1,284,NM_001382154.1,967
40765,NP_649630.1,302,NM_141373.2,1167
40766,NP_649631.1,295,NM_141374.1,1755
40767,NP_649632.2,149,NM_141375.3,679
40768,NP_731062.1,323,NM_169132.2,1454
40769,NP_649634.1,210,NM_141377.2,1518
40770,NP_649635.1,268,NM_141378.3,1091
40771,NP_649636.1,214,NM_141379.2,1232
54520429,NP_001368994.1,103,NM_001382135.1,468
318801,NP_731065.1,278,NM_169133.2,1061
26067064,NP_001303496.1,666,NM_001316567.1,2091
40772,NP_731067.1,279,NM_169135.2,968
40774,NP_001262308.1,750,NM_001275379.1,4068
40775,NP_649639.1,306,NM_141382.3,1270
40776,NP_649640.1,266,NM_141383.2,1138
40777,NP_649641.1,280,NM_141384.4,1264
40778,NP_649642.1,211,NM_141385.2,706
40779,NP_649643.1,187,NM_141386.2,745
40780,NP_649644.1,202,NM_141387.4,778
40781,NP_649645.1,119,NM_141388.4,778
40782,NP_649646.3,441,NM_141389.4,1409
40783,NP_649647.1,278,NM_141390.1,837
44039,NP_001262311.1,840,NM_001275382.1,5196
40785,NP_001189184.1,1123,NM_001202255.1,3688
40786,NP_649649.1,625,NM_141392.3,2151
40787,NP_649650.2,662,NM_141393.2,2380
40788,NP_649651.2,500,NM_141394.3,1587
40789,NP_001262315.1,543,NM_001275386.1,2570
8674074,NP_001163530.1,90,NM_001170059.1,376
40790,NP_524246.1,577,NM_079522.4,1938
40791,NP_731079.1,536,NM_169139.2,3378
40792,NP_001163531.1,679,NM_001170060.2,2928
40793,NP_731085.2,2137,NM_169144.2,8391
40794,NP_001262317.1,1329,NM_001275388.1,4591
40795,NP_649657.1,388,NM_141400.4,1463
40796,NP_649658.1,723,NM_141401.2,2580
40797,NP_001246950.1,1120,NM_001260021.2,4986
40798,NP_649660.1,342,NM_141403.2,1167
40800,NP_001262320.1,360,NM_001275391.1,4651
170876,NP_731093.2,118,NM_169147.2,887
40803,NP_649665.2,379,NM_141408.4,1363
40804,NP_731094.3,322,NM_169148.5,1358
40805,NP_649667.1,290,NM_141410.2,1398
40806,NP_731097.1,195,NM_169150.2,792
40807,NP_649669.3,222,NM_141412.3,823
40809,NP_649671.2,217,NM_141414.2,830
40810,NP_649672.1,225,NM_141415.2,1013
40811,NP_649673.1,220,NM_141416.6,921
318662,NP_731103.1,205,NM_169152.2,1834
40812,NP_001262324.1,419,NM_001275395.1,1456
40813,NP_001246952.1,2172,NM_001260023.1,6873
40814,NP_001287202.1,186,NM_001300273.1,1159
40815,NP_649676.1,185,NM_141419.4,855
40816,NP_001303422.1,194,NM_001316493.1,1295
40817,NP_476613.1,629,NM_057265.4,2775
40818,NP_524247.1,188,NM_079523.3,652
40819,NP_649677.1,191,NM_141420.3,1097
40820,NP_649678.1,151,NM_141421.2,580
40821,NP_649679.1,208,NM_141422.3,754
40822,NP_649680.1,199,NM_141423.4,735
40823,NP_649681.1,217,NM_141424.3,1060
40824,NP_649682.1,221,NM_141425.2,834
40825,NP_649683.1,205,NM_141426.2,765
40826,NP_476669.3,782,NM_057321.5,3728
40827,NP_476794.1,252,NM_057446.3,935
5740802,NP_001097696.1,233,NM_001104226.2,770
40828,NP_476793.1,353,NM_057445.3,1267
40830,NP_788587.1,494,NM_176410.3,2514
40831,NP_731114.2,341,NM_169160.1,1833
40832,NP_477201.1,586,NM_057853.3,2739
40833,NP_001368995.1,564,NM_001382008.1,4140
40834,NP_477498.1,410,NM_058150.3,1774
40835,NP_996170.1,378,NM_206448.1,4902
54520449,NP_001368997.1,31,NM_001382163.1,3978
40836,NP_477348.1,360,NM_058000.3,1387
40837,NP_649685.1,1047,NM_141428.2,3425
40838,NP_731118.3,248,NM_169163.4,1152
40839,NP_649686.2,286,NM_141429.3,1098
40840,NP_788591.1,578,NM_176414.3,2196
40841,NP_649688.1,422,NM_141431.2,1796
40842,NP_649689.1,905,NM_141432.3,3127
40843,NP_649690.1,782,NM_141433.3,2574
40844,NP_001262326.1,118,NM_001275397.1,1207
44029,NP_651968.1,266,NM_143711.3,1328
40846,NP_649692.2,236,NM_141435.3,914
40847,NP_001262327.1,563,NM_001275398.1,1952
40848,NP_476772.1,450,NM_057424.4,1752
50143,NP_001287204.1,95,NM_001300275.1,662
40850,NP_001262332.1,1717,NM_001275403.1,6029
40849,NP_001303418.1,495,NM_001316489.1,3071
40851,NP_649694.1,353,NM_141437.4,1532
40852,NP_649695.1,316,NM_141438.4,1657
40853,NP_649696.1,251,NM_141439.3,977
318765,NP_731135.2,246,NM_169174.3,1005
2768661,NP_001262334.1,256,NM_001275405.1,1452
40856,NP_649698.2,147,NM_141441.3,513
40857,NP_649699.1,283,NM_141442.3,1016
40858,NP_001014610.1,1045,NM_001014610.2,3910
40859,NP_649701.2,901,NM_141444.2,2802
40860,NP_649702.2,232,NM_141445.3,943
40861,NP_001262337.1,1693,NM_001275408.2,6236
40862,NP_649703.1,608,NM_141446.2,2422
40863,NP_001163538.1,788,NM_001170067.2,5216
40864,NP_001287205.1,597,NM_001300276.1,2081
40865,NP_649705.2,187,NM_141448.3,1725
40866,NP_001334690.1,466,NM_001347749.1,1863
40867,NP_731145.1,432,NM_169178.2,1532
40868,NP_001097699.2,1137,NM_001104229.3,4222
40869,NP_649709.2,401,NM_141452.2,1472
40870,NP_649710.1,822,NM_141453.5,2572
40871,NP_001287206.1,266,NM_001300277.1,982
40872,NP_649712.1,320,NM_141455.4,1415
40873,NP_649713.1,251,NM_141456.4,1894
40874,NP_001097700.2,221,NM_001104230.3,782
40875,NP_001350861.1,625,NM_001363924.1,2899
40876,NP_477464.1,474,NM_058116.5,3103
40879,NP_001262343.1,952,NM_001275414.2,5014
