Dsim,E_value,Score,query cover,identity,Dmel
XM_039292585.2,0.0,17549.0,99,96.335,NM_001414094.1
XM_039292608.1,0.0,8972.0,72,96.724,NM_001144152.2
XM_039292620.2,0.0,1910.0,28,96.848,NM_078943.1
XM_039292623.2,1.52e-157,555.0,91,93.767,NM_001032227.1
XM_039292633.1,0.0,6477.0,95,97.674,NM_166264.4
XM_039292635.2,0.0,4643.0,89,95.264,NM_001274140.2
XM_039292638.2,3.15e-167,586.0,98,97.135,"NM_001169716.2, NM_176220.2"
XM_039292640.2,0.0,10759.0,72,97.916,NM_001103789.3
XM_039292660.2,0.0,782.0,62,96.603,NM_136737.1
XM_039292661.2,0.0,3594.0,99,95.356,NM_135573.4
XM_039292665.2,0.0,4373.0,54,97.258,NM_166201.3
XM_039292668.2,2.1e-86,320.0,9,98.352,NM_001274108.1
XM_039292670.1,0.0,4130.0,94,94.319,NM_001042997.2
XM_039292672.2,0.0,19302.0,99,97.422,NM_001259282.2
XM_039292684.2,0.0,8468.0,97,96.456,NM_001201956.2
XM_039292697.2,0.0,7310.0,99,96.557,NM_001274063.2
XM_039292698.2,0.0,4231.0,99,97.768,NM_057712.5
XM_039292701.2,0.0,2435.0,85,97.346,NM_001015352.4
XM_039292708.2,0.0,837.0,99,94.536,"NM_001169814.2, NM_138048.3"
XM_039292709.2,0.0,5433.0,94,95.907,NM_001103936.2
XM_039292719.2,0.0,8093.0,99,97.397,NM_001259374.2
XM_039292728.2,0.0,7372.0,99,97.23,NM_137165.2
XM_039292732.2,0.0,6213.0,98,97.487,NM_001274050.2
XM_039292735.2,0.0,1435.0,83,92.255,NM_001382108.1
XM_039292736.2,0.0,5864.0,94,93.201,NM_001259255.1
XM_039292741.2,0.0,5044.0,98,96.585,NM_057955.4
XM_039292742.2,0.0,3653.0,77,95.122,NM_165542.3
XM_039292746.2,0.0,1803.0,94,97.621,NM_136462.2
XM_039292748.2,0.0,2878.0,100,93.818,NM_001298925.1
XM_039292749.2,0.0,2231.0,99,95.506,NM_001273856.1
XM_039292751.2,0.0,3003.0,99,96.337,NM_166059.2
XM_039292761.1,0.0,10320.0,94,95.792,NM_166186.3
XM_039292764.2,0.0,911.0,78,97.048,NM_001170367.2
XM_039292777.2,1.7499999999999999e-68,257.0,78,92.265,NM_001259556.1
XM_039292778.2,0.0,4654.0,82,95.059,NM_001110921.4
XM_039292783.2,0.0,5664.0,87,95.619,NM_001274055.1
XM_039292791.2,0.0,815.0,96,96.741,NM_057437.4
XM_039292808.1,0.0,2213.0,94,95.53,NM_166000.2
XM_039292809.2,0.0,1251.0,80,94.981,NM_165981.3
XM_039292810.1,0.0,6283.0,99,94.572,NM_001299242.1
XM_039292812.2,0.0,4497.0,78,97.494,NM_001274071.2
XM_039292822.2,0.0,10877.0,58,96.452,NM_001347757.1
XM_039292827.2,0.0,3046.0,99,94.422,"NM_135154.3, NM_001201775.2"
XM_039292828.2,0.0,2350.0,99,97.458,NM_001042979.2
XM_039292829.2,0.0,3267.0,100,90.348,NM_137052.2
XM_039292832.2,0.0,2381.0,93,94.193,NM_001298736.1
XM_039292833.2,0.0,4706.0,73,96.366,NM_001110887.2
XM_039292836.2,0.0,7841.0,98,96.292,NM_136423.2
XM_039292844.2,0.0,10257.0,99,96.568,NM_001202040.1
XM_039292854.1,0.0,4518.0,99,95.886,NM_137047.3
XM_039292855.1,0.0,3943.0,91,96.582,"NM_001299460.1, NM_001274029.2"
XM_039292859.2,0.0,8390.0,97,98.467,NM_001169594.2
XM_039292871.1,0.0,4130.0,99,97.12,NM_001259296.2
XM_039292872.2,0.0,77488.0,98,96.85,NM_001273103.1
XM_039292878.2,0.0,2337.0,94,95.851,NM_001298750.1
XM_039292880.1,0.0,8927.0,99,97.302,NM_001038854.2
XM_039292882.2,0.0,6095.0,99,95.993,NM_137794.4
XM_039292889.1,1.99e-65,248.0,66,88.462,NM_001299489.1
XM_039292895.2,1e-18,93.5,14,94.915,NM_001259470.2
XM_039292896.2,0.0,721.0,91,93.145,NM_057460.4
XM_039292897.2,0.0,4894.0,96,97.589,NM_001274095.1
XM_039292902.1,0.0,9498.0,99,96.473,NM_137921.3
XM_039292905.2,0.0,1271.0,99,94.945,NM_165824.3
XM_039292908.2,0.0,1978.0,96,85.139,NM_001370028.1
XM_039292909.2,0.0,3229.0,78,96.109,NM_001042993.3
XM_039292914.1,0.0,1858.0,77,94.108,NM_137877.3
XM_039292915.2,1.13e-178,627.0,41,88.867,NM_001169793.2
XM_039292918.1,4.2700000000000005e-144,510.0,60,87.14,NM_138074.2
XM_039292919.2,0.0,8672.0,91,98.134,NM_001259403.2
XM_039292929.2,0.0,1908.0,96,89.422,NM_001103753.2
XM_039292933.2,0.0,1269.0,81,95.472,NM_001103752.1
XM_039292935.2,0.0,1868.0,98,96.479,NM_001038850.2
XM_039292938.1,0.0,6181.0,99,97.514,NM_165694.3
XM_039292946.2,0.0,13507.0,96,96.324,NM_001274241.1
XM_039292955.2,0.0,2381.0,95,96.406,NM_079127.3
XM_039292958.2,0.0,9202.0,74,96.902,NM_134748.4
XM_039292960.2,4.3e-11,69.4,4,97.5,NM_001110887.2
XM_039292962.2,0.0,8431.0,99,96.346,NM_168547.2
XM_039292980.2,0.0,6948.0,98,97.796,NM_001274881.2
XM_039292996.2,0.0,6403.0,98,96.185,NM_001275242.2
XM_039292997.2,7.76e-19,95.3,4,100.0,NR_074071.1
XM_039292998.2,1.0499999999999998e-170,599.0,72,95.467,NM_001275242.2
XM_039292999.2,0.0,3596.0,94,96.271,NM_138243.4
XM_039293001.1,0.0,6551.0,99,97.175,NM_140370.3
XM_039293002.2,0.0,4822.0,98,96.788,NM_139852.4
XM_039293003.2,0.0,2848.0,98,97.224,NM_168205.4
XM_039293004.2,0.0,1075.0,99,93.307,"NM_001274577.1, NM_139848.4"
XM_039293005.1,0.0,636.0,85,91.915,NM_140599.3
XM_039293006.1,0.0,671.0,93,95.487,NM_144161.3
XM_039293008.2,0.0,10466.0,96,96.678,NM_001104057.1
XM_039293011.2,0.0,4623.0,72,97.223,NM_001259857.2
XM_039293032.2,0.0,3611.0,94,96.313,NM_001202094.2
XM_039293035.2,0.0,11937.0,99,97.499,NM_001274571.2
XM_039293049.2,0.0,4325.0,97,96.873,NM_001042936.1
XM_039293053.2,0.0,12691.0,98,96.019,NM_001274575.2
XM_039293056.2,0.0,5677.0,97,96.038,NM_206291.2
XM_039293065.2,0.0,1328.0,93,93.848,NM_001259591.2
XM_039293074.1,0.0,2065.0,98,96.992,NM_135187.4
XM_039293076.2,0.0,4892.0,86,93.398,NM_167852.2
XM_039293082.2,0.0,745.0,93,95.137,NM_057475.3
XM_039293084.2,0.0,857.0,95,94.737,NM_140161.3
XM_039293087.2,0.0,5812.0,93,94.248,NM_001274730.1
XM_039293108.2,0.0,4567.0,98,96.798,NM_001104095.2
XM_039293111.2,0.0,3290.0,97,97.85,NM_001169932.2
XM_039293115.2,0.0,1013.0,99,92.116,NM_001370034.1
XM_039293116.2,0.0,1059.0,78,95.639,"NM_001104096.2, NM_001104097.2"
XM_039293120.2,0.0,9226.0,98,97.848,NM_001274977.1
XM_039293124.2,0.0,6565.0,99,96.574,NM_140569.2
XM_039293129.2,0.0,2464.0,99,82.467,NM_135002.3
XM_039293133.2,0.0,6599.0,84,96.515,NM_079471.3
XM_039293137.2,0.0,2250.0,72,95.965,NM_001259936.1
XM_039293139.2,0.0,1225.0,21,96.032,NM_141041.2
XM_039293140.2,0.0,2346.0,97,97.729,NM_079309.4
XM_039293141.2,0.0,16593.0,99,97.087,NM_001275282.1
XM_039293150.1,0.0,2621.0,82,95.918,NM_141133.1
XM_039293156.2,0.0,3672.0,99,97.325,NM_001169998.3
XM_039293159.2,0.0,3917.0,100,93.715,NM_001274779.1
XM_039293161.2,0.0,5053.0,99,94.387,NM_001274458.1
XM_039293168.2,0.0,4444.0,98,94.752,NM_001043170.2
XM_039293175.2,0.0,20766.0,97,97.025,NM_001274415.1
XM_039293182.2,0.0,1786.0,92,97.336,NM_001169933.2
XM_039293185.2,0.0,4050.0,99,97.708,"NM_001382162.1, NM_001274511.1"
XM_039293186.2,0.0,5792.0,80,97.09,NM_168577.3
XM_039293188.1,0.0,1975.0,99,95.688,NM_168157.2
XM_039293190.2,0.0,2625.0,99,97.464,NM_001316444.1
XM_039293191.2,0.0,706.0,94,90.37,NM_057924.3
XM_039293192.2,1.2699999999999999e-172,604.0,93,89.684,NM_057924.3
XM_039293193.2,0.0,2870.0,90,96.49,NM_001259805.2
XM_039293195.2,0.0,3448.0,98,96.675,NM_001274689.1
XM_039293199.2,0.0,2056.0,100,97.355,"NM_001299079.1, NM_135985.6"
XM_039293200.2,6.69e-35,148.0,14,81.183,NM_139756.3
XM_039293201.2,3.38e-06,52.8,3,100.0,NM_079831.4
XM_039293209.2,0.0,1522.0,84,94.867,NM_001275136.1
XM_039293210.2,0.0,726.0,99,93.028,"NM_001299079.1, NM_135985.6"
XM_039293211.1,0.0,704.0,92,97.794,NM_168819.3
XM_039293215.2,7.76e-19,95.3,4,100.0,NR_074071.1
XM_039293216.2,0.0,723.0,96,93.789,NM_141150.2
XM_039293217.2,7.76e-19,95.3,4,100.0,NR_074071.1
XM_039293218.2,0.0,4178.0,99,97.287,NM_168824.3
XM_039293222.2,0.0,6340.0,94,96.767,NM_001169515.2
XM_039293226.2,0.0,11014.0,99,96.018,NM_001259885.1
XM_039293229.2,0.0,1325.0,89,92.717,NM_001038940.2
XM_039293230.2,0.0,1271.0,93,92.833,NM_001038940.2
XM_039293231.2,0.0,1282.0,92,93.06,NM_001038940.2
XM_039293232.2,0.0,1993.0,97,95.74,NM_168542.3
XM_039293234.2,6.2e-153,540.0,93,92.01,NM_140379.3
XM_039293237.2,0.0,2324.0,54,97.984,NM_001275106.1
XM_039293238.1,0.0,9677.0,99,95.759,NM_001274317.1
XM_039293250.2,0.0,5395.0,98,96.836,NM_001300008.1
XM_039293255.2,0.0,632.0,90,95.025,NM_001104037.2
XM_039293256.2,0.0,5888.0,96,96.788,NM_001104023.2
XM_039293265.2,0.0,5520.0,73,96.534,NM_001259707.1
XM_039293268.2,0.0,6080.0,99,96.218,NM_078771.3
XM_039293276.1,0.0,6865.0,99,94.844,NM_079204.2
XM_039293278.2,0.0,676.0,40,92.934,NM_001031937.1
XM_039293280.2,9.97e-127,453.0,78,77.122,NM_139753.2
XM_039293286.2,0.0,5421.0,87,97.285,NM_001144509.3
XM_039293291.2,0.0,7928.0,100,99.746,NM_001300169.1
XM_039293292.2,0.0,963.0,52,94.872,NM_140610.4
XM_039293294.2,0.0,5650.0,99,95.65,NM_140917.2
XM_039293296.2,0.0,776.0,47,91.424,NM_140855.4
XM_039293301.2,0.0,2152.0,99,96.415,NM_001144471.3
XM_039293307.2,0.0,1613.0,12,96.33,NM_079399.3
XM_039293309.2,0.0,3070.0,77,97.039,NM_001274435.1
XM_039293313.2,0.0,1892.0,100,95.89,"NM_001169867.2, NM_139548.4"
XM_039293322.2,0.0,1825.0,86,97.481,NM_139408.3
XM_039293323.2,0.0,1399.0,92,96.262,NM_001144396.2
XM_039293324.2,0.0,2730.0,98,97.789,NM_140812.3
XM_039293325.2,0.0,3454.0,99,95.804,NM_001274319.1
XM_039293331.2,8.84e-152,536.0,38,93.611,NM_001038915.2
XM_039293333.2,0.0,4815.0,97,96.289,NM_079321.3
XM_039293335.2,0.0,7177.0,96,95.127,NM_001274512.2
XM_039293337.2,0.0,20447.0,99,96.225,NM_001274890.1
XM_039293338.2,0.0,11247.0,99,95.263,NM_168571.3
XM_039293339.2,0.0,5228.0,99,97.884,NM_001202174.2
XM_039293341.2,0.0,1140.0,95,93.009,NM_139869.2
XM_039293346.2,0.0,12617.0,83,95.863,NM_001259744.1
XM_039293348.2,0.0,11882.0,96,97.437,NM_001274652.1
XM_039293367.2,0.0,4194.0,93,94.959,NM_001043164.3
XM_039293370.1,0.0,1648.0,99,95.712,NM_140389.3
XM_039293371.2,0.0,992.0,99,94.29,NM_141099.2
XM_039293373.2,0.0,2483.0,99,92.519,NM_140136.1
XM_039293374.2,3.53e-55,213.0,61,96.154,NM_001274869.1
XM_039293380.1,0.0,3134.0,99,93.827,NM_168725.4
XM_039293381.2,0.0,3304.0,99,97.907,NM_001300201.1
XM_039293383.2,0.0,2331.0,96,93.981,NM_168430.3
XM_039293384.2,0.0,1618.0,74,93.978,NM_206264.2
XM_039293388.2,0.0,4169.0,99,95.906,NM_001259909.2
XM_039293395.2,0.0,1775.0,94,89.929,NM_168830.2
XM_039293397.2,0.0,1177.0,89,94.495,NM_168828.3
XM_039293398.2,0.0,2021.0,100,99.198,NM_001300195.1
XM_039293403.2,4.29e-147,520.0,80,92.183,NM_140668.3
XM_039293405.2,0.0,11162.0,99,97.296,NM_001274955.1
XM_039293411.1,0.0,22255.0,97,97.513,NM_139680.3
XM_039293412.1,0.0,3718.0,93,92.396,NM_168104.2
XM_039293413.2,0.0,3997.0,85,97.365,NM_001382192.1
XM_039293414.1,0.0,2287.0,93,93.511,NM_139681.2
XM_039293420.2,0.0,14622.0,99,96.808,NM_001274259.1
XM_039293437.2,0.0,7559.0,65,96.95,NM_001382035.1
XM_039293439.1,0.0,4988.0,80,97.411,NM_001274278.1
XM_039293452.2,0.0,3042.0,100,94.394,NM_001259602.2
XM_039293458.2,0.0,4518.0,98,95.652,NM_138196.3
XM_039293460.2,0.0,804.0,63,96.502,NM_001259602.2
XM_039293463.2,6.59e-145,512.0,86,91.689,NM_001103995.2
XM_039293464.2,0.0,1958.0,96,95.204,NM_139653.3
XM_039293466.2,0.0,3208.0,95,96.407,NM_079200.5
XM_039293473.2,0.0,4820.0,99,96.035,NM_001300070.1
XM_039293479.2,0.0,942.0,81,91.557,NM_001382169.1
XM_039293480.1,0.0,1871.0,99,95.186,NM_168326.2
XM_039293481.2,0.0,856.0,97,93.086,NM_001104089.2
XM_039293482.2,0.0,1280.0,99,91.304,"NM_001031945.2, NM_001031944.2"
XM_039293484.2,0.0,2290.0,69,94.149,NM_140980.1
XM_039293487.2,0.0,2283.0,97,96.524,NM_176372.2
XM_039293488.2,0.0,2002.0,97,95.907,NM_001202213.2
XM_039293490.2,0.0,5799.0,98,96.444,NM_139967.2
XM_039293492.2,0.0,3341.0,97,92.972,NM_001300052.1
XM_039293493.2,0.0,2828.0,59,94.882,NM_001201903.1
XM_039293498.2,0.0,9891.0,89,96.792,NM_139536.4
XM_039293503.2,0.0,6026.0,99,97.093,NM_139528.3
XM_039293505.2,0.0,3496.0,98,96.387,NM_139511.4
XM_039293511.2,0.0,1472.0,91,92.676,NM_001169864.1
XM_039293513.2,0.0,2390.0,90,94.103,NM_168008.3
XM_039293515.2,0.0,1504.0,83,96.288,"NM_139531.5, NM_168003.4"
XM_039293519.2,0.0,2226.0,55,96.791,NM_140595.3
XM_039293526.2,0.0,1923.0,98,93.011,NM_141151.3
XM_039293533.2,0.0,2135.0,92,95.387,NM_080143.4
XM_039293536.2,0.0,4213.0,97,97.012,NM_001300065.1
XM_039293550.2,0.0,13291.0,98,94.958,NM_001274688.1
XM_039293559.2,0.0,3502.0,95,91.779,NM_001274685.2
XM_039293570.2,0.0,8067.0,94,97.394,NM_001014590.2
XM_039293571.2,0.0,3653.0,84,94.016,NM_001316384.1
XM_039293574.2,0.0,10781.0,99,92.09,NM_206332.2
XM_039293584.2,0.0,3976.0,94,91.707,NM_140231.2
XM_039293588.2,0.0,4375.0,99,94.636,NM_001043134.2
XM_039293591.1,0.0,4647.0,99,95.08,NM_134909.3
XM_039293592.2,3.7100000000000004e-157,553.0,99,91.379,NM_001382133.1
XM_039293593.2,4.989999999999999e-106,383.0,92,85.677,NM_001259791.1
XM_039293597.2,0.0,5228.0,96,94.57,NM_139708.3
XM_039293599.2,0.0,5251.0,100,95.214,NM_001274918.1
XM_039293601.2,0.0,2700.0,78,95.147,NM_001169972.2
XM_039293602.2,0.0,6091.0,94,90.721,NM_168748.4
XM_039293607.2,0.0,6445.0,97,91.161,NM_168748.4
XM_039293612.2,0.0,3395.0,99,95.048,NM_140751.4
XM_039293613.2,0.0,3373.0,99,94.865,NM_140751.4
XM_039293615.2,4.28e-137,486.0,86,88.78,NM_001202198.2
XM_039293616.2,0.0,1236.0,99,93.976,NM_079413.3
XM_039293617.2,0.0,1077.0,64,92.963,NM_001259965.2
XM_039293639.2,0.0,6106.0,92,96.488,NM_138984.4
XM_039293641.2,0.0,4220.0,99,96.595,NM_001144400.2
XM_039293645.2,0.0,5758.0,93,95.905,NM_001273096.1
XM_039293646.1,0.0,756.0,96,94.683,NM_141148.3
XM_039293647.2,7.7e-161,566.0,82,85.864,NM_141149.3
XM_039293650.2,0.0,4037.0,96,94.695,NM_001259929.2
XM_039293652.1,0.0,787.0,91,96.815,NM_176375.2
XM_039293659.2,0.0,4615.0,99,98.292,NM_001274475.1
XM_039293662.1,0.0,13767.0,97,96.628,NM_001169984.3
XM_039293667.2,0.0,10634.0,83,97.061,NM_001275033.1
XM_039293675.2,0.0,2900.0,96,94.566,NM_001414077.1
XM_039293682.2,0.0,2455.0,79,96.559,NM_079394.3
XM_039293685.2,0.0,647.0,65,92.593,NM_140657.2
XM_039293686.1,5.28e-169,593.0,62,95.467,NM_168089.3
XM_039293697.2,0.0,1668.0,78,89.985,NM_141059.3
XM_039293700.2,0.0,669.0,96,97.222,NR_048231.1
XM_039293701.2,0.0,1024.0,71,93.586,NM_139695.2
XM_039293702.2,0.0,854.0,83,96.863,NM_001273098.1
XM_039293703.2,0.0,4104.0,85,94.836,NM_139613.3
XM_039293704.2,0.0,4462.0,95,96.143,NM_139609.2
XM_039293706.2,4.04e-99,359.0,100,98.522,NM_001382165.1
XM_039293711.2,0.0,1592.0,34,93.327,NM_139569.2
XM_039293713.2,0.0,1325.0,97,92.364,NM_001300093.1
XM_039293715.2,0.0,1356.0,96,96.145,NM_139960.2
XM_039293716.2,0.0,1055.0,78,97.415,NM_001144404.2
XM_039293717.2,0.0,24273.0,99,96.851,NM_001299990.1
XM_039293731.2,0.0,11550.0,71,96.31,NM_001259649.1
XM_039293750.2,0.0,6131.0,68,96.4,NM_176328.3
XM_039293753.2,0.0,1513.0,59,95.877,"NM_001300135.1, NM_001300136.1"
XM_039293755.2,0.0,2220.0,53,96.114,NM_001274645.1
XM_039293758.2,9.220000000000001e-144,508.0,87,89.512,NM_001202198.2
XM_039293759.2,0.0,11225.0,98,97.122,NM_078759.4
XM_039293762.2,0.0,6785.0,99,96.755,NM_001104176.2
XM_039293765.2,0.0,1533.0,99,90.736,"NM_001382150.1, NM_168801.2"
XM_039293766.2,0.0,798.0,68,94.808,NR_125006.1
XM_039293767.2,5.29e-145,512.0,88,96.753,NM_001316477.1
XM_039293768.1,0.0,4359.0,92,95.35,NM_001300169.1
XM_039293771.2,0.0,5171.0,99,96.605,NM_001299955.1
XM_039293772.2,0.0,6975.0,94,95.032,NM_001274254.1
XM_039293782.2,0.0,989.0,97,95.617,"NM_001043109.2, NM_001299953.1"
XM_039293784.2,0.0,11117.0,91,96.811,NM_001259778.1
XM_039293809.2,0.0,4501.0,59,96.962,NM_001273686.1
XM_039293813.2,0.0,4119.0,92,96.48,NM_139420.4
XM_039293814.2,0.0,12807.0,95,95.513,NM_001275055.2
XM_039293815.1,0.0,2815.0,100,93.406,"NM_140720.5, NM_001144490.3"
XM_039293820.2,0.0,3437.0,68,96.085,NM_001274666.1
XM_039293821.2,1.51e-86,318.0,57,90.4,NM_001259921.1
XM_039293833.1,0.0,6281.0,96,94.459,NM_080490.4
XM_039293834.2,0.0,4388.0,99,96.578,NM_079455.4
XM_039293836.2,0.0,928.0,17,95.841,NM_001273672.2
XM_039293839.2,4.25e-89,327.0,42,97.895,NM_140952.3
XM_039293841.2,0.0,4039.0,98,97.275,NM_168605.2
XM_039293843.2,0.0,4933.0,69,95.568,NM_079218.3
XM_039293848.1,0.0,2519.0,95,92.994,NM_139736.2
XM_039293849.2,0.0,1827.0,99,97.143,NM_001274523.1
XM_039293850.2,0.0,6739.0,97,98.709,NM_001347801.1
XM_039293866.2,0.0,20088.0,99,96.562,NM_136154.2
XM_039293872.2,0.0,972.0,97,99.439,NM_079278.3
XM_039293880.2,0.0,12726.0,87,97.721,NM_001273665.1
XM_039293884.2,0.0,5710.0,98,95.623,NM_139922.3
XM_039293888.2,0.0,3393.0,36,97.446,NM_001370048.1
XM_039293897.2,0.0,4403.0,99,95.735,NM_168977.2
XM_039293898.2,0.0,955.0,74,90.237,NR_048314.2
XM_039293900.2,0.0,841.0,20,92.437,NM_141165.2
XM_039293909.2,0.0,3454.0,90,91.4,NM_136152.4
XM_039293913.1,0.0,2451.0,74,97.491,NM_001275301.1
XM_039293915.2,0.0,1628.0,99,96.012,NM_001275299.1
XM_039293916.1,0.0,5454.0,99,94.26,NM_141121.4
XM_039293917.2,0.0,2928.0,64,93.763,NM_141121.4
XM_039293918.2,0.0,2176.0,96,97.634,NM_001275273.1
XM_039293919.2,7.97e-74,276.0,80,83.686,NM_001275274.1
XM_039293923.1,0.0,3216.0,93,90.313,NM_079185.4
XM_039293929.1,0.0,6900.0,99,96.116,NM_167842.3
XM_039293930.2,0.0,2543.0,90,94.265,NM_001274291.1
XM_039293934.2,0.0,2001.0,98,94.668,NM_138213.3
XM_039293935.2,0.0,1138.0,20,96.779,NR_182240.1
XM_039293940.2,0.0,13363.0,89,96.927,NM_001259893.2
XM_039293956.2,0.0,6261.0,98,93.401,NM_168461.2
XM_039293959.2,0.0,1594.0,91,87.363,"NM_001316464.1, NM_001316434.1"
XM_039293960.1,1.43e-152,538.0,82,87.785,NM_001144461.1
XM_039293962.2,0.0,7537.0,98,94.398,NM_001274768.1
XM_039293965.2,0.0,2798.0,89,96.056,NM_140182.3
XM_039293967.2,0.0,944.0,86,93.438,NM_001104110.4
XM_039293968.2,6.56e-126,449.0,67,89.532,NM_140181.2
XM_039293969.2,0.0,1646.0,85,95.485,NM_001316483.1
XM_039293970.2,0.0,3077.0,94,96.369,NM_001274794.1
XM_039293974.2,0.0,9827.0,98,96.327,NM_168487.2
XM_039293982.2,0.0,8312.0,92,96.257,NM_001275256.1
XM_039293986.2,0.0,3345.0,88,97.69,NM_001300090.1
XM_039293995.2,0.0,5873.0,98,94.407,NM_001300089.2
XM_039294000.2,0.0,2137.0,87,96.88,NM_001363925.1
XM_039294002.2,0.0,5792.0,86,94.758,NM_001299964.1
XM_039294005.2,0.0,4571.0,60,96.36,NM_001274444.1
XM_039294008.2,0.0,10853.0,100,95.585,NM_140925.6
XM_039294016.2,0.0,1764.0,95,95.716,NM_140924.3
XM_039294026.2,0.0,2946.0,92,95.603,NM_001274560.1
XM_039294034.2,0.0,5869.0,60,96.379,NM_001014576.2
XM_039294044.2,0.0,3373.0,94,96.35,NM_001169402.2
XM_039294055.2,0.0,16030.0,97,96.583,NM_001202141.1
XM_039294061.2,0.0,17418.0,92,96.933,NM_168880.3
XM_039294065.2,0.0,3548.0,69,98.465,NM_079203.3
XM_039294066.1,0.0,1456.0,97,95.912,NM_139645.3
XM_039294089.2,0.0,11585.0,99,97.562,NM_140557.5
XM_039294099.2,0.0,3295.0,93,97.234,NM_001144415.3
XM_039294106.2,0.0,15363.0,95,96.635,NM_001274657.1
XM_039294109.2,0.0,3672.0,99,96.667,NM_001273025.1
XM_039294120.2,0.0,3295.0,99,97.179,NM_176272.2
XM_039294122.2,0.0,12650.0,96,97.414,NM_001202108.2
XM_039294143.2,0.0,2529.0,91,96.361,NM_079171.4
XM_039294146.2,0.0,12430.0,99,96.144,NM_001259905.1
XM_039294147.2,0.0,3066.0,96,97.187,NM_079437.4
XM_039294149.2,0.0,2381.0,69,95.769,NM_001259905.1
XM_039294150.1,0.0,2379.0,99,92.433,NM_168804.3
XM_039294156.2,0.0,765.0,37,92.365,NM_001031958.2
XM_039294159.2,0.0,8780.0,99,96.198,NM_079304.4
XM_039294161.1,0.0,3555.0,94,91.055,NM_079919.3
XM_039294164.2,0.0,6364.0,99,91.123,NM_206342.2
XM_039294165.2,0.0,3118.0,98,87.638,NM_140247.3
XM_039294171.2,0.0,3109.0,93,97.073,NM_140263.1
XM_039294172.2,0.0,1796.0,92,89.394,NM_001300107.1
XM_039294175.2,6.97e-107,387.0,47,87.429,NM_001300107.1
XM_039294176.2,0.0,9980.0,94,97.13,NM_206362.2
XM_039294179.2,0.0,19956.0,99,96.691,NM_206236.3
XM_039294180.1,0.0,13095.0,92,97.28,NM_001274357.1
XM_039294184.2,0.0,6986.0,99,96.232,NM_001369971.1
XM_039294191.2,0.0,5906.0,96,95.166,NM_139392.2
XM_039294192.2,0.0,2837.0,92,95.616,NM_001259621.2
XM_039294193.2,0.0,2473.0,98,95.293,NM_001299976.1
XM_039294197.2,2.78e-44,180.0,7,96.364,NR_167869.1
XM_039294198.2,0.0,2002.0,96,87.038,NM_001043176.2
XM_039294205.2,0.0,10914.0,50,95.951,NM_001275292.1
XM_039294211.2,2.6300000000000003e-164,577.0,99,88.866,NM_001300220.1
XM_039294212.2,0.0,641.0,94,89.729,"NM_168797.4, NM_168796.3"
XM_039294213.1,0.0,737.0,94,93.069,NM_168797.4
XM_039294214.1,1.2700000000000002e-167,588.0,83,91.905,NM_001275116.1
XM_039294215.2,0.0,682.0,81,93.305,NM_168796.3
XM_039294216.1,5.69e-131,466.0,90,86.414,NM_001275117.1
XM_039294217.2,0.0,3971.0,71,97.309,NM_001414152.1
XM_039294218.2,0.0,2043.0,42,95.437,NM_001414152.1
XM_039294219.2,0.0,1768.0,99,94.392,NM_001298990.1
XM_039294220.2,6.89e-40,163.0,35,88.235,NM_001299107.1
XM_039294221.1,2.34e-48,191.0,44,93.13,NM_001259147.1
XM_039294224.2,0.0,11712.0,98,95.899,NM_001274337.2
XM_039294232.2,0.0,1808.0,93,98.723,NM_001370049.1
XM_039294233.2,0.0,1581.0,87,97.118,NM_001274344.1
XM_039294243.2,0.0,6311.0,99,98.522,NM_079258.3
XM_039294250.2,0.0,10637.0,93,96.74,NM_001274447.1
XM_039294257.2,1.18e-173,608.0,71,92.255,NM_206271.2
XM_039294267.2,0.0,9417.0,99,96.716,NM_205889.4
XM_039294268.1,0.0,7491.0,96,96.698,NM_079241.4
XM_039294276.2,0.0,8453.0,100,95.807,NM_001274719.1
XM_039294293.2,0.0,6558.0,99,97.155,NM_168353.2
XM_039294296.2,0.0,3062.0,69,97.804,NM_001259946.2
XM_039294308.2,0.0,2990.0,99,96.035,NM_141113.3
XM_039294309.2,0.0,6564.0,84,96.92,NM_165262.3
XM_039294310.2,0.0,2006.0,62,94.069,NM_079482.4
XM_039294315.2,0.0,10043.0,99,95.315,NM_206286.2
XM_039294317.2,0.0,2386.0,92,95.819,NM_139801.3
XM_039294322.2,0.0,10717.0,99,97.012,NM_168102.3
XM_039294323.2,0.0,815.0,86,88.567,NM_139669.2
XM_039294324.2,0.0,3009.0,99,95.985,NM_001259722.1
XM_039294340.2,0.0,974.0,92,93.588,NM_140433.2
XM_039294345.2,0.0,2071.0,94,93.709,NM_001104200.3
XM_039294350.2,0.0,2159.0,93,95.821,NM_001043187.2
XM_039294360.1,3.3999999999999997e-168,590.0,99,88.824,NM_139935.3
XM_039294361.1,0.0,898.0,94,95.544,NM_139936.3
XM_039294368.2,0.0,682.0,52,81.709,NM_079281.4
XM_039294372.2,0.0,5723.0,87,97.313,NM_001144484.3
XM_039294373.2,0.0,5210.0,98,96.685,NM_140309.2
XM_039294375.1,0.0,3550.0,99,95.244,NM_140689.4
XM_039294376.2,0.0,6013.0,99,97.329,NM_001104161.3
XM_039294378.2,0.0,7348.0,99,97.013,NM_001274885.1
XM_039294381.2,0.0,859.0,47,94.004,NR_167881.1
