NCBI_GeneID,Symbol,Description,Gene_Type,Transcripts,Transcript_Accession,Nomenclature ID,Nomenclature ID2,Chromosomes,Transcript_Genomic_Accession,Transcript_Genomic_Start,Transcript_Genomic_Stop,Orientation,Proteins,Protein_Accession,Synonyms
LOC6735008,LOC6735008,cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2,PROTEIN_CODING,1.0,XM_002081953.4,LOC6735008,LOC6735008,2R,NC_052521.2,15016399,15018885,plus,1.0,XP_002081989.1,"GD11317,GD11317-PA"
LOC6735010,LOC6735010,ribosome biogenesis protein BOP1 homolog,PROTEIN_CODING,1.0,XM_002081955.4,LOC6735010,LOC6735010,2R,NC_052521.2,15020010,15022823,plus,1.0,XP_002081991.2,"GD11318,GD11318-PA"
LOC6735011,LOC6735011,regulator of G-protein signaling 17,PROTEIN_CODING,2.0,XM_039292184.2,LOC6735011,LOC6735011,2R,NC_052521.2,15023151,15029188,plus,1.0,XP_039148118.1,"GD11319,GD11319-PA,GD11319-PB,GD11319-PC,GD11319-PD"
LOC6735014,LOC6735014,protein grainyhead,PROTEIN_CODING,12.0,XM_016168358.3,LOC6735014,LOC6735014,2R,NC_052521.2,15031956,15071474,plus,12.0,XP_016028287.2,"GD11322,GD11322-PB"
LOC6735017,LOC6735017,calcium release-activated calcium channel protein 1,PROTEIN_CODING,4.0,XM_002081962.4,LOC6735017,LOC6735017,2R,NC_052521.2,15073088,15089797,plus,4.0,XP_002081998.1,"GD11325,GD11325-PA,GD11325-PB,GD11325-PC,GD11325-PD,GD11325-PE"
LOC6735018,LOC6735018,MORN repeat-containing protein 3,PROTEIN_CODING,1.0,XM_002081963.3,LOC6735018,LOC6735018,2R,NC_052521.2,15089944,15091039,plus,1.0,XP_002081999.2,"GD11326,GD11326-PA"
LOC6735019,LOC6735019,protein three rows,PROTEIN_CODING,1.0,XM_002081964.4,LOC6735019,LOC6735019,2R,NC_052521.2,15090981,15095462,minus,1.0,XP_002082000.2,"GD25435,GD25435-PA"
LOC6735020,LOC6735020,acidic leucine-rich nuclear phosphoprotein 32 family member A,PROTEIN_CODING,2.0,XM_016181672.3,LOC6735020,LOC6735020,2R,NC_052521.2,15095904,15101569,minus,2.0,XP_016028295.1,"GD25433,GD25433-PA,GD25433-PB"
LOC6735021,LOC6735021,uncharacterized LOC6735021,PROTEIN_CODING,1.0,XM_016181670.3,LOC6735021,LOC6735021,2R,NC_052521.2,15107037,15109554,minus,1.0,XP_016028303.1,"GD25432,GD25432-PA"
LOC6735022,LOC6735022,uncharacterized LOC6735022,PROTEIN_CODING,1.0,XM_002081967.4,LOC6735022,LOC6735022,2R,NC_052521.2,15109633,15111737,minus,1.0,XP_002082003.1,"GD25431,GD25431-PA"
LOC6735023,LOC6735023,phenoloxidase 2,PROTEIN_CODING,1.0,XM_002081968.4,LOC6735023,LOC6735023,2R,NC_052521.2,15116701,15119432,minus,1.0,XP_002082004.1,"GD25430,GD25430-PA"
LOC6735024,LOC6735024,uncharacterized LOC6735024,PROTEIN_CODING,1.0,XM_002081969.4,LOC6735024,LOC6735024,2R,NC_052521.2,15123115,15124124,minus,1.0,XP_002082005.2,"GD25429,GD25429-PA"
LOC6735025,LOC6735025,uncharacterized LOC6735025,PROTEIN_CODING,1.0,XM_002081970.4,LOC6735025,LOC6735025,2R,NC_052521.2,15124489,15125043,plus,1.0,XP_002082006.2,"GD11327,GD11327-PB"
LOC6735026,LOC6735026,potassium voltage-gated channel subfamily H member 8,PROTEIN_CODING,4.0,XM_016168368.3,LOC6735026,LOC6735026,2R,NC_052521.2,15103110,15156021,plus,4.0,XP_016028300.1,"GD11328,GD11328-PB,GD11328-PC,GD11328-PD,GD11328-PE,GD11328-PF,GD11328-PG,GD11328-PH"
LOC6735029,LOC6735029,uncharacterized LOC6735029,PROTEIN_CODING,3.0,XM_016181668.3,LOC6735029,LOC6735029,2R,NC_052521.2,15204720,15237651,minus,3.0,XP_016028307.1,"GD25426,GD25426-PB,GD25426-PC,GD25426-PD"
LOC6735030,LOC6735030,uncharacterized LOC6735030,PROTEIN_CODING,1.0,XM_002081975.4,LOC6735030,LOC6735030,2R,NC_052521.2,15248266,15249437,plus,1.0,XP_002082011.1,"GD11331,GD11331-PA"
LOC6735031,LOC6735031,pentatricopeptide repeat-containing protein At1g10270,PROTEIN_CODING,27.0,XM_016168382.3,LOC6735031,LOC6735031,2R,NC_052521.2,15249899,15252027,plus,27.0,XP_016028319.2,"GD11332,GD11332-PB,GD11332-PC,GD11332-PD,GD11332-PE,GD11332-PF,GD11332-PG,GD11332-PH,GD11332-PI,GD11332-PJ,GD11332-PK,GD11332-PL,GD11332-PM,GD11332-PN,GD11332-PO,GD11332-PP,GD11332-PQ,GD11332-PR,GD11332-PS,GD11332-PT,GD11332-PU"
LOC6735032,LOC6735032,uncharacterized LOC6735032,PROTEIN_CODING,1.0,XM_002081977.4,LOC6735032,LOC6735032,2R,NC_052521.2,15272294,15273292,minus,1.0,XP_002082013.1,"GD25425,GD25425-PA"
LOC6735033,LOC6735033,uncharacterized LOC6735033,PROTEIN_CODING,1.0,XM_002081978.3,LOC6735033,LOC6735033,2R,NC_052521.2,15273651,15274696,minus,1.0,XP_002082014.1,"GD25424,GD25424-PA"
LOC6735034,LOC6735034,nuclear pore complex protein NUP62,PROTEIN_CODING,1.0,XM_002081979.4,LOC6735034,LOC6735034,2R,NC_052521.2,15275705,15276831,minus,1.0,XP_002082015.1,"GD25423,GD25423-PA"
LOC6735035,LOC6735035,uncharacterized LOC6735035,PROTEIN_CODING,1.0,XM_002081980.4,LOC6735035,LOC6735035,2R,NC_052521.2,15277378,15278146,plus,1.0,XP_002082016.2,"GD11333,GD11333-PA"
LOC6735036,LOC6735036,uncharacterized LOC6735036,PROTEIN_CODING,1.0,XM_002081981.4,LOC6735036,LOC6735036,2R,NC_052521.2,15278172,15279194,minus,1.0,XP_002082017.1,"GD25422,GD25422-PA"
LOC6735037,LOC6735037,threonine-rich protein,PROTEIN_CODING,1.0,XM_002081982.4,LOC6735037,LOC6735037,2R,NC_052521.2,15279509,15281176,minus,1.0,XP_002082018.3,"GD25421,GD25421-PA"
LOC6735038,LOC6735038,cell wall protein IFF6,PROTEIN_CODING,1.0,XM_002081983.4,LOC6735038,LOC6735038,2R,NC_052521.2,15281648,15283186,minus,1.0,XP_002082019.1,"GD25420,GD25420-PA"
LOC6735039,LOC6735039,uncharacterized protein DDB_G0271670,PROTEIN_CODING,1.0,XM_002081984.4,LOC6735039,LOC6735039,2R,NC_052521.2,15285087,15286193,minus,1.0,XP_002082020.1,"GD25419,GD25419-PA"
LOC6735041,LOC6735041,myb-like protein AA,PROTEIN_CODING,2.0,XM_016168391.2,LOC6735041,LOC6735041,2R,NC_052521.2,15291866,15317603,plus,2.0,XP_016028328.1,"GD11335,GD11335-PA"
LOC6735042,LOC6735042,thymidylate kinase,PROTEIN_CODING,1.0,XM_016181665.3,LOC6735042,LOC6735042,2R,NC_052521.2,15317810,15318897,minus,1.0,XP_016028329.1,"GD25418,GD25418-PA"
LOC6735043,LOC6735043,uncharacterized protein CG5098,PROTEIN_CODING,2.0,XM_016168393.3,LOC6735043,LOC6735043,2R,NC_052521.2,15318896,15325087,plus,2.0,XP_016028331.1,"GD11336,GD11336-PB,GD11336-PC"
LOC6735044,LOC6735044,probable serine/threonine-protein kinase mps1,PROTEIN_CODING,2.0,XM_016181663.3,LOC6735044,LOC6735044,2R,NC_052521.2,15325189,15332640,minus,2.0,XP_016028332.1,"GD25417,GD25417-PB,GD25417-PC"
LOC6735045,LOC6735045,uncharacterized LOC6735045,PROTEIN_CODING,1.0,XM_002081990.4,LOC6735045,LOC6735045,2R,NC_052521.2,15333965,15334518,plus,1.0,XP_002082026.1,"GD11337,GD11337-PA"
LOC6735046,LOC6735046,maternal effect protein staufen,PROTEIN_CODING,2.0,XM_016181661.3,LOC6735046,LOC6735046,2R,NC_052521.2,15337991,15345982,minus,2.0,XP_016028334.1,"GD25416,GD25416-PA,GD25416-PB"
LOC6735047,LOC6735047,serine protease inhibitor 42Dd,PROTEIN_CODING,1.0,XM_002081992.4,LOC6735047,LOC6735047,2R,NC_052521.2,15346183,15348351,plus,1.0,XP_002082028.1,"GD11338,GD11338-PA"
LOC6735048,LOC6735048,uncharacterized LOC6735048,PROTEIN_CODING,1.0,XM_002081993.4,LOC6735048,LOC6735048,2R,NC_052521.2,15348445,15350371,plus,1.0,XP_002082029.1,"GD11339,GD11339-PA,GD11339-PB"
LOC6735050,LOC6735050,polycomb protein Pcl,PROTEIN_CODING,1.0,XM_002081995.4,LOC6735050,LOC6735050,2R,NC_052521.2,15355587,15360199,plus,1.0,XP_002082031.1,"GD11340,GD11340-PA"
LOC6735051,LOC6735051,polyadenylate-binding protein,PROTEIN_CODING,2.0,XM_039292633.1,LOC6735051,LOC6735051,2R,NC_052521.2,15361030,15367651,plus,2.0,XP_039148567.1,-
LOC6735058,LOC6735058,ankyrin repeat domain-containing protein 13C,PROTEIN_CODING,1.0,XM_039292635.2,LOC6735058,LOC6735058,2R,NC_052521.2,15368609,15371891,minus,1.0,XP_039148569.1,"GD25413,GD25413-PA"
LOC6735059,LOC6735059,WD and tetratricopeptide repeats protein 1,PROTEIN_CODING,1.0,XM_002082000.4,LOC6735059,LOC6735059,2R,NC_052521.2,15372121,15374560,plus,1.0,XP_002082036.1,"GD11343,GD11343-PA"
LOC6735060,LOC6735060,longitudinals lacking protein-like,PROTEIN_CODING,5.0,XM_016181654.2,LOC6735060,LOC6735060,2R,NC_052521.2,15374933,15378565,minus,5.0,XP_016028344.1,"GD25412,GD25412-PA,GD25412-PB,GD25412-PC,GD25412-PD,GD25412-PE"
LOC6735061,LOC6735061,nitric oxide-associated protein 1,PROTEIN_CODING,1.0,XM_002082002.4,LOC6735061,LOC6735061,2R,NC_052521.2,15378699,15380655,plus,1.0,XP_002082038.2,"GD11344,GD11344-PB"
LOC6735062,LOC6735062,CTTNBP2 N-terminal-like protein,PROTEIN_CODING,2.0,XM_002082003.3,LOC6735062,LOC6735062,2R,NC_052521.2,15381125,15385180,plus,2.0,XP_002082039.1,"GD11345,GD11345-PA,GD11345-PB"
LOC6735063,LOC6735063,nuclear pore complex protein Nup75,PROTEIN_CODING,1.0,XM_016181653.3,LOC6735063,LOC6735063,2R,NC_052521.2,15385109,15387605,minus,1.0,XP_016028350.1,"Nup75,GD25411,Nup75-PB,Dsim\Nup75,GD25411-PB"
LOC6735064,LOC6735064,GTP-binding protein 1,PROTEIN_CODING,1.0,XM_016181652.3,LOC6735064,LOC6735064,2R,NC_052521.2,15389177,15391928,minus,1.0,XP_016028355.1,"GD25410,GD25410-PB,GD25410-PC"
LOC6735066,LOC6735066,myb-like protein AA,PROTEIN_CODING,2.0,XM_002082007.4,LOC6735066,LOC6735066,2R,NC_052521.2,15395387,15400411,minus,2.0,XP_002082043.2,"GD25409,GD25409-PA"
LOC6735067,LOC6735067,E3 ubiquitin-protein ligase TRAIP,PROTEIN_CODING,1.0,XM_002082008.4,LOC6735067,LOC6735067,2R,NC_052521.2,15400763,15402708,plus,1.0,XP_002082044.1,"GD11347,GD11347-PA"
LOC6735068,LOC6735068,armadillo repeat-containing protein 6 homolog,PROTEIN_CODING,1.0,XM_002082009.4,LOC6735068,LOC6735068,2R,NC_052521.2,15402585,15404312,minus,1.0,XP_002082045.1,"GD25408,GD25408-PA"
LOC6735069,LOC6735069,uncharacterized LOC6735069,PROTEIN_CODING,2.0,XM_016181650.3,LOC6735069,LOC6735069,2R,NC_052521.2,15404560,15414198,minus,2.0,XP_016028357.1,"GD25406,GD25406-PA"
LOC6735070,LOC6735070,ladderlectin,PROTEIN_CODING,1.0,XM_016168397.3,LOC6735070,LOC6735070,2R,NC_052521.2,15407823,15408605,plus,1.0,XP_016028358.1,"GD11348,GD11348-PA"
LOC6735071,LOC6735071,C-type lectin 37Da,PROTEIN_CODING,1.0,XM_002082012.4,LOC6735071,LOC6735071,2R,NC_052521.2,15409071,15410013,plus,1.0,XP_002082048.1,"GD11349,GD11349-PA"
LOC6735072,LOC6735072,C-type lectin 37Da,PROTEIN_CODING,1.0,XM_002082013.4,LOC6735072,LOC6735072,2R,NC_052521.2,15410372,15411085,plus,1.0,XP_002082049.1,"GD11350,GD11350-PA"
LOC6735081,LOC6735081,otefin,PROTEIN_CODING,1.0,XM_002082022.4,LOC6735081,LOC6735081,2R,NC_052521.2,15497074,15498682,minus,1.0,XP_002082058.1,"GD25400,GD25400-PA"
LOC6735083,LOC6735083,mucin-19,PROTEIN_CODING,2.0,XM_039292103.2,LOC6735083,LOC6735083,2R,NC_052521.2,15499240,15511015,minus,2.0,XP_039148037.1,-
LOC6735085,LOC6735085,uncharacterized LOC6735085,PROTEIN_CODING,1.0,XM_039292107.2,LOC6735085,LOC6735085,2R,NC_052521.2,15514926,15515987,plus,1.0,XP_039148041.1,"GD11356,GD11356-PB"
LOC6735086,LOC6735086,uncharacterized LOC6735086,PROTEIN_CODING,1.0,XM_002082027.4,LOC6735086,LOC6735086,2R,NC_052521.2,15519351,15520117,plus,1.0,XP_002082063.1,-
LOC6735087,LOC6735087,uncharacterized LOC6735087,PROTEIN_CODING,1.0,XM_002082028.4,LOC6735087,LOC6735087,2R,NC_052521.2,15517161,15517889,plus,1.0,XP_002082064.1,"GD11358,GD11358-PA"
LOC6735088,LOC6735088,uncharacterized LOC6735088,PROTEIN_CODING,2.0,XM_039292109.2,LOC6735088,LOC6735088,2R,NC_052521.2,15518121,15522263,plus,2.0,XP_039148043.1,"GD11359,GD11359-PB"
LOC6735089,LOC6735089,uncharacterized LOC6735089,PROTEIN_CODING,1.0,XM_016168400.2,LOC6735089,LOC6735089,2R,NC_052521.2,15522551,15523271,plus,1.0,XP_016028362.1,"GD11360,GD11360-PB"
LOC6735090,LOC6735090,uncharacterized LOC6735090,PROTEIN_CODING,1.0,XM_016168401.3,LOC6735090,LOC6735090,2R,NC_052521.2,15523638,15524757,plus,1.0,XP_016028363.1,"GD11361,GD11361-PA"
LOC6735093,LOC6735093,bomanin Short 1,PROTEIN_CODING,1.0,XM_016168402.3,LOC6735093,LOC6735093,2R,NC_052521.2,15595839,15596759,plus,1.0,XP_016028367.1,"GD11363,GD11363-PB"
LOC6735094,LOC6735094,bomanin Short 1,PROTEIN_CODING,1.0,XM_002082035.4,LOC6735094,LOC6735094,2R,NC_052521.2,15596915,15597400,plus,1.0,XP_002082071.1,"GD11364,GD11364-PA"
LOC6735095,LOC6735095,uncharacterized LOC6735095,PROTEIN_CODING,1.0,XM_002082036.3,LOC6735095,LOC6735095,2R,NC_052521.2,15597365,15598020,minus,1.0,XP_002082072.1,"GD25396,GD25396-PA"
LOC6735096,LOC6735096,bomanin Short 2,PROTEIN_CODING,1.0,XM_002082037.3,LOC6735096,LOC6735096,2R,NC_052521.2,15598862,15599365,plus,1.0,XP_002082073.1,"GD11365,GD11365-PA"
LOC6735097,LOC6735097,bomanin Short 3,PROTEIN_CODING,1.0,XM_002082038.4,LOC6735097,LOC6735097,2R,NC_052521.2,15600510,15600974,plus,1.0,XP_002082074.1,"GD11366,GD11366-PA"
LOC6735098,LOC6735098,bomanin-836,PROTEIN_CODING,1.0,XM_002082039.3,LOC6735098,LOC6735098,2R,NC_052521.2,15601497,15601895,plus,1.0,XP_002082075.1,"GD11367,GD11367-PA"
LOC6735099,LOC6735099,bomanin-065-like,PROTEIN_CODING,1.0,XM_039291556.2,LOC6735099,LOC6735099,2R,NC_052521.2,15602350,15602845,plus,1.0,XP_039147490.1,-
LOC6735100,LOC6735100,bomanin-068,PROTEIN_CODING,1.0,XM_002082041.3,LOC6735100,LOC6735100,2R,NC_052521.2,15602705,15603031,minus,1.0,XP_002082077.1,"GD25395,GD25395-PA"
LOC6735101,LOC6735101,chitinase-like protein Idgf5,PROTEIN_CODING,1.0,XM_002082042.4,LOC6735101,LOC6735101,2R,NC_052521.2,15606000,15607677,plus,1.0,XP_002082078.3,"GD11369,GD11369-PA"
LOC6735102,LOC6735102,glutathione S-transferase 1,PROTEIN_CODING,1.0,XM_016181648.3,LOC6735102,LOC6735102,2R,NC_052521.2,15608930,15609851,minus,1.0,XP_016028368.1,"GD25394,GD25394-PB"
LOC6735103,LOC6735103,glutathione S-transferase 1,PROTEIN_CODING,1.0,XM_002082044.4,LOC6735103,LOC6735103,2R,NC_052521.2,15610710,15611576,plus,1.0,XP_002082080.1,"GD11370,GD11370-PA"
LOC6735104,LOC6735104,glutathione S-transferase 1,PROTEIN_CODING,1.0,XM_002082045.4,LOC6735104,LOC6735104,2R,NC_052521.2,15616006,15616788,plus,1.0,XP_002082081.1,"GD11371,GD11371-PA"
LOC6735105,LOC6735105,glutathione S-transferase 1,PROTEIN_CODING,1.0,XM_002082046.4,LOC6735105,LOC6735105,2R,NC_052521.2,15617079,15617912,plus,1.0,XP_002082082.1,"GD11372,GD11372-PA"
LOC6735106,LOC6735106,glutathione S-transferase 1,PROTEIN_CODING,1.0,XM_002082047.4,LOC6735106,LOC6735106,2R,NC_052521.2,15618218,15619004,plus,1.0,XP_002082083.1,"GD11373,GD11373-PA"
LOC6735107,LOC6735107,glutathione S-transferase 1,PROTEIN_CODING,1.0,XM_002082048.4,LOC6735107,LOC6735107,2R,NC_052521.2,15619573,15620327,plus,1.0,XP_002082084.1,"GD11374,GD11374-PA"
LOC6735108,LOC6735108,glutathione S-transferase 1,PROTEIN_CODING,1.0,XM_002082049.4,LOC6735108,LOC6735108,2R,NC_052521.2,15620916,15621679,plus,1.0,XP_002082085.2,"GD11375,GD11375-PA"
LOC6735109,LOC6735109,glutathione S-transferase 1,PROTEIN_CODING,1.0,XM_002082050.4,LOC6735109,LOC6735109,2R,NC_052521.2,15621812,15622733,plus,1.0,XP_002082086.1,"GD11376,GD11376-PA"
LOC6735110,LOC6735110,glutathione S-transferase 1,PROTEIN_CODING,1.0,XM_002082051.4,LOC6735110,LOC6735110,2R,NC_052521.2,15622725,15623516,plus,1.0,XP_002082087.1,"GD11377,GD11377-PA"
LOC6735111,LOC6735111,glutathione S-transferase 1,PROTEIN_CODING,1.0,XM_002082052.4,LOC6735111,LOC6735111,2R,NC_052521.2,15624143,15624953,plus,1.0,XP_002082088.1,"GD11378,GD11378-PA"
LOC6735112,LOC6735112,protein immune deficiency,PROTEIN_CODING,1.0,XM_002082053.4,LOC6735112,LOC6735112,2R,NC_052521.2,15624911,15626653,minus,1.0,XP_002082089.1,"imd,imd-PA,GD25393,Dsim\imd,GD25393-PA"
LOC6735113,LOC6735113,TRPL translocation defect protein 14,PROTEIN_CODING,4.0,XM_039291490.1,LOC6735113,LOC6735113,2R,NC_052521.2,15645338,15655420,minus,4.0,XP_039147424.1,"GD25392,GD25392-PA,GD25392-PB,GD25392-PC"
LOC6735115,LOC6735115,vigilin,PROTEIN_CODING,2.0,XM_016168404.3,LOC6735115,LOC6735115,2R,NC_052521.2,15627019,15635574,plus,2.0,XP_016028373.1,"GD11380,GD11380-PB,GD11380-PC"
LOC6735116,LOC6735116,tumor protein D52,PROTEIN_CODING,13.0,XM_016168410.3,LOC6735116,LOC6735116,2R,NC_052521.2,15636455,15641206,plus,13.0,XP_016028379.1,"GD11382,GD11382-PB,GD11382-PC,GD11382-PD,GD11382-PE,GD11382-PF,GD11382-PG,GD11382-PH,GD11382-PI,GD11382-PJ,GD11382-PK,GD11382-PL,GD11382-PM,GD11382-PN,GD11382-PO,GD11382-PP"
LOC6735117,LOC6735117,GPI ethanolamine phosphate transferase 3,PROTEIN_CODING,1.0,XM_016168420.3,LOC6735117,LOC6735117,2R,NC_052521.2,15641409,15645352,plus,1.0,XP_016028389.1,"GD11383,GD11383-PB"
LOC6735118,LOC6735118,kelch domain-containing protein 10 homolog,PROTEIN_CODING,1.0,XM_016168421.3,LOC6735118,LOC6735118,2R,NC_052521.2,15655776,15660367,plus,1.0,XP_016028393.1,"GD11384,GD11384-PA"
LOC6735119,LOC6735119,ragulator complex protein LAMTOR2 homolog,PROTEIN_CODING,1.0,XM_002082060.4,LOC6735119,LOC6735119,2R,NC_052521.2,15661404,15662156,plus,1.0,XP_002082096.1,"GD11385,GD11385-PA"
LOC6735120,LOC6735120,uncharacterized LOC6735120,PROTEIN_CODING,2.0,XM_039291492.2,LOC6735120,LOC6735120,2R,NC_052521.2,15662474,15664281,plus,2.0,XP_039147426.1,"GD11386,GD11386-PA"
LOC6735121,LOC6735121,pre-mRNA-processing factor 19,PROTEIN_CODING,1.0,XM_016181644.3,LOC6735121,LOC6735121,2R,NC_052521.2,15662211,15665936,minus,1.0,XP_016028395.1,"GD25391,GD25391-PB"
LOC6735123,LOC6735123,mitochondrial ribonuclease P protein 1 homolog,PROTEIN_CODING,1.0,XM_002082064.4,LOC6735123,LOC6735123,2R,NC_052521.2,15666131,15667616,plus,1.0,XP_002082100.2,"GD11387,GD11387-PA"
LOC6735124,LOC6735124,dynein axonemal assembly factor 3 homolog,PROTEIN_CODING,1.0,XM_002082065.4,LOC6735124,LOC6735124,2R,NC_052521.2,15667609,15669374,minus,1.0,XP_002082101.2,"GD25389,GD25389-PA"
LOC6735125,LOC6735125,NACHT domain- and WD repeat-containing protein 1,PROTEIN_CODING,12.0,XM_039291496.1,LOC6735125,LOC6735125,2R,NC_052521.2,15671560,15705653,minus,11.0,XP_039147430.1,"GD25388,GD25388-PB,GD25388-PC,GD25388-PD,GD25388-PE,GD25388-PF,GD25388-PG,GD25388-PH,GD25388-PI,GD25388-PJ,GD25388-PK,GD25388-PL,GD25388-PN,GD25388-PO,GD25388-PP"
LOC6735126,LOC6735126,glutathione S-transferase 1,PROTEIN_CODING,1.0,XM_016168423.3,LOC6735126,LOC6735126,2R,NC_052521.2,15711052,15712426,plus,1.0,XP_016028410.1,"GD11388,DsimGSTE11,GD11388-PB"
LOC6735128,LOC6735128,sodium-dependent neutral amino acid transporter SLC6A17,PROTEIN_CODING,3.0,XM_016168426.3,LOC6735128,LOC6735128,2R,NC_052521.2,15722194,15733837,plus,3.0,XP_016028413.1,"GD11389,GD11389-PA,GD11389-PB,GD11389-PC"
LOC6735130,LOC6735130,phosphoenolpyruvate carboxykinase [GTP],PROTEIN_CODING,2.0,XM_002082071.4,LOC6735130,LOC6735130,2R,NC_052521.2,15734777,15742223,plus,2.0,XP_002082107.1,"GD11391,GD11391-PA"
LOC6735131,LOC6735131,phosphoenolpyruvate carboxykinase [GTP],PROTEIN_CODING,1.0,XM_002082072.4,LOC6735131,LOC6735131,2R,NC_052521.2,15744339,15746990,plus,1.0,XP_002082108.1,"GD11392,GD11392-PA"
LOC6735133,LOC6735133,uncharacterized LOC6735133,PROTEIN_CODING,3.0,XM_016168427.2,LOC6735133,LOC6735133,2R,NC_052521.2,15747547,15756491,plus,3.0,XP_016028414.1,"GD11394,GD11394-PB,GD11394-PC,GD11394-PD,GD11394-PE"
LOC6735135,LOC6735135,uncharacterized LOC6735135,PROTEIN_CODING,2.0,XM_016181627.3,LOC6735135,LOC6735135,2R,NC_052521.2,15761629,15803158,minus,1.0,XP_016028418.1,"GD25385,GD25385-PB,GD25385-PC,GD25385-PE"
LOC6735137,LOC6735137,uncharacterized LOC6735137,PROTEIN_CODING,2.0,XM_002082078.4,LOC6735137,LOC6735137,2R,NC_052521.2,15803878,15805034,minus,2.0,XP_002082114.1,"GD25382,GD25382-PA,GD25382-PB"
LOC6735138,LOC6735138,probable inactive tRNA-specific adenosine deaminase-like protein 3,PROTEIN_CODING,1.0,XM_002082079.4,LOC6735138,LOC6735138,2R,NC_052521.2,15805224,15806471,plus,1.0,XP_002082115.1,"GD11395,GD11395-PA"
LOC6735139,LOC6735139,"28S ribosomal protein S28, mitochondrial",PROTEIN_CODING,1.0,XM_002082080.4,LOC6735139,LOC6735139,2R,NC_052521.2,15806421,15807163,minus,1.0,XP_002082116.1,"GD25381,GD25381-PA"
LOC6735140,LOC6735140,protein FAM136A,PROTEIN_CODING,1.0,XM_002082081.4,LOC6735140,LOC6735140,2R,NC_052521.2,15807315,15808193,plus,1.0,XP_002082117.1,"GD11396,GD11396-PA"
LOC6735141,LOC6735141,protein FAM136A,PROTEIN_CODING,2.0,XM_002082082.4,LOC6735141,LOC6735141,2R,NC_052521.2,15808183,15809094,plus,2.0,XP_002082118.1,"GD11397,GD11397-PA,GD11397-PB"
LOC6735142,LOC6735142,cysteine dioxygenase type 1,PROTEIN_CODING,1.0,XM_002082083.4,LOC6735142,LOC6735142,2R,NC_052521.2,15808878,15811541,minus,1.0,XP_002082119.2,"GD25380,GD25380-PA,GD25380-PB"
LOC6735143,LOC6735143,ubiquitin-like modifier-activating enzyme ATG7,PROTEIN_CODING,1.0,XM_002082084.4,LOC6735143,LOC6735143,2R,NC_052521.2,15812651,15817221,minus,1.0,XP_002082120.2,"GD25379,GD25379-PA"
LOC6735144,LOC6735144,32 kDa beta-galactoside-binding lectin,PROTEIN_CODING,1.0,XM_002082085.4,LOC6735144,LOC6735144,2R,NC_052521.2,15813697,15815161,plus,1.0,XP_002082121.1,"GD11398,GD11398-PA"
LOC6735145,LOC6735145,exocyst complex component 3,PROTEIN_CODING,1.0,XM_002082086.4,LOC6735145,LOC6735145,2R,NC_052521.2,15817380,15819899,plus,1.0,XP_002082122.1,"GD11399,GD11399-PA"
LOC6735146,LOC6735146,cystathionine gamma-lyase,PROTEIN_CODING,1.0,XM_002082087.4,LOC6735146,LOC6735146,2R,NC_052521.2,15820048,15821425,plus,1.0,XP_002082123.1,"GD11400,GD11400-PA"
LOC6735147,LOC6735147,peptidyl-prolyl cis-trans isomerase FKBP8,PROTEIN_CODING,2.0,XM_016181624.3,LOC6735147,LOC6735147,2R,NC_052521.2,15821999,15824063,minus,2.0,XP_016028426.1,"GD25378,GD25378-PA,GD25378-PB"
LOC6735148,LOC6735148,heterogeneous nuclear ribonucleoprotein U-like protein 2,PROTEIN_CODING,7.0,XM_016181620.3,LOC6735148,LOC6735148,2R,NC_052521.2,15824526,15831458,minus,7.0,XP_016028429.1,"GD25377,GD25377-PA,GD25377-PB,GD25377-PC,GD25377-PD,GD25377-PE,GD25377-PF"
LOC6735151,LOC6735151,uncharacterized LOC6735151,PROTEIN_CODING,1.0,XM_002082090.4,LOC6735151,LOC6735151,2R,NC_052521.2,15832222,15833008,plus,1.0,XP_002082126.1,"GD11401,GD11401-PA"
LOC6735152,LOC6735152,protein N-terminal asparagine amidohydrolase,PROTEIN_CODING,3.0,XM_044922616.1,LOC6735152,LOC6735152,2R,NC_052521.2,15833065,15850329,minus,3.0,XP_044778551.1,"GD25375,GD25375-PA,GD25375-PB,GD25375-PC"
LOC6735155,LOC6735155,UBX domain-containing protein 6,PROTEIN_CODING,1.0,XM_016181612.2,LOC6735155,LOC6735155,2R,NC_052521.2,15850490,15852197,minus,1.0,XP_016028435.1,"GD25372,GD25372-PA,GD25372-PB"
LOC6735156,LOC6735156,uncharacterized LOC6735156,PROTEIN_CODING,1.0,XM_016181611.3,LOC6735156,LOC6735156,2R,NC_052521.2,15851888,15852700,minus,1.0,XP_016028437.1,"GD25371,GD25371-PA"
LOC6735157,LOC6735157,uncharacterized LOC6735157,PROTEIN_CODING,1.0,XM_002082096.4,LOC6735157,LOC6735157,2R,NC_052521.2,15856545,15857940,minus,1.0,XP_002082132.4,"GD25370,GD25370-PA"
LOC6735158,LOC6735158,uncharacterized LOC6735158,PROTEIN_CODING,1.0,XM_016181610.3,LOC6735158,LOC6735158,2R,NC_052521.2,15859737,15865757,minus,1.0,XP_016028438.1,"GD25369,GD25369-PA"
LOC6735159,LOC6735159,serine/arginine repetitive matrix protein 1,PROTEIN_CODING,1.0,XM_016181609.3,LOC6735159,LOC6735159,2R,NC_052521.2,15873443,15876426,minus,1.0,XP_016028441.1,"GD25368,GD25368-PB"
