NCBI_GeneID,Symbol,Description,Gene_Type,Transcripts,Transcript_Accession,Nomenclature ID,Nomenclature ID2,Chromosomes,Transcript_Genomic_Accession,Transcript_Genomic_Start,Transcript_Genomic_Stop,Orientation,Proteins,Protein_Accession,Synonyms
LOC40354,Edg78E,Ecdysone-dependent gene 78E,PROTEIN_CODING,2.0,NM_079474.3,FBgn0000551,Dmel_CG7673,3L,NT_037436.4,21296763,21297803,minus,2.0,NP_524198.1,"CG7673,DmelEdg78E,Dmel\CG7673,DMLCP78,EDG-78,Edg78,EDG78,Edg78e,EDG78E"
LOC40355,Cpr78Cc,Cuticular protein 78Cc,PROTEIN_CODING,1.0,NM_141043.3,FBgn0037069,Dmel_CG7658,3L,NT_037436.4,21300580,21301171,plus,1.0,NP_649300.1,"anon-EST:ParkEST167,BcDNA:RE32113,CG7658,DmelCpr78Cc,Dmel\CG7658"
LOC40356,CG11309,uncharacterized protein,PROTEIN_CODING,6.0,NM_141044.4,FBgn0037070,Dmel_CG11309,3L,NT_037436.4,21301785,21304658,minus,6.0,NP_649301.1,Dmel\CG11309
LOC40357,CG7632,uncharacterized protein,PROTEIN_CODING,2.0,NM_141045.3,FBgn0037071,Dmel_CG7632,3L,NT_037436.4,21304697,21306197,plus,2.0,NP_649302.1,Dmel\CG7632
LOC40358,Pc,Polycomb,PROTEIN_CODING,1.0,NM_079475.3,FBgn0003042,Dmel_CG32443,3L,NT_037436.4,21306138,21318020,minus,1.0,NP_524199.1,"CG32443,CG7618,Dmel\CG32443,DmPc,dPC,pc,PC,Pc-G,PcG"
LOC40359,Rab26,Rab26,PROTEIN_CODING,6.0,NM_001275222.1,FBgn0086913,Dmel_CG34410,3L,NT_037436.4,21318774,21335027,plus,6.0,NP_001262151.1,"AAF51708,CG32439,CG34410,CG7605,Dmel\CG34410,DmRab26,Q8IPT6,Q9VP48,rab26"
LOC40360,Tsr1,Tsr1 ribosome assembly factor,PROTEIN_CODING,1.0,NM_141047.4,FBgn0037073,Dmel_CG7338,3L,NT_037436.4,21335215,21338232,plus,1.0,NP_649304.1,"CG7338,Dmel\CG7338"
LOC40361,Tbc1d8-9,TBC1 domain family member 8/9,PROTEIN_CODING,2.0,NM_141048.2,FBgn0037074,Dmel_CG7324,3L,NT_037436.4,21337681,21343716,minus,2.0,NP_649305.1,"CG7324,Dmel\CG7324,Tbc1d8b"
LOC40362,CG32436,uncharacterized protein,PROTEIN_CODING,1.0,NM_168898.2,FBgn0052436,Dmel_CG32436,3L,NT_037436.4,21344033,21355049,plus,1.0,NP_730622.1,"CG12973,CG6968,Dmel\CG32436,HD35012"
LOC40363,ebd2,earthbound 2,PROTEIN_CODING,2.0,NM_001259936.1,FBgn0037076,Dmel_CG12972,3L,NT_037436.4,21344768,21349288,minus,2.0,NP_001246865.1,"CG12972,Dmel\CG12972"
LOC40365,CG12971,uncharacterized protein,PROTEIN_CODING,2.0,NM_001275225.1,FBgn0037078,Dmel_CG12971,3L,NT_037436.4,21355100,21356495,minus,2.0,NP_001262154.1,Dmel\CG12971
LOC40366,CG32437,uncharacterized protein,PROTEIN_CODING,1.0,NM_168899.1,FBgn0052437,Dmel_CG32437,3L,NT_037436.4,21357683,21359867,plus,1.0,NP_730625.1,"CG5051,Dmel\CG32437"
LOC40367,sa,spermatocyte arrest,PROTEIN_CODING,1.0,NM_141054.3,FBgn0002842,Dmel_CG11308,3L,NT_037436.4,21405425,21406738,minus,1.0,NP_649311.1,"CG11308,Dmel\CG11308,dTAF8L,gfb,ms(3)sa,ms(3)VO45,ms(3)VO5,Sa,TAF-like,TAF8L,tTAF"
LOC40368,rgn,regeneration,PROTEIN_CODING,4.0,NM_001275226.1,FBgn0261258,Dmel_CG6014,3L,NT_037436.4,21382501,21424416,plus,4.0,NP_001262155.1,"BcDNA:GH11973,CG6014,Dmel\CG6014,l(3)00534,RGN"
LOC40369,barc,barricade,PROTEIN_CODING,2.0,NM_141056.4,FBgn0037081,Dmel_CG6049,3L,NT_037436.4,21420388,21433134,minus,2.0,NP_649313.1,"Barc,cg6049,CG6049,cus2,Dmel\CG6049,Tat-SF1"
LOC40370,Aef1,Adult enhancer factor 1,PROTEIN_CODING,4.0,NM_001275228.1,FBgn0005694,Dmel_CG5683,3L,NT_037436.4,21433422,21438639,plus,4.0,NP_001262157.1,"AEF-1,AEF1,CG5683,Dmel\CG5683"
LOC40371,CG5664,uncharacterized protein,PROTEIN_CODING,2.0,NM_141057.3,FBgn0037082,Dmel_CG5664,3L,NT_037436.4,21438628,21441363,minus,2.0,NP_649314.2,Dmel\CG5664
LOC40372,Alp1,Alkaline phosphatase 1,PROTEIN_CODING,2.0,NM_001275230.1,FBgn0283479,Dmel_CG5656,3L,NT_037436.4,21442227,21444819,minus,2.0,NP_001262159.1,"Aph,APH,Aph-1,CG5656,Dmel\CG5656,l-Aph,p-Aph"
LOC40373,Syx6,Syntaxin 6,PROTEIN_CODING,3.0,NM_206094.3,FBgn0037084,Dmel_CG7736,2R,NT_033778.4,11219539,11222480,plus,3.0,NP_995816.1,"CG7736,CT23545,Dm Syx6,Dmel\CG7736,DmSyx6,SYN6,Syx,syx6,SYX6/10"
LOC40374,croc,crocodile,PROTEIN_CODING,1.0,NM_079478.4,FBgn0014143,Dmel_CG5069,3L,NT_037436.4,21474133,21476479,minus,1.0,NP_524202.1,"CG5069,Croc,Dm-FoxC,Dmel\CG5069,Dmfd1,fd1,FD1,fd78E,FoxC"
LOC40375,Neu2,Neuroectoderm-expressed 2,PROTEIN_CODING,2.0,NM_141059.3,FBgn0037085,Dmel_CG7204,3L,NT_037436.4,21484891,21490586,minus,2.0,NP_649316.1,"CG7204,Dmel\CG7204,neu2"
LOC40376,CG7202,uncharacterized protein,PROTEIN_CODING,1.0,NM_141060.2,FBgn0037086,Dmel_CG7202,3L,NT_037436.4,21491399,21492773,minus,1.0,NP_649317.1,Dmel\CG7202
LOC40377,CG7519,uncharacterized protein,PROTEIN_CODING,2.0,NM_141061.4,FBgn0037087,Dmel_CG7519,3L,NT_037436.4,21493083,21493907,plus,2.0,NP_649318.1,Dmel\CG7519
LOC40378,Hr78,Hormone-receptor-like in 78,PROTEIN_CODING,6.0,NM_206415.3,FBgn0015239,Dmel_CG7199,3L,NT_037436.4,21494019,21497494,minus,6.0,NP_996137.1,"CG7199,Dhr78,DHR78,Dmel\CG7199,HR78,Hr78D,NR2D1,XR78E/F"
LOC40381,Est-Q,Esterase Q,PROTEIN_CODING,1.0,NM_141064.3,FBgn0037090,Dmel_CG7529,3L,NT_037436.4,21501421,21503959,plus,1.0,NP_649321.1,"CG7529,Dmel\CG7529"
LOC40382,Glg1,Golgi complex-localized glycoprotein 1,PROTEIN_CODING,2.0,NM_001275234.1,FBgn0264561,Dmel_CG33214,3L,NT_037436.4,21497549,21507538,minus,2.0,NP_001262163.1,"120 kDa,120-kDa,120KD,120kDa,CG33214,CG7190,CG7193,CG7195,d120,d120kd,d120kD,DG13,dGLG1,Dmel\CG33214,GLG1,gp120,p120,p120-Golgi,p120kD"
LOC40383,M6,M6,PROTEIN_CODING,6.0,NM_001275237.1,FBgn0037092,Dmel_CG7540,3L,NT_037436.4,21507852,21512749,plus,6.0,NP_001262166.1,"CG7540,dM6a,Dmel\CG7540,m6"
LOC40384,SAK,Sak kinase,PROTEIN_CODING,1.0,NM_141067.3,FBgn0026371,Dmel_CG7186,3L,NT_037436.4,21512141,21515887,minus,1.0,NP_649324.1,"CG7186,Dmel\CG7186,DmPlk4,DmPLK4,DmSAK,DSak,plk4,Plk4,PLK4,sak,Sak,SAK/PLK,Sak/Plk4,Sak/PLK4,SAK/Plk4,SAK/PLK4"
LOC40385,Cdk12,Cyclin-dependent kinase 12,PROTEIN_CODING,3.0,NM_141068.4,FBgn0037093,Dmel_CG7597,3L,NT_037436.4,21516306,21522684,plus,3.0,NP_649325.2,"AC017581,anon-WO0140519.165,CDK12,cg7597,CG7597,dCdk12,dCDK12,Dmel\CG7597,gi24668141"
LOC40386,CG7611,uncharacterized protein,PROTEIN_CODING,9.0,NM_001170018.2,FBgn0037094,Dmel_CG7611,3L,NT_037436.4,21523186,21528163,plus,9.0,NP_001163489.1,"Dmel\CG7611,WDR26"
LOC40388,Rpn10,Regulatory particle non-ATPase 10,PROTEIN_CODING,2.0,NM_079480.3,FBgn0015283,Dmel_CG7619,3L,NT_037436.4,21537000,21538582,plus,2.0,NP_524204.1,"5SA,7619,CG7619,Dmel\CG7619,DmS5a,dRpn10,mu-54,p54,pros54,Pros54,rpn10,Rpn10/p54,S5a,S5A"
LOC40389,VhaM9.7-b,Vacuolar H[+] ATPase M9.7 subunit b,PROTEIN_CODING,2.0,NM_001275241.1,FBgn0028663,Dmel_CG7625,3L,NT_037436.4,21539862,21541215,plus,2.0,NP_001262170.1,"anon-WO0118547.551,ATP6V0M9.7-2,CG7625,Dmel\CG7625,Vha M9.7-2,vhaM9.2-2,vhaM9.7-2,VhaM9.7-2,vhaM9.7-b"
LOC40390,COX8,Cytochrome c oxidase subunit 8,PROTEIN_CODING,2.0,NM_001275240.1,FBgn0263911,Dmel_CG7181,3L,NT_037436.4,21538859,21539447,minus,2.0,NP_001262169.1,"0554/18,anon-WO0118547.331,BcDNA:GH15688,CcO VIIc,CG7181,CoVIII,Dmel\CG7181,l(3)S055418,VIII"
LOC40391,Wnk,Wnk kinase,PROTEIN_CODING,4.0,NM_001275242.2,FBgn0037098,Dmel_CG7177,3L,NT_037436.4,21543850,21554928,minus,4.0,NP_001262171.2,"cg7177,CG7177,Dmel\CG7177,DmWNK,dWnk,dWNK,DWNK,wnk,WNK"
LOC40392,CG7173,uncharacterized protein,PROTEIN_CODING,1.0,NM_141073.4,FBgn0037099,Dmel_CG7173,3L,NT_037436.4,21555373,21558226,minus,1.0,NP_649330.1,Dmel\CG7173
LOC40393,CapaR,Capability receptor,PROTEIN_CODING,2.0,NM_206418.3,FBgn0037100,Dmel_CG14575,3L,NT_037436.4,21558974,21562181,minus,2.0,NP_996140.1,"CAP2B-R,Capa R,capaR,CG14575,Dm CG14575,Dmel\CG14575"
LOC40394,CG7634,uncharacterized protein,PROTEIN_CODING,1.0,NM_141075.2,FBgn0037101,Dmel_CG7634,3L,NT_037436.4,21565426,21567785,plus,1.0,NP_649332.1,Dmel\CG7634
LOC40395,CRIF,CR6-interacting factor,PROTEIN_CODING,1.0,NM_141076.5,FBgn0037102,Dmel_CG7172,3L,NT_037436.4,21568059,21568898,minus,1.0,NP_649333.1,"anon-WO0118547.316,CG7172,dCRIF,Dmel\CG7172"
LOC40396,EMC10,ER membrane protein complex subunit 10,PROTEIN_CODING,2.0,NM_168926.3,FBgn0052441,Dmel_CG32441,3L,NT_037436.4,21574131,21575874,plus,2.0,NP_730662.2,"CG32441,CG7783,Dmel\CG32441,emc10"
LOC40398,TfAP-2,Transcription factor AP-2,PROTEIN_CODING,6.0,NM_001275249.1,FBgn0261953,Dmel_CG7807,3L,NT_037436.4,21586828,21613349,plus,6.0,NP_001262178.1,"AP-2,AP-2alpha,CG7807,dAP-2,DAP-2,dAP-2alpha,Dmel\CG7807,dTfap2,l(3)1215,Tfap-2,TfaP-2,Tfap2"
LOC40399,S1P,Site-1 protease,PROTEIN_CODING,1.0,NM_141080.3,FBgn0037105,Dmel_CG7169,3L,NT_037436.4,21613797,21617376,minus,1.0,NP_649337.2,"CG7169,Dmel\CG7169,dS1P,SKI-1/S1P"
LOC40400,CG11307,uncharacterized protein,PROTEIN_CODING,2.0,NM_168928.3,FBgn0037106,Dmel_CG11307,3L,NT_037436.4,21617623,21619873,plus,2.0,NP_730667.3,Dmel\CG11307
LOC40401,CG7166,uncharacterized protein,PROTEIN_CODING,2.0,NM_141082.2,FBgn0037107,Dmel_CG7166,3L,NT_037436.4,21620000,21625647,minus,2.0,NP_649339.2,"CT22143,Dmel\CG7166"
LOC40402,Alg11,"ALG11, alpha-1,2-mannosyltransferase",PROTEIN_CODING,2.0,NM_001275253.2,FBgn0037108,Dmel_CG11306,3L,NT_037436.4,21625806,21628571,plus,2.0,NP_001262182.1,"CG11306,dAlg11,Dmel\CG11306"
LOC40403,MED1,Mediator complex subunit 1,PROTEIN_CODING,3.0,NM_141084.3,FBgn0037109,Dmel_CG7162,3L,NT_037436.4,21628325,21634446,minus,3.0,NP_649341.1,"CG7162,Dmel\CG7162,dTRAP220,FBgn0037109,Med1,Med1/SOP3/TRAP220,Trap220"
LOC40404,ORMDL,Orosomucoid 1-like,PROTEIN_CODING,1.0,NM_168929.2,FBgn0037110,Dmel_CG14577,3L,NT_037436.4,21635305,21636251,plus,1.0,NP_730669.1,"CG14577,Dmel\CG14577,dORMDL"
LOC40406,CG32444,uncharacterized protein,PROTEIN_CODING,1.0,NM_168930.2,FBgn0043783,Dmel_CG32444,3L,NT_037436.4,21636947,21639060,plus,1.0,NP_730670.1,"aldose 1-epi,BcDNA:GH08902,CG12562,CG14576,CT3430,Dmel\CG32444"
LOC40408,Cpr78E,Cuticular protein 78E,PROTEIN_CODING,1.0,NM_141088.2,FBgn0037114,Dmel_CG7160,3L,NT_037436.4,21666452,21666980,minus,1.0,NP_649345.1,"BcDNA:LP06027,CG7160,Cpi78E,DmelCpr78E,Dmel\CG7160"
LOC40409,CG11249,uncharacterized protein,PROTEIN_CODING,1.0,NM_141089.1,FBgn0037115,Dmel_CG11249,3L,NT_037436.4,21672139,21674518,plus,1.0,NP_649346.1,Dmel\CG11249
LOC40410,Als2,Amyotrophic lateral sclerosis 2,PROTEIN_CODING,1.0,NM_141090.3,FBgn0037116,Dmel_CG7158,3L,NT_037436.4,21674394,21679755,minus,1.0,NP_649347.1,"ALS2,CG7158,dALS2,Dmel\CG7158"
LOC40411,CG11248,uncharacterized protein,PROTEIN_CODING,3.0,NM_001275257.1,FBgn0037117,Dmel_CG11248,3L,NT_037436.4,21680050,21683231,plus,3.0,NP_001262186.1,Dmel\CG11248
LOC40412,CG32447,uncharacterized protein,PROTEIN_CODING,3.0,NM_206422.2,FBgn0052447,Dmel_CG32447,3L,NT_037436.4,21690612,21706365,minus,3.0,NP_996144.1,"anon-WO0170980.76,anon-WO0170980.77,CG14571,CG7155,Dmel\CG32447"
LOC40414,CG11247,uncharacterized protein,PROTEIN_CODING,4.0,NM_141094.5,FBgn0037120,Dmel_CG11247,3L,NT_037436.4,21724326,21728806,minus,4.0,NP_649351.2,Dmel\CG11247
LOC40415,Polr2H,"RNA polymerase II, I and III subunit H",PROTEIN_CODING,1.0,NM_141095.3,FBgn0037121,Dmel_CG11246,3L,NT_037436.4,21728932,21729694,plus,1.0,NP_649352.1,"CG11246,Dmel\CG11246,Rpb8,RPB8"
LOC40416,CG14570,uncharacterized protein,PROTEIN_CODING,1.0,NM_141096.4,FBgn0037122,Dmel_CG14570,3L,NT_037436.4,21729675,21730454,minus,1.0,NP_649353.1,Dmel\CG14570
LOC40417,CG14569,uncharacterized protein,PROTEIN_CODING,1.0,NM_141097.4,FBgn0037123,Dmel_CG14569,3L,NT_037436.4,21730725,21731550,minus,1.0,NP_649354.1,Dmel\CG14569
LOC40418,CG14568,uncharacterized protein,PROTEIN_CODING,1.0,NM_141098.3,FBgn0037124,Dmel_CG14568,3L,NT_037436.4,21732806,21733487,minus,1.0,NP_649355.1,"BcDNA:RE21944,Dmel\CG14568"
LOC40419,CG14573,uncharacterized protein,PROTEIN_CODING,1.0,NM_141099.2,FBgn0037125,Dmel_CG14573,3L,NT_037436.4,21734099,21734788,plus,1.0,NP_649356.1,Dmel\CG14573
LOC40420,CG14567,uncharacterized protein,PROTEIN_CODING,1.0,NM_141100.3,FBgn0037126,Dmel_CG14567,3L,NT_037436.4,21737706,21738430,minus,1.0,NP_649357.1,Dmel\CG14567
LOC40421,CG14566,uncharacterized protein,PROTEIN_CODING,2.0,NM_141101.2,FBgn0037127,Dmel_CG14566,3L,NT_037436.4,21739479,21740309,minus,2.0,NP_649358.1,Dmel\CG14566
LOC40422,CG14572,uncharacterized protein,PROTEIN_CODING,1.0,NM_141102.4,FBgn0037128,Dmel_CG14572,3L,NT_037436.4,21741534,21742441,plus,1.0,NP_649359.1,Dmel\CG14572
LOC40423,CG14565,uncharacterized protein,PROTEIN_CODING,1.0,NM_141103.4,FBgn0037129,Dmel_CG14565,3L,NT_037436.4,21743248,21744269,minus,1.0,NP_649360.1,Dmel\CG14565
LOC40424,Syn1,Syntrophin-like 1,PROTEIN_CODING,4.0,NM_001275263.1,FBgn0037130,Dmel_CG7152,3L,NT_037436.4,21745359,21770534,minus,4.0,NP_001262192.1,"CG7151,CG7152,Dmel\CG7152,DmSYN-1"
LOC40425,CG14564,uncharacterized protein,PROTEIN_CODING,1.0,NM_141104.2,FBgn0037131,Dmel_CG14564,3L,NT_037436.4,21757157,21758046,plus,1.0,NP_649361.1,Dmel\CG14564
LOC40427,CG7370,uncharacterized protein,PROTEIN_CODING,1.0,NM_141106.2,FBgn0037133,Dmel_CG7370,3L,NT_037436.4,21769815,21771321,plus,1.0,NP_649363.1,"BcDNA:GM07065,Dmel\CG7370"
LOC40428,eg,eagle,PROTEIN_CODING,3.0,NM_079482.4,FBgn0000560,Dmel_CG7383,3L,NT_037436.4,21808703,21817600,plus,3.0,NP_524206.1,"CG7383,Dmel\CG7383,eag,Eg,egl,Egl,egon,Egon,EGON,NR0A3,spy,T1"
LOC40429,CycH,Cyclin H,PROTEIN_CODING,1.0,NM_079483.3,FBgn0022936,Dmel_CG7405,3L,NT_037436.4,21821997,21823309,plus,1.0,NP_524207.1,"142767_at,CCNH,CG7405,Dmel\CG7405"
LOC40430,CG7407,uncharacterized protein,PROTEIN_CODING,1.0,NM_141107.5,FBgn0037134,Dmel_CG7407,3L,NT_037436.4,21823461,21824571,plus,1.0,NP_649364.1,"BcDNA:LD29166,Dmel\CG7407"
LOC40431,eIF2A,eukaryotic translation initiation factor 2A,PROTEIN_CODING,4.0,NM_141108.2,FBgn0037135,Dmel_CG7414,3L,NT_037436.4,21824740,21827856,plus,4.0,NP_649365.1,"anon-WO0118547.243,CG7414,dEIF2A,Dmel\CG7414,EIF2A"
LOC40432,CG7148,uncharacterized protein,PROTEIN_CODING,1.0,NM_141109.2,FBgn0046301,Dmel_CG7148,3L,NT_037436.4,21830544,21832253,minus,1.0,NP_649366.1,"BEST:GH10766,Dmel\CG7148,FBXL12"
LOC40433,Nopp140,Nopp140,PROTEIN_CODING,4.0,NM_001275266.1,FBgn0037137,Dmel_CG7421,3L,NT_037436.4,21832774,21836685,plus,4.0,NP_001262195.1,"CG7421,Dmel\CG7421,DmNopp140,NCL,Nopp- 140,nopp140"
LOC40434,P5CDh1,delta-1-Pyrroline-5-carboxylate dehydrogenase 1,PROTEIN_CODING,5.0,NM_001275267.1,FBgn0037138,Dmel_CG7145,3L,NT_037436.4,21836665,21841356,minus,5.0,NP_001262196.1,"CG7145,Dmel\CG7145,DmP5CDh1,P5CDh"
LOC40435,CG14563,uncharacterized protein,PROTEIN_CODING,1.0,NM_141112.2,FBgn0037139,Dmel_CG14563,3L,NT_037436.4,21841808,21842386,minus,1.0,NP_649369.1,Dmel\CG14563
LOC40436,mub,mushroom-body expressed,PROTEIN_CODING,12.0,NM_001259946.2,FBgn0262737,Dmel_CG7437,3L,NT_037436.4,21844788,21932702,plus,12.0,NP_001246875.1,"anon-WO0172774.33,anon-WO0172774.35,anon-WO0172774.36,anon-WO0172774.37,CG7437,Dmel\CG7437,l(3)04093,l(3)j6B10,l(3)j8B3,MRE17,Mub,MUB"
LOC40437,SLC22A,SLC22A family member,PROTEIN_CODING,1.0,NM_141113.3,FBgn0037140,Dmel_CG7442,3L,NT_037436.4,21934704,21938636,plus,1.0,NP_649370.1,"CG7442,Dmel\CG7442,DmSLC22A,Slc22a15"
LOC40438,PolH,DNA polymerase eta,PROTEIN_CODING,1.0,NM_141114.3,FBgn0037141,Dmel_CG7143,3L,NT_037436.4,21938634,21941812,minus,1.0,NP_649371.2,"AAF51794,CG7143,Dmel\CG7143,Dmpol eta,DNA pol eta,DNA pol-eta,DNApol-eta,DNApoleta,dPoleta,drad30A,pol eta,pol h,POLH"
LOC40439,CG14562,uncharacterized protein,PROTEIN_CODING,2.0,NM_001275270.1,FBgn0037142,Dmel_CG14562,3L,NT_037436.4,21942221,21949866,plus,2.0,NP_001262199.1,"anon-WO0140519.241,Dmel\CG14562,HPS3,NP_649372"
LOC40441,CG7458,uncharacterized protein,PROTEIN_CODING,1.0,NM_141117.2,FBgn0037144,Dmel_CG7458,3L,NT_037436.4,21955110,21958041,plus,1.0,NP_649374.1,"Dmel\CG7458,Slc22a15"
LOC40442,Chs2,Chitin synthase 2,PROTEIN_CODING,2.0,NM_079485.4,FBgn0029091,Dmel_CG7464,3L,NT_037436.4,21962401,21969964,plus,2.0,NP_524209.3,"CG7464,chitin synthase,ChSA,CS-2,DmCS-2,DmeCHS2,DmeChSA,Dmel\CG7464"
LOC40443,P5CS,Delta[1]-pyrroline-5-carboxylate synthase,PROTEIN_CODING,2.0,NM_001259948.2,FBgn0037146,Dmel_CG7470,3L,NT_037436.4,21972002,21984606,plus,2.0,NP_001246877.1,"CG7470,Dmel\CG7470,dP5CS"
LOC40444,Act79B,Actin 79B,PROTEIN_CODING,2.0,NM_001275271.1,FBgn0000045,Dmel_CG7478,3L,NT_037436.4,21985210,21987190,plus,2.0,NP_001262200.1,"143060_f_at,act 79B,ACT4,act79B,actin,Actin,ArpF,CG7478,D,Dmel\CG7478,mus79B"
LOC40445,CG7140,uncharacterized protein,PROTEIN_CODING,1.0,NM_141119.2,FBgn0037147,Dmel_CG7140,3L,NT_037436.4,22026230,22028325,minus,1.0,NP_649376.3,Dmel\CG7140
LOC40447,CG14561,uncharacterized protein,PROTEIN_CODING,2.0,NM_001275272.1,FBgn0037149,Dmel_CG14561,3L,NT_037436.4,22065907,22067216,plus,2.0,NP_001262201.1,Dmel\CG14561
LOC40448,CG7139,uncharacterized protein,PROTEIN_CODING,1.0,NM_141121.4,FBgn0027532,Dmel_CG7139,3L,NT_037436.4,22067270,22071848,minus,1.0,NP_649378.1,"anon-WO0118547.415,BcDNA:LD21293,Dmel\CG7139,mdcds_30855"
LOC40449,CG7133,uncharacterized protein,PROTEIN_CODING,1.0,NM_141122.4,FBgn0037150,Dmel_CG7133,3L,NT_037436.4,22073068,22074523,minus,1.0,NP_649379.1,Dmel\CG7133
LOC40450,CG7130,uncharacterized protein,PROTEIN_CODING,1.0,NM_141123.3,FBgn0037151,Dmel_CG7130,3L,NT_037436.4,22075056,22075756,minus,1.0,NP_649380.1,Dmel\CG7130
LOC40451,RpLP0,Ribosomal protein LP0,PROTEIN_CODING,2.0,NM_001275273.1,FBgn0000100,Dmel_CG7490,3L,NT_037436.4,22075867,22077487,plus,2.0,NP_001262202.1,"Ap3,AP3,Ape,CG7490,Dmel\CG7490,l(3)0154,l(3)01544,L10,LP0,p0,P0,P35,PO,RLA0,RPL P0,Rplp0,RpP0,RpPO"
LOC40453,olf413,olf413,PROTEIN_CODING,2.0,NM_001275275.1,FBgn0037153,Dmel_CG12673,3L,NT_037436.4,22136090,22247702,plus,2.0,NP_001262204.1,"CG12673,CG14461,CG7495,CR33185,Dmel\CG12673,Olf413"
LOC40456,Rich,RIC1 homolog,PROTEIN_CODING,2.0,NM_141128.3,FBgn0028500,Dmel_CG9063,3L,NT_037436.4,22257749,22262921,minus,2.0,NP_649385.1,"3L6,BcDNA:GH03694,BcDNAGH03694,CG9063,Dmel\CG9063,rich"
LOC40457,Ddx1,Dead-box-1,PROTEIN_CODING,1.0,NM_079488.4,FBgn0015075,Dmel_CG9054,3L,NT_037436.4,22263369,22266017,plus,1.0,NP_524212.2,"anon-79E,CG9054,Dbp79E,DDX1,DmDDX1,Dmel\CG9054,DmRH12"
LOC40458,CG11523,uncharacterized protein,PROTEIN_CODING,1.0,NM_141129.3,FBgn0037156,Dmel_CG11523,3L,NT_037436.4,22265806,22266679,minus,1.0,NP_649386.1,Dmel\CG11523
LOC40459,Csp,Cysteine string protein,PROTEIN_CODING,6.0,NM_001300215.1,FBgn0004179,Dmel_CG6395,3L,NT_037436.4,22267382,22273745,plus,6.0,NP_001287144.1,"ab49,anon-WO02059370.50,CG6395,csp,CSP,csp29,csp32,CSP32,Cys,D-CSP,D.M.CSP,Dcsp,DCSP-1,dCSP-2,dCSPalpha,Dmel\CG6395,DNAJC5,DSP/DNAJC5,l(3)03988,MAB ab49"
LOC40461,Srpk79D,Serine-arginine protein kinase at 79D,PROTEIN_CODING,11.0,NM_001259952.2,FBgn0025702,Dmel_CG11489,3L,NT_037436.4,22273985,22284335,plus,11.0,NP_001246881.1,"atc,BEST:CK01209,CG11489,CG9085,CK01209,Dmel\CG11489,SRPK,SRPK1,srpk79d,srpk79D,SRPK79D"
LOC40462,Hem,HEM-protein,PROTEIN_CODING,1.0,NM_079490.4,FBgn0011771,Dmel_CG5837,3L,NT_037436.4,22284354,22288195,minus,1.0,NP_524214.1,"CG5837,dhem,dhem-2,Dmel\CG5837,dNap,dNAP,HEM,Hem1,kette,Kette,Kette/Nap1,kte,l(3)03335,Nap,Nap1"
LOC40464,Ten-m,Tenascin major,PROTEIN_CODING,3.0,NM_001275282.1,FBgn0004449,Dmel_CG5723,3L,NT_037436.4,22293044,22407863,minus,3.0,NP_001262211.1,"2017,5301,BcDNA:AT25108,CG11452,CG5723,CT16449,Dmel\CG5723,l(3)00844,l(3)05301,l(3)05309,l(3)rJ307,l(3)rL201,l(3)rP126,odd(Oz),odz,Odz,odz/ten-m,ten(m),ten-m,Ten-M,ten-m/odz,Ten-mc,Ten79E,ten[m],Ten[m]"
LOC40467,CG11449,uncharacterized protein,PROTEIN_CODING,1.0,NM_141133.1,FBgn0037162,Dmel_CG11449,3L,NT_037436.4,22454373,22455989,plus,1.0,NP_649390.1,Dmel\CG11449
LOC40468,laza,lazaro,PROTEIN_CODING,1.0,NM_141134.2,FBgn0037163,Dmel_CG11440,3L,NT_037436.4,22458816,22461131,minus,1.0,NP_649391.1,"CG11440,Dmel\CG11440,Laza,LPP,LPP-like,WUN-like"
LOC40469,CG11438,uncharacterized protein,PROTEIN_CODING,2.0,NM_001300216.1,FBgn0037164,Dmel_CG11438,3L,NT_037436.4,22465619,22468076,plus,2.0,NP_001287145.1,"Css1alpha,Dmel\CG11438,LPP-like,PAP2,WUN-like"
LOC40470,CG11437,uncharacterized protein,PROTEIN_CODING,1.0,NM_141136.3,FBgn0037165,Dmel_CG11437,3L,NT_037436.4,22468862,22469853,plus,1.0,NP_649393.1,"Dmel\CG11437,LPP-like,WUN-like"
LOC40471,CG11426,uncharacterized protein,PROTEIN_CODING,1.0,NM_141137.3,FBgn0037166,Dmel_CG11426,3L,NT_037436.4,22470556,22473509,plus,1.0,NP_649394.1,"Css1beta,Dmel\CG11426,LPP,LPP-like,PAP2,WUN-like"
LOC40472,CG11425,uncharacterized protein,PROTEIN_CODING,1.0,NM_141138.2,FBgn0037167,Dmel_CG11425,3L,NT_037436.4,22474795,22475792,plus,1.0,NP_649395.1,"Dmel\CG11425,LPP-like,WUN-like"
LOC40474,CG11404,uncharacterized protein,PROTEIN_CODING,2.0,NM_141140.2,FBgn0037169,Dmel_CG11404,3L,NT_037436.4,22548437,22549342,plus,2.0,NP_649397.1,"BcDNA:GH11730,Dmel\CG11404"
LOC40475,Trxr-2,thioredoxin reductase 2,PROTEIN_CODING,1.0,NM_079492.3,FBgn0037170,Dmel_CG11401,3L,NT_037436.4,22550226,22552019,plus,1.0,NP_524216.1,"CG11401,Dm-TrxR,Dmel\CG11401,DmTrx,DmTrxR,DmTrxR-2,TRR,TrxR,trxr-2,Trxr2"
